BARCODE;NAMEKH;NAMEEN;NOTE;COST;VENDORID
8850006901618;សាប៊ូដុសខ្លួន Protex; Protex for men active charcoal soap;65 g;0.3229;7
8851929011910;សាប៊ូដុំដុសខ្លួន PARROT;Body Soap PARROT;1 កេស x 12 ដុំធំ  1 ដុំធំ x 6 ដុំតូច  1 ដុំតូច = 60 g;0.2083;7
8851929008064;សាប៊ូដុំដុសខ្លួន PARROT;Body Soap PARROT;1 កេស x 12 ដុំធំ  1 ដុំធំ x 6 ដុំតូច  1 ដុំតូច = 60 g;0.2083;7
8851929006305;សាប៊ូដុំដុសខ្លួន PARROT;Body Soap PARROT;1 កេស x 12 ដុំធំ  1 ដុំធំ x 6 ដុំតូច  1 ដុំតូច = 60 g;0.2083;7
8851929015550;សាប៊ូដុំដុសខ្លួនក្លិនកូលាប;Body Soap PARROT ROSE;1 កេស x 12 ដុំធំ  1 ដុំធំ x 6 ដុំតូច  1 ដុំតូច = 60 g;0.2083;7
8851818553125;សាប៊ូទឹក Attack 3D;Soap Attack 3D;770 ml;1.7500;7
8851818553163;សាប៊ូទឹក Attack Soft Plus;Soap Soft Plus;720 ml;1.7500;7
8851818107212;សាប៊ូទឹកបោក សំលៀកបំពាក់;Laundry Detergent;650 ml;1.6666;7
8851932364959;សាប៊ូទឹកបោកសំលៀក ;Laundry Detergent;1.5 L;3.0666;7
8851932415675;សាប៊ូទឹកបោកសំលៀក បំពាក់ក្លិនក្រអូប;Scented laundry detergent;1.4 L;3.3333;7
8851932354127;សាប៊ូកក់ថែរក្សាស្បែកក្បាល;Sunsilk shampoo;70 ml;0.4583;7
42398103;ទឹកជូតមុខ;NIVEA facial;70​ ml;1.1800;7
8850029035086;ក្រែមលាបបបូរមាត់;NIVEA C&E;4.8 g;1.4000;7
8850029023113;សេរ៉ូមលាបការពារកំដៅថ្ងៃ;NIVEA body serum;180 ml;2.9659;7
8850006320662;ថ្នាំដុសជំនួយធ្មេញអោយស;Colgate toothpaste (whiter;145 g;0.8666;7
8992304033872;ក្រែមលាបផ្ទៃមុខ (ថ្ងៃ);Garnier Skin;50 ml;5.0416;7
8992304046964;ក្រែមលាបផ្ទៃមុខ (យប់);Garnier Skin;50 ml;5.0416;7
8992304005206;ក្រែមលាបមុខ (យប់);Garnier (night);50 ml;4.2500;7
8991380700050;សេរ៉ូមលាបមុខ ការពារកំដៅថ្ងៃ;Sunscreen Serum;50 ml;4.2500;7
8994993013869;ទឹកជូតមុខ;Garnier cleansing water;400 ml;5.3333;7
8851989064031;ឡេលាបស្បែកកូនក្មេង;D-NEE;180 ml;2.0000;7
8859178738190;ឡេលាបស្បែកអោយស;Mistine;400 ml;2.0000;7
8851932395120;សាប៊ូកក់កំចាត់អង្កែ;Clear shampoo;450 ml;2.7905;7
8850029022956;សេរ៉ូមលាបស្បែកការពារ កំដៅថ្ងៃ;Sun protection serum;320 ml;4.3750;7
8850029022796;សេរ៉ូមលាបស្បែកការពារ កំដៅថ្ងៃ;Sun protection serum;320 ml;4.3750;7
8994993014330;គ្រីមអប់សក់សំរាប់សក់ខូច;L'Oreal conditioner;450 ml;2.7917;7
8850029031736;ហ៊្វូមលាងមុខ;Face Wash NIVEA;20 ml;0.3167;7
8851932427739;ឡេលាបស្បែក ការពារកំដៅថ្ងៃ;Sunscreen;330 ml;3.7916;7
8850822111048;ឡេការពារកំដៅថ្ងៃ;KA uv sunloc;30 ml;2.1000;7
8850006322499;ថ្នាំដុសធ្មេញជាតិអំបិល;Colgate toothpaste;150 g  2 tubes;1.9583;7
7891024123973;ថ្នាំដុសធ្មេញ;Colgate toothpaste sensitive;110 g;4.4167;7
8851007102516;ថ្នាំដុសធ្មេញការពារ រ៉ាក់ស៊ីធ្មេញ;Toothpaste protects against tooth decay;40 g;0.6000;7
8859178711155;ថ្នាំដុសធ្មេញក្លិនប្រហើរ DENTISTE;Scented Tootpaste DENTISTE;40 g;1.5000;7
8859178731528;ថ្នាំដុសធ្មេញជាតិក្រូច;Orange Toothpaste MISTINE;50 g;1.5000;7
8859178719045;ថ្នាំដុសធ្មេញអំបិល;Salt toothpaste MISTINE;50 g;1.5000;7
8851929010128;សាប៊ូដុំដុសខ្លួនក្លិនផ្កាម្លិះ;PARROT Jasmine;1 កេស x 12 ដុំធំ  1 ដុំធំ x 6 ដុំតូច  1 ដុំតូច = 60 g;0.1931;7
8851929002796;សាប៊ូដុំដុសខ្លួនក្លិនក្រអូប;PARROT;1 កេស x 12 ដុំធំ  1 ដុំធំ x 6 ដុំតូច  1 ដុំតូច = 60 g;0.1931;7
9556111983646;ស្ព្រាយបាញ់បំបាត់ក្លិន;AIR WICK air spray;300 ml;1.6667;7
9556111983639;ស្ព្រាយបាញ់បំបាត់ក្លិន;AIR WICK body spray;300 ml;1.7500;7
9556111055053;ស្ព្រាយបាញ់បំបាត់ក្លិន;AIR WICK air spray;300 ml;1.7500;7
9556111055060;ស្ព្រាយបាញ់បំបាត់ក្លិន;AIR WICK rose bouquet;300 ml;1.7500;7
8850006490945;សាប៊ូកក់និងអប់សក់ប្រទាលកន្ទុយក្រពើ; Palmolive shampoo;350 ml;1.7167;7
8851929017349;សាប៊ូដុសខ្លួនក្លិនផ្កា;PARROT body wash;450 ml;2.2333;7
8851929017424;សាប៊ូដុសខ្លួនក្លិនក្រអូប;PARROT body wash;450 ml;2.2333;7
8851929020370;សាប៊ូដុសខ្លួនក្លិនផ្លែប៉េស;PARROT body wash;450 ml;2.2333;7
9556111995090;ជេលដាក់បន្ទប់បំបាត់ក្លិន;AIR WICK gel (fresh water);180 g;1.6667;7
9556111995076;ជេលដាក់បន្ទប់បំបាត់ក្លិន;AIR WICK gel;180 g;1.6667;7
9556111995069;ជេលដាក់បន្ទប់បំបាត់ក្លិន;AIR WICK gel (wild rose);180 g;1.6667;7
9556111995052;ជេលដាក់បន្ទប់បំបាត់ក្លិន;AIR WICK gel;180 g;1.6667;7
9556111995083;ជេលដាក់បន្ទប់បំបាត់ក្លិន;AIR WICK gel;180 g;1.6667;7
8851932394000;សាប៊ូបន្ទន់សក់ការពារអង្កែ;CLEAR;300 ml;2.6917;7
8851932393997;សាប៊ូបន្ទន់សក់ការពារអង្កែ;CLEAR;300 ml;2.6917;7
8851932414289;សាប៊ូកក់សក់ធ្វើអោយ សក់ត្រង់ទន់រលោង;Shampoo makes straight hair soft and smooth.;425 ml;4.4667;7
8851932403801;សាប៊ូកក់សក់ធ្វើអោយ ទន់រលោង;Hydra-Soothing fluid, a non-greasy moisturizing milk;425 ml;4.4667;7
8851932414296;សាប៊ូកក់សក់ធ្វើអោយ ទន់រលោង;Hydra-Soothing fluid, a non-greasy moisturizing milk;425 ml;4.4667;7
8851932403825;សាប៊ូកក់សក់ធ្វើអោយ សក់រឹងមាំ;Shampoo strengthens hair;425​ ml;4.4667;7
8851932403818;សាប៊ូកក់សក់;SUNSILK shampoo;425 ml;4.4667;7
8859178719502;ម្សៅផាត់មុខ;Mistine super powder;4.2 g;1.3333;7
8859178719519;ម្សៅផាត់មុខ;Mistine super powder;4.2 g;1.3333;7
8851932422468;ឡេលាបស្បែកធ្វើឱ្យស ការពារកំដៅថ្ងៃ;Sunscreen whitening lotion;370 ml;5.0000;7
8851932422451;ឡេលាបស្បែក; Citra pearly lotion;370 ml;5.0000;7
8851932422475;ឡេលាបស្បែកក្លិនអំពិល; Citra natural lotion;370 ml;5.0000;7
4902430956659;ឈុតសាប៊ូនិងបន្ទន់សក់;Rejoice set shampoo;410 ml;4.5000;7
8850360031181;ថ្នាំបាញ់សត្វល្អិត;Shieldtox insect spray;600 ml;2.0833;7
8850360031143;ថ្នាំបាញ់សត្វល្អិត;Shieldtox insect spray;600 ml;2.0833;7
9556111994970;ធូបមូសមានផ្សែងតិច;Mosquito;10 pcs;0.5000;7
8992304009167;ហ្វូមលាងមុខបុរស;Garnier Men foam;100 ml;2.0833;7
8992304009204;ស្ក្រាប់លាងមុខបំបាត់មុន;Garnier Men;100 ml;2.0833;7
8992304048333;គ្រីមលាបមុខបំបាត់មុន;Garnier cream (Men);40 ml;4.8333;7
8992304056802;សេរ៉ូមលាបបំបាត់ស្នាម;Garnier serum;40 ml;4.8333;7
4891338024464;ថ្នាំដុសធ្មេញ DARLIE;toothpast (expert fresh;120 g;2.1250;7
4891338023283;ថ្នាំដុសធ្មេញ;Darlie toothpaste;120 g;2.1250;7
8850082000380;ថ្នាំដុសធ្មេញបំបាត់ក្លិនមាត់;Fluocaril toothpaste;160 g;1.3750;7
9556111055046;ស្ព្រាយបាញ់បន្ទប់;Air wick spray;300 ml;1.7500;7
8851932388115;ឡេការពារកម្តៅថ្ងៃ;VASELINE;320 ml;4.5417;7
8851932418942;ជែលលាងដៃ;Vaseline hand Sanitizer;50 ml;0.2500;7
8851932427708;ឡេលាបខ្លួន;Vaseline lotion;200 ml;3.0833;7
8850002011700;ហ្វូមលាងមុខជំនួយស្បែក;Shokubutsu foam;100 g;1.1666;7
8851932184991;សាប៊ូដុសខ្លួន;Vaseline healthy white;450 ml;2.1250;7
8851932184960;សាប៊ូដុសខ្លួន;Vaseline body wash;430 ml;2.1250;7
8851932397001;សាប៊ូកក់បុរសកំចាត់អង្កែរ;មានជាតិត្រជាក់​ CLEAR;630 ml;4.6667;7
8851932391634;សាប៊ូកក់កំចាត់អង្កែរបុរស;Clear men shampoo;450 ml;2.7916;7
8851932426664;សាប៊ូកក់កំចាត់អង្កែរបុរស;Clear men shampoo;435 ml;2.7916;7
8850006593288;សាប៊ូទឹកដុសខ្លួនកូនក្មេង;Care baby liquid soap;500 ml;2.0000;7
8851932332262;សាប៊ូទឹកដុសខ្លួន;Lux body wash;500 ml;2.2500;7
40900399991984;សាប៊ូទឹកដុសខ្លួនសាគូរ៉ា;Lux sakura body wash;500 ml;2.2500;7
40900399981984;សាប៊ូទឹកដុសខ្លួន;Lux camellia body wash;500 ml;2.2500;7
8851932422208;ទឹកសម្អាតកញ្ចក់;PROMAX Spray;500 ml;1.0000;7
8851929012139;សាប៊ូទឹកកក់ & ដុសខ្លួន កូនក្មេង ;Baby Soap & Body Wash DMP baby;480 ml;1.0000;7
8851929019749;សាប៊ូទឹកកក់ & ដុសខ្លួន;Soap & Body Wash DMP baby;480 ml;2.3333;7
4892368072166;សាប៊ូកក់និងអប់ធ្វើអោយ;Shampoo and conditioner Palmolive;350 ml;1.8333;7
8994993013623;ក្រែមលាងដៃមានសំណើម;GARNIER hand cream;50 ml;1.2917;7
8994993013609;ក្រែមលាងដៃមានសំណើម;GARNIER hand cream;50 ml;1.2917;7
8851228000387;ថ្នាំដុសធ្មេញ;DARLIE toothpaste;N/A;2.4583;7
8992304017803;ក្រែមលាបមុខ;L'Oreal Night Cream;50 ml;11.7500;7
8850006935279;ជេលលាងដៃ;Protex Gel;55 ml;0.3333;7
6902650601207;ប៉ុងផាត់មុខ;BEAUTY PUFF;N/A;0.8083;7
8851932234429;ម្សៅហុយលាបមុខ;POND's face powder;50 g;0.8333;7
8851932111805;ម្សៅហុយលាបមុខ;POND's face powder;50 g;0.8333;7
8851932301572;ម្សៅហុយលាបមុខ;POND's BB magic powder;50 g;0.8333;7
8859364201828;សំឡីជូតមុខ;KARISMA cotton;100 pads;0.8083;7
4902430874113;សាប៊ូអប់សក់ក្លិនក្រអូប;PANTENE conditioner;270 g;2.6250;7
4902430624572;សាប៊ូអប់សក់ក្លិនក្រអូប;PANTENE conditioner;270 g;2.6250;7
8850002017191;សាប៊ូម្សៅក្លិនផ្កា;PAO hand&machine wash;1800 g;2.1166;7
8850002016279;សាប៊ូម្សៅក្លិនក្រអូប;PAO hand&machine wash;1800 g;2.1166;7
4902430772594;សាប៊ូកក់ក្លិនក្រអូប;REJOICE shampoo;120 ml;1.00;7
4902430773287;សាប៊ូកក់សក់;REJOICE shampoo;450 g;2.2333;7
4902430677141;សាប៊ូកក់សក់;REJOICE shampoo;450 g;2.2333;7
4902430396547;សាប៊ូកក់ការពារសក់អង្កែរ;REJOICE shampoo;600 ml;2.6666;7
4902430396554;សាប៊ូកក់ធ្វើអោយសក់ទន់;REJOICE shampoo;600 ml;2.6666;7
4902430401579;សាប៊ូកក់ការពារសក់ជ្រុះ;REJOICE shampoo;600 ml;2.6666;7
4902430339315;សាប៊ូកក់ការពារសក់ខូច;REJOICE shampoo;600 ml;2.6666;7
4902430432375;សាប៊ូកក់ធ្វើអោយសក់ទន់;REJOICE shampoo;600 ml;2.6666;7
8851932283953;ឡេលាបជំនួយស្បែកស;ការពារកំដៅថ្ងៃ Vaseline;600 ml;3.9409;7
8851932422093;សាប៊ូដុសខ្លួន; Vaseline body wash;430 ml;2.1250;7
8994993007943;ហ្វូមលាងមុខក្លិនក្រូច;Garnier foam (light;150 g;2.9166;7
8994993007950;ហ្វូមលាងមុខក្លិនសាគូរ៉ា;Garnier foam (sakura;150 g;2.9166;7
8850002036963;សាប៊ូម្សៅក្លិនផ្កាឈូក;BSC sue sat detergent;1800 g;2.0000;7
8851932374651;សាប៊ូទឹកបោកសំលៀក;បំពាក់ក្លិនក្រអូប Liquid;850 ml;2.0000;7
8851932413015;សាប៊ូកក់ការពារសក់ខូច;Dove shampoo;900 ml;5.0851;7
8851932375870;សាប៊ូកក់ជំនួយសក់;មានសំណើម DOVE;900 ml;5.0851;7
8851932280686;សាប៊ូកក់ការពារសក់មានប្រេង;Dove shampoo;450 ml;2.3333;7
8850006592717;សាប៊ូដុសខ្លួនកូនក្មេង;CARE baby liquid soap;500 ml;2.0000;7
8851123347747;សាប៊ូទឹកបោកសម្លៀកបំពាក់;Babi Mild baby fabric wash;3000 ml;6.6000;7
8851144610103;សាប៊ូអប់ជំនួយសក់;DCASH conditioner;500 ml;4.1667;7
8859178719939;ទឹកអនាម័យស្ត្រី;Mistine ladycare cleaner;200 ml;1.2666;7
8850029029917;រ៉ូលអនក្លិនផ្កាសាគូរ៉ា;NIVEA roll on;40 ml;2.2750;7
8994993013852;ទឹកជូតមុខហ្គាន័រ;Garnier micellar cleansing;125 ml;2.3250;7
8859178738152;ហ្វូមលាងមុខ;Mistine facial foam;80 g;1.2500;7
8859178714514;ហ្វូមលាងមុខ;Mistine foam (acne clear;85 g;1.2500;7
8851228000349;ថ្នាំដុសធ្មេញដាលី;DARLIE toothpaste;140 g;1.0666;7
8851932369367;សាប៊ូដុសខ្លួន 1ថង់2ដប;Lux Soft Touch;500 ml  1x2-pcs;3.9333  Price / set;7
4902430412988;សាប៊ូកក់ការពារសក់ជ្រុះ;PANTENE;410 ml;2.9000;7
TF2581;កាហ្វេយិនស៊ិនកញ្ចប់ធំ;ZULIAN coffee;1680 g;31.0000;8
TF2580;កាហ្វេយិនស៊ិន;ZULIAN instant coffee;800 g;16.0000;8
TF 2582;កាហ្វេយិនស៊ិន;ZULIAN instant coffee;360 g;6.50000;8
8858992208490;កំប៉ុងម្សៅទឹកដោះគោ;BUDDY milk powder;4 tiers;28.0000;8
8850075016503;ថ្នាំលាបពោះបំបាត់ ការចុកឆ្អល់ ;Abdominal painkillers MOHAHIN;54 ml;0.9167;8
8858672900027;ម្សៅបំបាត់រោល;YOKI powder;60 g;0.5833;8
8850002015227;ថ្នាំដុសធ្មេញក្លិនក្រូច សម្រាប់ក្មេង ;Orange toothpaste for kids Kodomo;N/A;0.7500;8
8850002015241;ថ្នាំដុសធ្មេញសម្រាប់ក្មេង;Toothpaste for kids Kodomo;40 g;0.7500;8
8850002015203;ថ្នាំដុសធ្មេញកូនក្មេង រសជាតិស្ត្រប័ររី;Strawberry flavored baby toothpaste;40 g;0.7500;8
8850002008663;ថ្នាំដុសធ្មេញសម្រាប់ក្មេង;Kodomo Toothpaste;N/A;0.7500;8
8850002008670;ថ្នាំដុសធ្មេញកូនក្មេង រសជាតិស្ត្រប័ររី;Strawberry flavored baby toothpaste;40 g;0.7500;8
8850002006638;ម្សៅលាបខ្លួនក្មេងសំរាប់ ស្បែកងាយប្រតិកម្ម;Baby body lotion for sensitive skin;400 g;0.8888;8
8850002006577;ម្សៅលាបខ្លួនកូនក្មេង;Kodomo baby powder;400 g;0.8888;8
8850002013629;ម្សៅលាបខ្លួនក្មេងការពារ ស្បែកងាយប្រតិកម្ម;Baby body lotion protects sensitive skin;400 g;0.8888;8
9415007034896;ម្សៅទឹកដោះគោសំរាប់ ស្ត្រីមានផ្ទៃពោះ;Milk powder for pregnant women;450 g;9.7083;8
8851929012139;សាប៊ូទឹកកក់ & ដុសខ្លួន កូនក្មេង DMP baby;DMP baby Shampoo & Conditioner;480 ml;2.5416;8
8851929019749;សាប៊ូទឹកកក់ & ដុសខ្លួន កូនក្មេង DMP baby;DMP baby Shampoo & Conditioner;480 ml;2.5416;8
8851929016533;សាប៊ូទឹកកក់ & ដុសខ្លួន កូនក្មេងសំរាប់ស្បែកស្ងួត;Baby Shampoo & Conditioner for Dry Skin;480 ml;2.5416;8
8851123740678;ម្សៅលាបខ្លួនក្មេង;BABI MILD baby powder;380 g;1.0555;8
8851123705813;ម្សៅលាបខ្លួនក្មេងបំប៉ន ស្បែកមានសំណើម;Hydra-Soothing fluid, a non-greasy moisturizing milk;400 g;1.0555;8
8851123703505;ម្សៅលាបខ្លួនកូនក្មេង;Babi Mild Sweety Pink;24 x 400 g;1.0555;8
8851473002648;ម្សៅលាបខ្លួនកូនក្មេង;Babi Mild Sweety Pink;40 g;3.0416;8
4987176003485;ប្រេងក្រឡា;VICKS VAPORUB;25 g;3.1250;8
8809279850369;សំឡីជូតមុខ;Cotton Round Samsajang;N/A;1.6000;9
8809173342649;គ្រីមលាបការពារកំដៅថ្ងៃ;ANJO sun cream;70 g;2.0833;10
8801042697225;សាប៊ូកក់សក់;Perfect Serum shampoo;680 ml;5.5000;10
8801042697232;សេរ៉ូមអប់សក់;Mise En Scene Perfect;680 ml;5.0000;10
8809643062121;សេរ៉ូមលាបសក់;Perfect serum original;80 ml;5.0000;10
8809539442983;សាប៊ូទឹកដុសខ្លួនក្លិន ផ្កាកូលាប HAPPY;HAPPY Rose Scented Soap;900 g;5.0000;10
8809585104545;សាប៊ូទឹកដុសខ្លួនក្លិន ផ្កាកូលាប HAPPY;HAPPY Rose Scented Soap;900 g;5.0000;10
8809505541030;សាប៊ូទឹកដុសខ្លួនក្លិន ផ្កាកូលាប HAPPY;HAPPY Rose Scented Soap;10 x 30 ml;0.6500;10
8809505542136;សាប៊ូទឹកដុសខ្លួនក្លិន ផ្កាកូលាប HAPPY;HAPPY Rose Scented Soap;10 x 35 ml;0.6500;10
8809505541757;សាប៊ូទឹកដុសខ្លួនក្លិន ផ្កាកូលាប HAPPY;HAPPY Rose Scented Soap;10 x 27 ml;0.6500;10
9555047006665;សាប៊ូដុសខ្លួន;Foran Rose 4x;1 ctn x 12 unit  2000 ml;4.5000;11
8851989060248;សាប៊ូទឹកលាងកំប៉ុង ទឹកដោះគោកូនក្មេង;Baby milk can soap;500 ml;2.0833;11
8851989060200;សាប៊ូទឹកលាងដប ទឹកដោះគោកូនក្មេង;Baby Bottle Soap;1900 ml;3.1667;11
8935250601894;ច្រាស់ដុសធ្មេញកូរ៉េ;KAKA High Density;1 ctn x 300 unit  No.189;0.2234;11
8936140450073;ច្រាស់ដុសធ្មេញ Suwadee;Suwadee;1 ធុង ​x 60 ច្រាស់  (New Model);0.3000;11
40700399021984;ខ្មៅដៃគូសចិញ្ចើម;Black Eyebrow Pencil MARADO;N/A;0.0833;11
40700699051984;ខ្មៅដៃគូសចិញ្ចើម;Black Eyebrow Pencil MARADO;N/A;0.6666;11
8850722093840;ហ្វូមលាងមុខថ្មី;New face wash foam;150 g;1.3333;11
8851932179577;ហ្វូមលាងមុខថ្មី ;New face wash foam;15​ g;0.3750;11
40400598731984;ហ្វូមលាងមុខថ្មី ;New face wash foam;N/A;0.5000;11
6973931643131;គ្រីមលាបការពារ បបូរមាត់ប្រេះ;Cracked lip balm;7 g;0.2917;11
6935457222696;គ្រីមលាបការពារ បបូរមាត់ប្រេះ;Cracked lip balm;1 បន្ទះ x 20 ក្រាស់  No.9010;0.2000;11
6948832900584;ក្រាស់សិតសក់;Aishu fashion plastic comb;1 បន្ទះ x 20 ក្រាស់;0.2000;11
40100899711984;ក្រាស់សិតសក់;Aishu fashion plastic comb;N/A;0.0833;11
41300799311984;មួកពាក់ក្បាល សំរាប់ងូតទឹក;Bathing cap;NO: 1129;0.2916;11
6940978133543;មួកការពារសក់សើម ពេលងូតទឹក;Wet hair shower cap;G-9615;0.2916;11
8936140450097;ច្រាស់ដុសធ្មេញកូនក្មេង (អាយុ 3 - 10 ឆ្នាំ);Baby Toothbrush (3 - 10 years old);3 ys - 10 years;0.4166;11
8936047156054;ច្រាស់ដុសធ្មេញកូនក្មេង (អាយុ 3 - 10 ឆ្នាំ);Baby Toothbrush (3 - 10 years old);800 ml;1.7500;11
8850233210071;ច្រាស់ដុសធ្មេញកូនក្មេង (អាយុ 3 - 10 ឆ្នាំ);Baby Toothbrush (3 - 10 years old);35 g;0.2500;11
8858854550057;ច្រាស់ដុសធ្មេញកូនក្មេង (អាយុ 3 - 10 ឆ្នាំ);Baby Toothbrush (3 - 10 years old);4 g;0.3750;11
6924594621882;ឡេលាបស្បែក ការពារកំដៅថ្ងៃ;Sunscreen;60 g;1.2500;11
40100999001984;ដង្កៀបដករោម;Tweezer;1 បន្ទះ x 12 pcs;0.1250;11
8851932404082;ដង្កៀបដករោម;Tweezer;150 ml;0.8333;11
8999999001988;ហ្វូមលាងមុខបុរស សំអាតជាតិខ្លាញ់;Face wash staff, hand wash;100​ g;1.8333;11
8999999034030;ហ្វូមលាងមុខបំបាត់មុន;Vaseline Men;100​ ml;1.8333;11
9555436903216;សាប៊ូដុសខ្លួន;Foran White 4x;1200 ml;3.1250;11
9555047006672;សាប៊ូដុសខ្លួន;Foran Rose 4x;1200 ml;3.1250;11
8999999055462;សាប៊ូដុសខ្លួន;Foran Rose 4x;15 g;0.3750;11
8936055560294;សំឡីត្បាលត្រចៀក កំប៉ុងតូច;Small cotton ear flaps;1 ដុំ x 12 កំប៉ុង;0.2083;11
8999777007270;រ៉ូលអនសំរាប់បុរស;Nivea Dry Impact;50 ml;1.7083;11
4005900554376;រ៉ូលអនសំរាប់បុរស;Nivea Black & White;50 ml;1.7083;11
8801038200040;រ៉ូលអនសំរាប់បុរស;Nivea Black & White;N/A;0.4500;11
8936140450103;សាប៊ូកក់ការពារសក់ជ្រុះ;Hair Loss Shampoo PANTENE;1 ប្រអប់ x 20 ដើម;0.2778;11
6905624820932;សាប៊ូកក់ការពារសក់ជ្រុះ;Hair Loss Shampoo PANTENE;N/A;2.0833;11
4902430412988;សាប៊ូកក់ការពារសក់ជ្រុះ;Hair Loss Shampoo PANTENE;410 ml;2.9167;11
6947790550541;សាប៊ូកក់ការពារសក់ជ្រុះ;Hair Loss Shampoo PANTENE;N/A;1.5000;11
8992304033858;ហ្វូមលាងមុខ;Facial cleansing foam Garnier;100 ml;2.5000;11
8991380700029;ហ្វូមលាងមុខ;Facial cleansing foam Garnier;100 ml;2.5000;11
42217459;រ៉ូលអនសំរាប់បុរស;Nivea Black & White;25 ml;0.8750;11
8850029816173;រ៉ូលអនសំរាប់បុរស;Nivea Dry Impact;25 ml;0.8750;11
8999999045807;ហ្វូមលាងមុខបុរស;Vaseline Men Foam;100 g;2.0833;11
8992304046964;ក្រែមលាបផ្ទៃមុខ (យប់);Face Cream (Night) Garnier Skin;50 ml;5.4167;11
8992304033872;ក្រែមលាបផ្ទៃមុខ (ថ្ងៃ);Face Cream (Day) Garnier Skin;50 ml;5.4286;11
8851932283953;ឡេលាបជំនួយស្បែកស ការពារកំដៅថ្ងៃ Vaseline;Vaseline Whitening Sunscreen;600 ml;4.3333;11
6905624820918;ឡេលាបជំនួយស្បែកស ការពារកំដៅថ្ងៃ Vaseline;Vaseline Whitening Sunscreen;N/A;2.0833;11
8851932398190;សាប៊ូកក់សក់ជំនួយ សក់ខ្មៅរលោង;Shampoo to help smooth black hair;450 ml;2.5000;11
8850722201504;ក្រែមលាបខ្លួនស្បែកទូទៅ;VITAMIN E body cream;200 g;1.0000;11
8850722301891;សាប៊ូដុសខ្លួនក្លិនក្រូច;EH shower cream;800 ml;3.0000;11
8850722301907;សាប៊ូដុសខ្លួនក្លិនប្រទាល;EH shower cream;800 ml;3.0000;11
8851427003646;ឡេលាបខ្លួនផ្សំពីរមៀត និងទឹកឃ្មុំ NE TA TOP;NE TA TOP Turmeric and Honey Body Lotion;500 g;1.2500;11
9556714100402;ឈុតច្រាស់&ថ្នាំដុសធ្មេញ កូនក្មេងក្លិនស្វាយ RAIYA;RAIYA Mango Baby Toothbrush & Brush Set;75 g;1.0000;11
8935250601368;ច្រាស់ដុសធ្មេញកូនក្មេង;KAKA toothbrush;under 12 years  old no.36;0.7500;11
41300799971984;ស្បៃដុសខ្លួនវែងក្រាស់;Bath sponge;N/A;0.4583;11
41300798471984;ស្បៃដុសខ្លួនមូល;Body bath sponge;N/A;0.2916;11
8851989030371;សាប៊ូទឹកបោកខោអាវ;Fineline wash detergent Pink;1800 ml;3.4239;12
8851989030715;សាប៊ូទឹកបោកខោអាវ;Fineline wash detergent;1800 ml;3.4239;12
8850029031422;ឡេលាបជំនួយស្បែក ក្លិនក្រូចលឿង;Orange-yellow skin care lotion;525 ml;4.5833;13
8850029031408;ឡេលាបជំនួយស្បែក ក្លិនផ្កាកូលាប;Rose skin care lotion;525 ml;4.5833;13
8850029031385;ឡេលាបជំនួយស្បែក ក្លិនផ្កាសាគូរ៉ា;Sakura Flower Scented Lotion;525 ml;4.5833;13
6973517710080;ម៉ាស់បិទមុខជំនួយស្បែក;មានសំណើម SIKASHI;100 ml;1.2500;13
8851932368582;សាប៊ូទឹកដុសខ្លួនក្លិនសាគូរ៉ា;Lux body wash;500 ml;2.8333;13
8851932332347;សាប៊ូទឹកដុសខ្លួនក្លិនក្រអូប;Lux body wash;500 ml;2.8333;13
8851932332262;សាប៊ូទឹកដុសខ្លួន;Lux body wash;500 ml;2.8333;13
8851932415255;សាប៊ូទឹកដុសខ្លួនត្រជាក់;Lux body wash;500 ml;2.8340;13
8850722380049;សេរ៉ូមបាញ់សក់ក្លិនក្រូចសើច;BERGAMOT hair serum;N/A;2.0000;13
8858842077979;គ្រីមលាបបបូរមាត់ #06;BABY BRIGHT;2.4 g;1.8333;13
8858827224930;គ្រីមលាបដៃនិងក្រចក អោយសមានសំណើម;Moisturizing hand and nail cream;500 ml;2.8333;13
8851932143578;គ្រីមលាបដៃនិងក្រចក អោយសមានសំណើម;Moisturizing hand and nail cream;85 ml;2.0000;13
8809173342649;គ្រីមលាបការពារកំដៅថ្ងៃ;ANJO sun cream;70 g;1.6666;13
8850722390970;ប្រេងវីតាមីនលាបជំនួយ សក់ភ្លឺរលោង JASMINE;JASMINE Vitamin Oil for Shiny Hair;N/A;2.1667;13
8850722381572;ប្រេងដូងលាបជំនួយសក់ ភ្លឺរលោង ;Coconut oil for shiny hair;N/A;2.1667;13
8858994400182;ទឹកលាងផ្ទៃមុខ ក្រោយផាត់មុខ;Facial cleanser after makeup;180 ml;2.0000;13
6973931643131;គ្រីមលាបការពារ បបូរមាត់ប្រេះ;Cracked lip balm;7 g;0.3333;13
8858842071366;គ្រីមលាបបបូរមាត់;BAOBAB lipstick #03;3.6 g;2.0000;13
42300198851984;គ្រីមលាបបបូរមាត់;BAOBAB lipstick #03;10 pcs;1.4000;13
6941349316435;ម៉ាស់បិទមុខ;VEZE facial mask;10 x 25 g;1.0000;13
6971242824478;ម៉ាស់ឃ្មុំប្រើលាបមុខ;Honey mask;130 g;1.0833;13
6947790550022;គ្រីមជម្រុះរោម;BISUTANG cream;100 g;1.2500;13
