BARCODE;NAMEKH;NAMEEN;NOTE;COST;VENDORID
6944787780233;ក្រែមលាបបបូរមាត់  HOJO;Lip balm  HOJO;3.8 g;1.6666;4
6944787752438;ក្រែមលាបបបូរមាត់  novo;Lip balm  HOJO;3.8 g;1.6666;4
6928820043035;ទឹកជូតមុខ  Garnier;Facial cleanser  Garnier;125 ml;2.2608;4
6928820043042;ទឹកជូតមុខក្រោយ  ពេល Make up  Garnier;After face wash  When make up  Garnier;125 ml;2.2608;4
8858842077955;ក្រែមលាបបបូរមាត់ #04  BABY BRIGHT;Lip Cream # 04  BABY BRIGHT;2.4 g;1.3399;4
8858842077986;ក្រែមលាបបបូរមាត់ #07  BABY BRIGHT;Lip Cream # 07  BABY BRIGHT;2.4 g;1.3399;4
8858842077931;ក្រែមលាបបបូរមាត់ #02  BABY BRIGHT;Lip Cream # 02  BABY BRIGHT;2.4 g;1.3888;4
8858842077979;គ្រីមលាបបបូរមាត់ #06  BABY BRIGHT;Lip Cream # 06  BABY BRIGHT;2.4 g;1.3368;4
8858842077962;គ្រីមលាបបបូរមាត់ #05  BABY BRIGHT;Lip Cream # 05  BABY BRIGHT;2.4 g;1.3368;4
8858842077948;គ្រីមលាបបបូរមាត់ #03  BABY BRIGHT;Lip Cream # 03  BABY BRIGHT;2.4 g;1.3368;4
8858831008595;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 20 g;0.3666;4
8858831008687;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 20 g;0.3666;4
8858831008670;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 20 g;0.3666;4
8858831008618;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 20 g;0.3666;4
8859337603239;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 30 g;0.3666;4
8859337603192;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 30 g;0.3666;4
8859337603154;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 30 g;0.3667;4
8859337603185;ម៉ាសបិទមុខ  Precious Skin;Face mask  Precious Skin;1 Box x 10 pcs  1 pcs = 30 g;0.3666;4
8858883553067;ក្រែមលាបបបូរមាត់  ( Pearly Tint Smell );Lip balm  (Pearly Tint Smell);N/A;0.3888;4
40700199991984;ក្រែមលាបបបូរមាត់  ( Obuse Tint Brand );Lip balm  (Obuse Tint Brand);N/A;0.6111;4
8858883562014;គូល័រផាត់ភ្នែក  (Obuse Eye Shadow);Eye powder  (Obuse Eye Shadow);N/A;1.0833;4
8858883562007;គូល័រផាត់ភ្នែក  (Obuse Eye Shadow);Eye powder  (Obuse Eye Shadow);N/A;1.0833;4
8858883561987;គូល័រផាត់ភ្នែក  (Obuse Eye Shadow);Eye powder  (Obuse Eye Shadow);N/A;1.0833;4
8858883561994;គូល័រផាត់ភ្នែក  (Obuse Eye Shadow);Eye powder  (Obuse Eye Shadow);N/A;0.9106;4
8855629006108;ម៉ាស្ការ៉ាជួយបណ្តុះរោមភ្នែក  (Mistine Super Model);Mascara helps grow eyelashes  (Mistine Super Model);N/A;3.1666;4
40600599961984;ឈុតជក់ផាត់មុខ;Makeup brush set;N/A;3.1076;4
6941349330387;ម៉ាស់ក្រែមលាបរង្វង់មុខ  (Siayzu Raioceu);Face Cream;80​ g;1.5000;4
6941349336792;ម៉ាស់បិទក្រោមភ្នែក;(Siayzu Raioceu);80 g;1.4831;4
8858883506117;ក្រែមលាបបបូរមាត់;Lip balm;3.5 g;1.6667;4
8855887006391;ឡេលាបខ្លួន  (សំរាប់ពេលយប់)  Better Skin;Body lotion  (For night)  Better Skin;150 ml;1.8333;4
8859337603178;ម៉ាសបិទមុខ  Precious Skin;Face mask;1 Box x 10 pcs  1 pcs = 30 g;0.4106;4
40700699001984;ប៉ុងផាត់មុខ;Precious Skin;N/A;1.8333;4
8858311000187;ទឹកអប់  CoSMo;Make-up;22 ml;0.6111;4
8850722092553;ហ្វូមលាងមុខ  AHA Cleansing Foam;Facial cleansing foam  AHA Cleansing Foam;180 g;1.0694;4
8850080749077;គ្រីមការពារកំដៅថ្ងៃ  Cute press;Sunscreen  Cute press;30 g;4.9727;4
8859988068999;គ្រីមអប់ព្យាបាលសក់  ផ្សំពីសារធាតុដូង;Hair Conditioner  Ingredients from coconut;300 g;1.8180;4
8859262100605;ប្រេងអូលីវលាបសក់;Olive oil for hair;200 ml;1.6041;4
8859262100599;ប្រេងដូងលាបសក់;Coconut oil for hair;200 ml;1.6041;4
8850722200095;គ្រីមការពារកំដៅថ្ងៃ;Sunscreen cream;30 g;0.7620;4
8850722092355;ហ្វូមលាងការពារស្បែក  សំរាប់ប្រើទូទៅ;Hydra-Soothing fluid;;;
8850722093833;ហ្វូមលាងមុខ  Eliza ស្រូវសាលី;Facial cleansing foam  Eliza Wheat;150 g;1.0427;4
8855492001651;គ្រីមលាបស្បែកដៃនិង  ខ្លួនការពារកំដៅថ្ងៃ;Hand cream and  Sun protection;500 g;1.0159;4
8855492001644;គ្រីមលាបស្បែកដៃនិង  ខ្លួនការពារកំដៅថ្ងៃ;Hand cream and  Sun protection;500 g;1.0159;4
8850722092898;ហ្វូមលាងមុខ  Cavier ប្រទាល;Facial cleansing foam  Cavier Balm;150 ml;1.0427;4
78116;រ៉ូលអនលុញក្លៀក;Underarm roll;50 g;1.9249;4
78114;ស្ព្រាយបាញ់ខ្លួន;Body Spray;75 ml;2.2457;4
8858842030110;សេរ៉ូមលុញក្រោមភ្នែក  Baby Bright;Under-eye serum  Baby Bright;15 ml;2.0853;4
8853341558974;ជែលដុសខ្លួនក្លិនប្រទាល;Balm Body Scrub Gel;250 ml;1.7645;4
8853341986555;ជែលដុសខ្លួន  ក្លិនប៉េងបោះ;Body Gel  Tomato smell;250 ml;1.7645;4
8850722092966;ហ៊្វូមសំអាតមុខ;Facial cleansing formula;180 ml;1.0560;4
8853341587462;ជែលដុសខ្លួនក្លិនក្រូច;Orange Scented Body Gel;250 ml;1.7645;4
8858842071366;គ្រីមលាបបបូរមាត់  BAOBAB lipstick #03;Lip balm  BAOBAB lipstick # 03;3.6 g;1.6041;4
8858842073353;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #19;Lip balm  BAOBAB lipstick # 19;3.6 g;1.6041;4
8858842073339;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #17;Lip balm  BAOBAB lipstick # 17;3.6 g;1.6041;4
8858842071465;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #13;Lip balm  BAOBAB lipstick # 13;3.6 g;1.6041;4
8858842073346;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #18;Lip balm  BAOBAB lipstick # 18;3.6 g;1.5925;4
8858842071373;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #14;Lip balm  BAOBAB lipstick # 14;3.6 g;1.5925;4
8858842071403;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #07;Lip balm  BAOBAB lipstick # 07;3.6 g;1.6041;4
8858842071342;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #01;Lip balm  BAOBAB lipstick # 01;3.6 g;1.6041;4
8858842071410;ក្រែមលាបបបូរមាត់  BAOBAB lipstick #08;Lip balm  BAOBAB lipstick # 08;3.6 g;1.6041;4
8850485060189;សាប៊ូដុសខ្លួនជំនួយស្បែក  ISHIKA;Body Shampoo  ISHIKA;70 g;1.0621;4
8850006602768;សាប៊ូទឹកដុសខ្លួនក្លិនទឹកឃ្មុំ;Honey Scented Soap;450 ml;2.2457;4
8850006606087;សាប៊ូទឹកដុសខ្លួនក្លិនប៊្លូបឺរី;Blueberry Scented Soap;450 ml;2.2457;4
8850006602737;សាប៊ូទឹកដុសខ្លួន  ក្លិនស្រស់ស្រាយ;Body Shampoo  Fresh scent;450 ml;2.2457;4
8850006602744;សាប៊ូទឹកដុសខ្លួន  Protex Icy Cool;Body Shampoo  Protex Icy Cool;450 ml;2.2457;4
8850006492314;សាប៊ូទឹកដុសខ្លួន  Protex Healthy White;Body Shampoo  Protex Healthy White;450 ml;2.2457;4
8850722201467;ឡេការពារកំដៅថ្ងៃ;Sunscreen Cream;180 ml;1.4437;4
8851932428088;ជែលដុសខ្លួនក្លិនធុរេន  Citra (Lychee);Durian Scented Body Gel  Citra (Lychee);200 ml;2.9943;4
8851932428064;ជែលដុសខ្លួន  ក្លិនសារ៉ាយសមុទ្រ  Citra (Sea Algae);Body Gel  The smell of seaweed  Citra (Sea Algae);200 ml;2.9943;4
8851932428071;ជែលដុសខ្លួនក្លិនកូលាប  Citra (Delight Rose);Rose Scented Body Gel  Citra (Delight Rose);200 ml;2.9943;4
8850722093789;ហ៊្វូមសំអាតមុខ;Facial cleansing formula;180 ml;1.0427;4
8850722091945;ហ៊្វូមលាងសំអាតស្បែក;Formula for cleansing skin;180 ml;0.8555;4
8858718624771;ជែលសំអាតមុខប្រទាល  ( Smooto );Balm cleansing gel  (Smooto);1 ដុំ x 4 បន្ទះ  1 បន្ទះ = 50 g;1.1298;4
8850722092768;ហ៊្វូមសំអាតមុខ;Facial cleansing formula;150 g;1.0427;4
8858842077924;គ្រីមលាបបបូរមាត់ #01  BABY BRIGHT;Lip Cream # 01  BABY BRIGHT;2.4 g;1.3368;4
8855673482118;ជែលដុសខ្លួនក្លិនប្រទាល  Green Aloe Vera;Balm Body Scrub Gel  Green Aloe Vera;40 g;0.9625;4
8851932390729;ជែលលាបស្បែកដៃនិង  ដងខ្លួនក្លិនប្រទាល;Hand and gel  Body balm;200 ml;2.9943;4
8855492001750;ស្ត្រាប់ទឹកដោះគោ  លាបស្បែក;For milk  Skin;700 g;0.6416;4
8858842062340;ក្រែមអប់ព្យាបាលសក់;Hair Conditioner;500 g;2.4062;4
8855492001774;ស្ត្រាប់ផ្សំពីល្មៀត  លាបស្បែក;Skin cream;700 g;0.6416;4
8855492001781;ស្ត្រាប់ផ្សំពីកាហ្វេ  លាបស្បែក;Skin cream;700 g;0.6416;4
8855492001767;ស្ត្រាប់ផ្សំពីអំពិល  លាបស្បែក;Tamarind Skin Cream;700 g;0.6416;4
8859178715269;ទឹកអនាម័យស្ត្រី;Intimate Soap;200 ml;1.1379;4
8859178707387;ទឹកអនាម័យស្ត្រី;Intimate Soap;200 ml;1.2833;4
8859178707394;ទឹកអនាម័យស្ត្រី;Intimate Soap;200 ml;1.2833;4
8851427010217;សាប៊ូទឹកដុសខ្លួន  Deya Shower Gel;Body Shampoo  Deya Shower Gel;1000 g;2.1065;4
8851427015939;សាប៊ូទឹកដុសខ្លួន;Body Shampoo;1000 g;2.1388;4
8852525369047;ថ្នាំដុសធ្មេញជំនួយ  ធ្មេញសស្អាត;Auxiliary toothpaste  White teeth;100 g;1.8351;4
8859084702216;សំឡីជូតមុខ;Cotton swab;1 កេះ x 6 ឡូ;0.9435;4
8851072030653;សំឡី 3 Nurses;Cotton 3 Nurses;40 g;0.4322;4
6971627092539;ជែលលាបស្បែកអោយ  ស​ មានសំណើម  Aloe vera 99 % gel;Hydra-Soothing fluid;;;
8858994441826;គូល័រផាត់ត្របកភ្នែក;Eyeliner;N/A;2.2457;4
8858994441819;គូល័រផាត់ត្របកភ្នែក;Eyeliner;N/A;2.2457;4
8857121642914;ទឹកលាងក្រចក  ក្លិនក្រូចសើច;Nail polish remover  The smell of funny oranges;1 ctn  x 24 Lo  1 unit = 20 ml;0.1426;4
4902430565585;សាប៊ូកក់សក់កំចាត់អង្កែរ  Head & Shoulders shampoo;Anti-dandruff shampoo  Head & Shoulders shampoo;450 ml;2.7616;4
4902430752442;សាប៊ូកក់សក់កំចាត់អង្កែរ;Anti-dandruff shampoo;450 ml;2.7372;4
4902430431002;សាប៊ូកក់ការពារសក់ជ្រុះ  និងកំចាត់អង្កែរ;Hair Loss Shampoo  And control rice;450 ml;2.7924;4
4902430281331;សាប៊ូកក់សក់;Head & Shoulders shampoo;450 ml;2.7616;4
4902430430999;សាប៊ូកក់សក់;Head & Shoulders shampoo;450 ml;2.7616;4
4902430565578;សាប៊ូកក់កំចាត់អង្កែរ  ក្លិនប៉ោមខៀវ;Rice Shampoo  Blue apple scent;450 ml;2.7616;4
8850722300566;សាប៊ូដុសខ្លួន  AHA Gluta Plus;Body Soap  AHA Gluta Plus;1 ctn x 24 unit  1 unit = 700 ml;2.1388;4
8858842062364;សាប៊ូកក់សក់  Q10 Shampoo;Shampoo  Q10 Shampoo;500 ml;2.4062;4
40700699991984;ប៉ុង 4 គ្រាប់;Sponge 4PC;N/A;1.7645;4
8851532690669;ម្សៅតែបៃតងខាត់ស្បែក;Green Tea Powder;N/A;1.1229;4
8851144125119;ក្រែមអប់សក់;Hair Conditioner;500 ml;4.8291;4
8851427013799;ក្រែមខាត់ស្បែក;Exfoliating cream;100 g;1.2031;4
8850722301815;សាប៊ូទឹកដុសខ្លួន  AR perfume body wash;Body Shampoo  AR perfume body wash;400 ml;1.5921;4
8850722301808;សាប៊ូទឹកដុសខ្លួន  AR perfume body wash;Body Shampoo  AR perfume body wash;400 ml;1.5921;4
8851932143578;គ្រីមលាបដៃនិងក្រចក  អោយសមានសំណើម  VASELINE;Hand & Nail Cream  Moisturize  VASELINE;85 ml;1.5407;4
8850002011649;ហ៊្វូមលាងមុខអោយស  Shokubutsu;Whitening face wash  Shokubutsu;100 ml;1.1291;4
8858831000711;សាប៊ូដុំដុសមុខនិងខ្លួន  ក្លិនអំពិល  VIPADA;Face and body soap  The smell of tamarind  VIPADA;100 g;0.2997;4
8858831000698;សាប៊ូដុំដុសមុខនិងខ្លួន   ក្លិនរមៀត  VIPADA;Face and body soap  Turmeric smell  VIPADA;100 g;0.2997;4
40400198971984;សាប៊ូដុំដុសមុខនិងខ្លួន  ក្លិនទឹកដោះគោ;Face and body soap  The smell of milk;100 g;0.2997;4
8855140007530;គ្រែមអប់សក់  MAGIC conditioner;Hair Conditioner  MAGIC conditioner;500 ml;3.2591;4
8855140007509;សាប៊ូកក់សក់ព្យាបាល  សក់ខូច MAGIC shampoo;Therapeutic Shampoo  Damaged hair MAGIC shampoo;400 ml;3.2763;4
8858831001107;សាប៊ូដុំដុសមុខនិងខ្លួន  ក្លិនអំពិល  VIPADA;Face and body soap  The smell of tamarind  VIPADA;130 g;0.4604;4
8858831000285;សាប៊ូដុំដុសមុខនិងខ្លួន  ក្លិនទឹកដោះគោ  VIPADA;Face and body soap  The smell of milk  VIPADA;130 g;0.4604;4
8858831001039;សាប៊ូដុំដុសមុខនិងខ្លួន  ក្លិនក្រូច  VIPADA;Face and body soap  Orange scent  VIPADA;130 g;0.4604;4
8850784994796;សាដុំដុសខ្លួន  BENNET C&E;Body scrub  BENNET C&E;130 g;1.1034;4
8858891600715;សាប៊ូដុំដុសមុខនិងខ្លួន  ក្លិនទឹកដោះគោ  VIPADA;Face and body soap  milk aroma  VIPADA;65 g;0.2161;4
8858831007413;សាប៊ូដុំដុសមុខនិងខ្លួន  ក្លិនទឹកដោះគោ;Face and body soap  milk aroma;65 g;0.2289;4
8809460442588;ជែលលាងមុខ  ក្លិនប្រទាលកន្ទុយក្រពើ;Facial cleansing gel  Aloe Vera Balm;120 ml;1.5925;4
8858842072998;ក្រែមលាបបបូរមាត់  Baby Bright #17;Lip balm  Baby Bright # 17;3.6 g;1.5925;4
8858842071991;ក្រែមលាបបបូរមាត់  Baby Bright #14;Lip balm  Baby Bright # 14;3.6 g;1.5925;4
8858842071885;ក្រែមលាបបបូរមាត់  Baby Bright #03;Lip balm  Baby Bright # 03;3.6 g;1.5925;4
8850360028860;សាប៊ូដុសខ្លួនក្លិនត្រសក់  Dettol shower gel;Cucumber body soap  Dettol shower gel;500 ml;2.2801;4
9556111986401;សាប៊ូដុសខ្លួនក្លិនក្រូច  Dettol shower gel;Orange body soap  Dettol shower gel;500 ml;2.2490;4
8992304036859;សាប៊ូកក់សក់  ;Keratin Smooth Shampoo;330 ml;2.9561;4
8992304068089;សាប៊ូកក់សក់សំរាប់  សក់ស្ងួត L'Oreal;Shampoo for  L'Oreal Dry Hair;330 ml;2.9561;4
6946537047450;សាប៊ូកក់ការពារសក់ជ្រុះ  L'Oreal Shampoo;Hair Loss Shampoo  L’Oreal;330​ ml;2.9561;4
8850360033406;សាប៊ូដុសខ្លួនក្លិនក្រអូប;Fragrance Body Soap;500 ml;2.2490;4
78117;ឡេលាបដៃនិងដងខ្លួន  R SERIES;Hand and body lotion  R SERIES;200 ml;2.2490;4
8850485060523;សាប៊ូរមាស់កញ្ចប់  SUPAPORN;Shampoo pack  SUPAPORN;70 g;1.0621;4
8850485060196;សាប៊ូរមាស់កញ្ចប់  SUPAPORN;Shampoo pack  SUPAPORN;70 g;1.0621;4
8851932427739;ឡេលាបស្បែក  ការពារកំដៅថ្ងៃ  Vaseline serum;Skin lotion  Sun protection  Vaseline serum;330 ml;3.7389;4
8851932427722;ឡេលាបជំនួយស្បែកស  Vaseline Serum;Whitening Cream  Vaseline Serum;330 ml;3.7389;4
8851932283953;ឡេលាបជំនួយស្បែកស  ការពារកំដៅថ្ងៃ Vaseline;Whitening Cream  Vaseline sunscreen;600 ml;3.9409;4
8850006604403;សាប៊ូទឹកដុសខ្លួន  Protex shower cream;Body Shampoo  Protex shower cream;450 ml;2.0975;4
8851932221207;ឡេលាបដៃនិងដងខ្លួន  ជំនួយស្បែកសមានសំណើម  Citra hand&body lotion;Hand and body lotion  Hydra-Soothing fluid;;;
8850722046068;ឡេវីតាមីនក្លិនក្រអូប  RIT body lotin perfume  (Vitamin E);Le Vitamin Fragrance  RIT body lotin perfume  (Vitamin E);200 ml;0.9619;4
8850722046273;ឡេវីតាមីនលាបការពារ  កម្តៅថ្ងៃ RIT body sunscreen  cream (vitamin E pearl);Vitamin protection cream  RIT body sunscreen  cream (vitamin E pearl);200 ml;0.8621;4
8850722046235;ឡេលាបស្បែកអោយស  RIT body cream (snail  white gluta healthy);Whitening cream  RIT body cream (snail  white gluta healthy);200 ml;0.8621;4
8850722201504;ក្រែមលាបខ្លួនស្បែកទូទៅ  ;VITAMIN E body cream  (sun protect for all skin);200 g;0.8621;4
8858883519001;ប៉ុងផាត់មុខ  ;ASHLEY make up  accessories tools;1 pcs;0.4379;4
20500899001984;ប៉ុងផាត់មុខ  ;Beauty makeup sponge;8 pcs;2.1844;4
8850006341537;ថ្នាំដុសធ្មេញជាតិធ្យូងអំបិល  ;Colgate toothpaste (salt  charcoal clean&fresh);150 g;1.6022;4
8850006322499;ថ្នាំដុសធ្មេញជាតិអំបិល  ;Colgate toothpaste  Salt Herbal;150 g;1.6022;4
40400899001984;ឡេលាបស្បែកការពារកម្តៅថ្ងៃ;BEAUTE body cream;150 ml;1.8251;4
8850002851665;សាប៊ូទឹកដុសខ្លួន  ក្លិនផ្កាក្រអូប (ដប);Shokubutsu shower cream;500 ml;1.8351;4
8850002851696;សាប៊ូទឹកដុសខ្លួន  ;Shokubutsu shower cream;500 ml;1.8351;4
8992304031281;សាប៊ូកក់ការពារសក់ជ្រុះ;L'OREAL shampoo;450 ml;3.2265;4
8859178709596;ម្សៅហុយ Mistine;Powder Mistine;100 g;0.7858;4
8859178745365;ទឹកអនាម័យស្ត្រី  ;Mistine ladycare;200 ml;2.0809;4
8851989081380;សាប៊ូដុសខ្លួន BENICE;BENICE Body Soap;450 ml;1.9563;4
8851989081397;សាប៊ូដុសខ្លួនក្លិនក្រូច  BENICE shower cream;Orange body soap  BENICE shower cream;450 ml;1.9563;4
8851989080512;សាប៊ូដុសខ្លួន BENICE;BENICE Body Soap;450 ml;1.9563;4
8851989080741;សាប៊ូដុសខ្លួន BENICE;BENICE Body Soap;450 ml;1.9563;4
8851932412995;សាប៊ូកក់ជំនួយសក់មាន   សំណើម DOVE shampoo;Shampoo to help hair  Moisturizing DOVE shampoo;450 ml;2.3299;4
4902430412971;សាប៊ូកក់សក់  PANTENE shampoo;PANTENE shampoo;480 ml;2.3299;4
4902430500418;សាប៊ូកក់សក់ជួយថែរក្សា  ពណ៌សក់បានយូរ  PANTENE shampoo;Shampoo helps maintain  Long hair color  PANTENE shampoo;410 ml;2.3299;4
4902430538633;សាប៊ូកក់សក់  PANTENE shampoo;Shampoo  PANTENE shampoo;410 ml;2.3299;4
8857127479378;សំឡីជូតមុខ  Cotton Pads;Cotton swab  Cotton Pads;80 pads;0.5703;4
8851932386463;សេរ៉ូមលាបក្លៀកស្ងួត  VASELINE dry serum;Dry armpit serum  VASELINE dry serum;50​ ml;2.2771;4
8851932424868;សេរ៉ូមលាបក្លៀកស្ងួត;VASELINE dry serum;50 ml;2.2771;4
8851932386449;សេរ៉ូមលាបក្លៀក  Vaseline;Armpit Serum  Vaseline;50 ml;2.2771;4
8851123710619;សាប៊ូដុសខ្លួននិងកក់សក់  កូនក្មេង BABI MILD;Body Shampoo & Conditioner  Baby BABI MILD;400 ml;2.3273;4
8851123710251;សាប៊ូដុសខ្លួននិងកក់សក់  កូនក្មេង BABI MILD;Body Shampoo & Conditioner  Baby BABI MILD;400 ml;2.3273;4
8850006480892;សាប៊ូទឹកដុសខ្លួនក្លិនផ្កា  Palmolive shower milk cream;Flower scented body wash  Palmolive shower milk cream;500 g;1.6747;4
4909978702854;ហ្វូមលាងមុខ SENKA;SENKA Facial Cleansing Foam;100 g;4.1346;4
4901872451708;ហ្វូមលាងមុខ SENKA;SENKA Facial Cleansing Foam;120 g;4.1346;4
4901872462087;ហ្វូមលាងមុខ SENKA;SENKA Facial Cleansing Foam;120 g;4.1346;4
8858994453355;គូល័រផាត់ថ្ពាល់  Sivanna Colors # 04;Cheek color  Sivanna Colors # 04;N/A;2.6285;4
8858994453362;គូល័រផាត់ថ្ពាល់  Sivanna Colors # 05;Cheek color  Sivanna Colors # 05;N/A;2.6285;4
8858994453324;គូល័រផាត់ថ្ពាល់  Sivanna Colors # 01;Cheek color  Sivanna Colors # 01;N/A;2.6285;4
8858994453348;គូល័រផាត់ថ្ពាល់  Sivanna Colors # 03;Cheek color  Sivanna Colors # 03;N/A;2.6285;4
8851932391573;សាប៊ូធ្វើអោយសក់រឹងមាំ;Clear shampoo;480 ml;2.5407;4
8859614136283;ឡេទឹកអប់ ZELEB;ZELEB perfume lotion;150 ml;2.1767;4
8859614136221;ឡេទឹកអប់ ZELEB;ZELEB perfume lotion;150 ml;2.1767;4
8859570800495;ឡេលាបស្បែកធ្វើអោយស;BODY Whitening lotion;100 g;1.1727;4
6971032400813;ម្សៅទ្រនាប់ Gold Diamond;Gold Diamond Foundation;30 ml;1.4237;4
8858994439588;គូល័រផាត់ភ្នែក  Sivanna Colors;Eye Color  Sivanna Colors;No.02;1.5743;4
8858994439595;គូល័រផាត់ភ្នែក  Sivanna Colors;Eye Color  Sivanna Colors;N/A;1.5743;4
8858994439601;គូល័រផាត់ភ្នែក  Sivanna Colors;Eye Color  Sivanna Colors;No.04;1.5743;4
8858994439618;គូល័រផាត់ភ្នែក  Sivanna Colors;Eye Color  Sivanna Colors;No.05;1.5743;4
41100699991984;ឈុតច្រាស់៣;3PC wire brush set;;0.5000;5
6971325931734;ខ្សែរ៉ូតធ្មេញ;Macromolecule Dental  Floss YX-2030;;0.4500;5
41300799991984;កន្សែងជូតដៃ;HAND TOWEL;;0.4500;5
8688101045629;កាសខ្សែ;EARPHONE SL-E3;;0.5000;5
41100699981984;ស្បៃដុសខ្លួនមានដង;Body brush sponge  with handle;;0.4500;5
41300599991984;តុក្កតាព្យួរច្រាស់ដុសធ្មេញ;PORTA CEPILOS  SANVE HOOK;;0.4750;5
40100797271984;ខ្សែចងសក់;HAIR TIE;;0.1875;5
40100898251984;ច្រាស់ជ័រដុសជើង;Plastic legs brush 2pcs;;0.5000;5
40100795961984;ដង្កៀបសក់;BAINL hair clip 6pcs;;0.4250;5
6930662070087;ប្រដាប់ព្យួរ  (បិទជាប់ជញ្ជាំង);HOO HOLD UP 1.5 KG;;0.4750;5
6930662099798;ប្រដាប់ព្យួរខោអាវ  (បិទជាប់ជញ្ជាំង);Hook Hold up love 2kg;;0.4500;5
6928717359133;ស្បៃដុសខ្លួន;SAN 1 TRAY  BATH SPONGE;;0.3750;5
6933643700126;ស្បៃដុសខ្លួន;QIZHIMEI bathing  flower qzm-0126;;0.4500;5
758066011934;ស្តុតរុំផ្លែឈើ;PE cling wrap 100e;;0.4750;5
6970428979308;ក្រាស់សិតសក់;WEN YAO hair comb  no.1011;;;
6956755562154;ក្រាស់សិតសក់;XIAOQINGNIAN  hair comp no.1806-5;;0.4000;5
6970507950990;ក្រាស់សិតសក់;SHUZMEI hair  comb n.9580;;0.4750;5
6920911601735;ក្រាស់សិតសក់;HUALI hair comb;;0.3125;5
41400697951984;ស្រោមដៃការពារកម្តៅ;APPLE GLOVE;;0.4500;5
42301098971984;អាវភ្លៀង;KANI Pocket Rain Coat;;0.6250;5
6971173359018;សមជ័រ;Plastic fruit fork 50pcs;;0.6250;5
41300598721984;ប្រអប់ថ្នាក់;Storage Box 10 Grid;;0.4500;5
41300598731984;ប្រអប់ថ្នាក់;Storage Box 15 Grid;;0.5000;5
41300799311984;មួកពាក់ក្បាល  សំរាប់ងូតទឹក;Shower Cap;;0.4500;5
2009650794510;មួកសំរាប់ងូតទឹក;SHUYA shower   cap panda;;0.4000;5
41301498951984;ខ្សែជ័រការពារមុស;Natural mosquito  repellent 5pcs;;0.4500;5
40100796561984;ខ្សែចងសក់ចំរុះ;Rubber Hair Tie;;0.4500;5
40100797231984;ខ្សែចងសក់ចំរុះ;Hair Ties for Girls;;0.4338;5
8688101045605;កាសខ្សែ;Earphone to create  perfect music 3.5mm;;0.5000;5
41900399011984;ខ្សែសាក់ថ្ម Iphone;Classic cable iPhone;;0.4750;5
41300798681984;កន្សែងជូតដៃ;Hand kerchiefs;;0.4750;5
41300798671984;កន្សែងជូតដៃ  សំរាប់ផ្ទះបាយ;Handkerchief  for kitchen use;;0.4250;5
41400798741984;ដបបាញ់ទឹក;Spray bottle  liquid container;;0.4500;5
6970485845226;ច្រាស់ដុសធ្មេញ;Value Pack toothbrush no.522;;;
6951967415656;ច្រាស់បោសទឹក;BATHROOM BRUSH;;0.5000;5
6920198588361;ច្រាស់ដុសបង្គន់;Cleaning brush no.836;;0.5000;5
41900499991984;ជើងទ្រទូរស័ព្ទ;Universal Stents S059;;0.4500;5
6924010082075;ជ័រចាក់ធ្មេញ;DENTAL Floss  Clean Wind 30pcs;;0.4500;5
6949777600133;សំឡីត្បារត្រចៀក;Cotton swabs 100%  pure cotton 200pcs;;0.4500;5
6949777600270;សំឡីត្បារត្រចៀក;Cotton buds 270pcs;;0.4500;5
6949777608863;សំឡីត្បារត្រចៀក;Cotton buds 200pcs;;0.5000;5
6949777608832;សំឡីត្បារត្រចៀក;Cotton swabs natural  and soft 200pcs;;0.5000;5
6949777600249;សំឡីត្បារត្រចៀក;LIAN XIN cotton  swabs 249pcs;;0.3000;5
6949777600119;សំឡីត្បារត្រចៀក;Cotton swabs 100%  pure cotton;;0.3000;5
6972183980025;ម្ជុល;SAFETY PIN;;0.4750;5
6921566852589;ឈុតម្ជុលដេរប្រអប់;Superior Goods Series;;0.4750;5
40400599161984;ឈុតកន្ត្រៃកាត់ក្រចក;Cuticle Nippers;;0.4500;5
6971341120952;ឈុតរុសក្រចក;NALAMEI set nail  file beauty 4pcs;;0.4750;5
6972548034226;កន្ត្រៃកាត់ក្រចក  និងដង្កៀប;KAISHENG YOUPIN  deluxe nail clipper  and ear cleaner k-42;;0.4750;5
