Item Code;ORDER POINT;ORDER POINT
42200198991984;3;6
42200199001984;3;6
6955358600249;6;18
6942738926716;3;6
78257683765;3;6
6942138935639;3;6
41700598981984;3;6
41700598991984;3;6
6873042016469;3;6
6873042016476;3;6
8858740431309;3;6
6873042010085;3;6
41700599011984;3;6
3232;3;6
41700599021984;3;6
600-32;3;6
41700599001984;3;6
6267993361943;3;6
681070198356;6;12
681070198370;6;12
681070198387;6;12
681070198394;6;12
681070198417;6;12
681070198431;6;12
681070198400;6;12
6001023990112;6;12
41600199041984;6;12
820646075473;6;12
820646075459;6;12
820646102117;6;12
820646093477;6;12
6598743158538;6;12
6938942500095;6;12
885490273055;6;12
735852965787;6;12
735852966340;6;12
41600198991984;6;12
763713111486;6;12
47730200000;6;12
6967876414291;6;12
871170033590;6;12
6945565781039;6;12
871170033200;6;12
871170033217;6;12
871170031893;6;12
735852922889;6;12
735852975373;6;12
840929019710;6;12
11179350001;6;12
11179350018;6;12
11179350025;6;12
11179350032;6;12
11179350049;6;12
11179350056;6;12
11179350063;6;12
11179350070;6;12
11179350087;6;12
11179350094;6;12
820646075701;6;12
820646075794;6;12
820646102070;6;12
820646102087;6;12
820646102063;6;12
820646075480;6;12
820646075510;6;12
41600199051984;6;12
41600199061984;6;12
41600198981984;6;12
41600199021984;6;12
41600199011984;6;12
41600199031984;6;12
41600199991984;3;6
6100000594548;3;6
6100000595521;3;6
6971292070139;3;6
6936380699128;3;6
6936380623253;3;6
6940079103490;3;6
6940070103802;3;6
3154140431112;3;6
3154140431105;3;6
3154140017002;3;6
3154140176112;3;6
3154146347547;3;6
3154145347548;3;6
3154146347561;3;6
3154145347562;3;6
3154145066005;3;6
6940079103193;3;6
6940079103216;3;6
6921002113366;3;6
6923021499032;3;6
6936380623239;3;6
6936380623246;3;6
6936380623260;3;6
6936380699142;3;6
6940079103575;3;6
3154145347531;3;6
3154145347555;3;6
3154146347554;3;6
8803413606140;3;6
6947032706156;3;6
3154140014001;3;6
41500598991984;3;6
6971292070085;3;6
6971292070054;3;6
41500599021984;3;6
41500599001984;3;6
41500599011984;3;6
6971292070115;3;6
6971292070160;3;6
8688101045629;10;20
41900499991984;10;20
012-1;6;16
012-2;6;16
012-5;6;16
012-10;6;16
097-1;6;16
097-2;6;16
097-5;6;16
010-5;6;16
010-1;6;16
010-125;6;16
010-10;6;16
010-2;6;16
41900498961984;3;6
41900499021984;3;6
41900499001984;3;6
41900499011984;3;6
6998626666882;3;6
41900498971984;3;6
41700399971984;6;6
41700399951984;6;6
41700399981984;6;6
41700399941984;6;6
41700399991984;6;6
41700399961984;6;6
6950080300450;3;6
898-13;3;6
6970088180045;3;6
6970442431561;3;6
6970442431578;3;6
41700399291984;3;6
41700399171984;3;6
41700398991984;3;6
41700399111984;3;6
41700399231984;3;6
41700399101984;3;6
6957968400905;3;6
41700399271984;3;6
6970654490264;3;6
6943448300308;3;6
849803042820;3;6
41700399261984;3;6
849803042585;3;6
849803042578;3;6
5199;3;6
6957968400851;3;6
41700399081984;3;6
898;3;6
4028A;3;6
41700399151984;3;6
41700399161984;3;6
41700399131984;3;6
6957968400806;3;6
41700399031984;3;6
41700399121984;3;6
849803051785;3;6
849803051761;3;6
41700399021984;3;6
849803040963;3;6
2013-35;3;6
41700399091984;3;6
6943538466693;3;6
6970654490011;3;6
6957968400752;3;6
6957968400677;3;6
41700399181984;3;6
885490091949;3;6
885490091963;3;6
41700399191984;3;6
41700399211984;3;6
816B-26;3;6
816B-46;3;6
6914253436896;3;6
2014-1;3;6
225-7703;3;6
41700399251984;3;6
6957968400738;3;6
41700399241984;3;6
889698111553;3;6
849803072957;3;6
849803042561;3;6
849803051105;3;6
849803047771;3;6
889698132374;3;6
889698132428;3;6
849803072995;3;6
849803048334;3;6
849803048327;3;6
849803051068;3;6
889698104630;3;6
849803053017;3;6
889698134286;3;6
849803042554;3;6
849803051075;3;6
849803053000;3;6
849803051051;3;6
889698112635;3;6
849803051013;3;6
889698140874;3;6
889698140881;3;6
830395022741;3;6
849803051778;3;6
889698131087;3;6
849803037925;3;6
889698112604;3;6
889698133173;3;6
889698133159;3;6
889698134293;3;6
849803048341;3;6
889698114936;3;6
849803042592;3;6
830395025001;3;6
889698143530;3;6
889698134262;3;6
889698134279;3;6
849803048860;3;6
889698122566;3;6
849803049621;3;6
849803051754;3;6
849803052997;3;6
41700399281984;3;6
6943448300032;3;6
6971214896014;3;6
41700399071984;3;6
6930560001312;3;6
6928442904554;3;6
41700399141984;3;6
849803045289;3;6
849803062194;3;6
849803084011;3;6
525-10;3;6
41700399041984;3;6
6931746800651;3;6
6943448300162;3;6
6943448300186;3;6
41700399001984;3;6
41700398691984;3;6
41700399051984;3;6
41700399061984;3;6
640;3;6
41700399221984;3;6
6949233201522;3;6
015-5;3;6
6930560001244;3;6
6970088180076;3;6
91603;3;6
6958521388180;3;6
41700399201984;3;6
41700399011984;3;6
6606;3;6
6971348935910;6;6
6971018100393;6;6
6971018100318;6;6
6928761501458;3;6
6928761501380;3;6
8887111040529;3;6
8887111040536;3;6
8887111040543;3;6
6954851295556;3;6
6954851295563;3;6
6954851261223;3;6
6954851261209;3;6
6954851261216;3;6
6941027603291;3;6
6941027603314;3;6
6954851280989;3;6
6954851280972;3;6
6941027603352;3;6
6941027603376;3;6
6954851288190;3;6
6954851288206;3;6
41900399011984;3;6
41900399001984;3;6
6954851259053;3;6
6954851259091;3;6
6948210281380;3;6
6970349288909;3;6
6970349288640;3;6
6970349287711;3;6
6970349288657;3;6
6970349289760;3;6
6970349289791;3;6
6970349289784;3;6
6970349289777;3;6
6941027603277;3;6
6941027603284;3;6
6941027603253;3;6
6941027603260;3;6
6951758338812;3;6
30141516171819200000;3;6
41900398971984;3;6
41900499031984;3;6
6954851260424;3;6
6951758341249;3;6
6930750000057;3;6
6951758335927;3;6
6951758338850;3;6
6951758339086;3;6
6951758369441;3;6
6951758338836;3;6
6951758337105;3;6
6951758336030;3;6
6951758341256;3;6
6970334132330;3;6
41900399021984;3;6
6920180155786;3;6
6950914277033;6;12
6923450652503;6;12
6933534712566;6;12
6933534712719;6;12
4930125764098;6;12
9789996309373;6;12
9789996309083;6;12
9789996309250;6;12
9789996309540;6;12
9789996309014;6;12
9789996347467;6;12
9789996347542;6;12
9789996347481;6;12
9789996309878;6;12
9789996347146;6;12
9789996309366;6;12
9789996309069;6;12
9789996309694;6;12
9789996347597;6;12
9789996347221;6;12
9789995092207;6;12
9789996309212;6;12
9789996309618;6;12
9789996309137;6;12
9789996347443;6;12
9789996347214;6;12
9789996350917;6;12
9789996309533;6;12
9789996347177;6;12
9789995092238;6;12
9789996350955;6;12
8849300162009;6;12
9789996347047;6;12
9789996347405;6;12
9789996347030;6;12
9789996347580;6;12
9789996309328;6;12
9789996347207;6;12
9789995092269;6;12
9789996309175;6;12
9789996347498;6;12
3154142786111;6;12
3154142787101;6;12
6970041622087;6;12
8840041733206;6;12
8852122272511;6;12
8852670273329;6;12
8852670270533;6;12
8852670783354;6;12
8852670272766;6;12
8852670256933;6;12
8852670532587;6;12
8852670212168;6;12
8852122178134;6;12
8852670231411;6;12
8852122267227;6;12
8856602041826;6;12
8852122184586;6;12
8852122184593;6;12
8852670589499;6;12
8852122069999;6;12
8852122070827;6;12
8852122932880;6;12
8852122932897;6;12
8852122070421;6;12
8851907247805;6;12
8851907247799;6;12
41500799981984;10;20
8850304191766;6;12
8850304191773;6;12
41500798851984;6;12
8888645363108;6;12
6930912240826;6;12
6921101101318;6;12
6926292522980;6;6
8851907173180;6;12
8851907173203;6;12
8851907173128;6;12
8851907173142;6;12
6943538468932;6;12
6943538466730;6;12
6953684293715;6;12
6953684293722;6;12
6953684280111;6;12
6922931392266;6;12
8841010202228;6;12
SCOTCH3M12X10;6;12
6921210240724;6;12
41500799071984;6;12
41500799061984;6;12
41500799051984;6;12
41500799041984;6;12
41500799001984;6;12
41500799021984;6;12
6943538488022;6;12
2004300438390;6;12
41500798971984;6;12
41500799011984;6;12
41500799031984;6;12
8850304173366;6;12
8850304007678;6;12
8850304071358;6;12
SCOTCH3M18X10;6;12
SCOTCH3M48X25;6;12
41500799991984;6;12
6945408603610;3;6
6100000303041;3;6
6100000587038;3;6
6953684270211;3;6
6953684221039;3;6
6953684292039;3;6
6953684292015;3;6
6953684205138;3;6
6941074040308;3;6
6921734960023;3;6
6953684295030;3;6
6953684295016;3;6
6953684295023;3;6
6953684295047;3;6
6953684295054;3;6
41500799151984;3;6
41500799141984;3;6
41500799131984;3;6
6970705206257;3;6
6971548839015;3;6
6953684207026;3;6
6953684207040;3;6
41500799081984;3;6
6953684293029;3;6
6953684293036;3;6
6953684205084;3;6
6953684205114;3;6
6953684205121;3;6
6953684207019;3;6
6953684209082;3;6
6953684292022;3;6
6953684207033;3;6
4897043033593;3;6
4897043033654;3;6
4897043033661;3;6
4897043033678;3;6
6953684250190;3;6
3154144981101;3;6
6926292564003;3;6
6926292564256;3;6
3154144720106;3;6
6953684280319;3;6
6953684280210;3;6
8851907136826;3;6
6953684270419;3;6
6953684270310;3;6
6953684221060;3;6
6953684294118;3;6
6953684294125;3;6
6953684294132;3;6
6953684221053;3;6
6953684221046;3;6
6953684270518;3;6
6953684295092;3;6
6972544691058;3;6
6953684208023;3;6
6953684208030;3;6
4897043034415;3;6
6100000549340;3;6
6100000549333;3;6
6953684211801;3;6
6953684208016;3;6
6100000549357;3;6
6100000493797;3;6
6953684250183;3;6
6953684293012;3;6
6953684270068;3;6
6953684270082;3;6
6953684270075;3;6
8850304087991;3;6
8850304088004;3;6
8850304088011;3;6
8850304104001;3;6
8854215208032;6;12
8854215208056;6;12
8854215205062;6;12
8854215205017;6;12
8854215204041;6;12
8854215205086;6;12
8854310840021;6;12
8854310842049;6;12
8854310844050;6;12
8854310840014;6;12
8854310840038;6;12
8854310842070;6;12
6994012202009;6;6
6932115458718;6;6
8711236258869;6;6
42300198831984;6;6
6972194150059;6;6
8262800088021;6;6
6972312350026;6;6
42300198841984;6;6
6972194150073;6;12
6971014430036;6;12
6970676686669;6;12
6935847505439;6;12
8850304000013;12;60
8850304009054;6;12
8850304107040;6;12
48011556581;6;12
8850304095255;6;12
8850304009061;6;12
3250395008779;6;12
3250391084050;6;12
6953700680826;6;12
6946038302034;6;12
6922984318244;6;12
6921521110013;6;12
6959815200782;6;12
3250390590910;6;12
6944399300188;6;12
3250390671589;6;12
X8050304072645;6;12
8938500350399;6;6
8938500350139;6;6
41200299991984;6;6
41200298991984;6;6
41200298981984;6;6
41200299011984;6;6
8859272203563;6;6
8859272203600;6;6
6625471100833;6;6
6949454560101;6;12
6970971910230;6;12
8801775107237;6;12
8801775107190;6;12
8801775106643;6;12
8801775106650;6;12
8801775509222;6;12
8801775107213;6;12
6930865900037;6;12
6930865903113;6;12
3250390111931;6;12
6970791470181;6;12
8850871406003;6;12
8850871205002;6;12
8850871568619;6;12
8850871367601;6;12
8850871207013;6;12
6944399300768;6;12
41200299001984;6;12
4001895822469;6;12
4046719419043;6;12
4046719707393;6;12
6931191544438;6;12
3250390111955;6;12
3011261010223;6;12
3384120200166;6;12
3384123092737;6;12
3011261010049;6;12
6648474161144;6;12
8857200410441;6;12
8850304077053;6;12
8850304077114;6;12
8850304021490;6;12
8850304009771;6;24
8850304015758;6;24
8850304005223;6;24
8850304000020;6;48
8850304005124;6;48
8850304000068;6;50
8850304015147;6;72
8850304017448;6;20
8850304206866;6;12
8850304020844;5;10
6946907500202;3;6
8850633020072;3;6
8801775107244;3;6
3250390739883;3;6
6931430081304;3;6
8801775904027;3;6
8801775904034;3;6
8801775904089;3;6
8801775904218;3;6
6805114916896;3;6
LP310;3;6
INVOICE-01;6;12
INVOICE-02;6;12
V-10;6;12
V-2;6;12
V-5;6;12
V-13;6;12
41300599991984;10;20
8851251057129;6;12
8810000008420;6;6
8859535904695;6;6
8935007704113;6;6
8935007702553;6;6
41300599981984;6;6
41300599971984;6;6
41300599961984;6;6
41300599891984;6;6
41300599911984;6;6
41300599901984;6;6
8936195690745;6;6
41300598751984;6;6
41300598761984;6;6
8859535906156;6;6
6921836387865;6;6
6921836387872;6;6
6921836387889;6;6
6921836387902;6;6
8935124565574;6;6
41300598691984;6;6
41300598711984;6;6
41300599931984;6;6
41300599941984;6;6
41300599951984;6;6
9980101230075;6;6
9980011238029;6;6
41300598701984;6;6
41300599921984;6;6
6930662002217;6;6
41300598721984;6;6
41300598731984;6;6
9980001238004;6;6
41300598791984;6;6
8936082380339;6;6
8810000001809;6;6
8935124565062;6;6
8935124566304;6;6
41300598801984;6;6
41300599011984;6;12
41300598861984;6;12
41400699161984;6;12
40100199971984;6;12
40100199981984;6;12
41300598951984;6;12
41300598981984;6;12
41300599091984;6;12
41400699141984;6;12
9555448709127;6;12
8850304012825;6;12
9555112902892;6;12
41300598881984;3;6
8855051006028;3;6
41300599101984;3;6
21170164;3;6
9555112916066;3;6
8852080040382;3;6
8852080040306;3;6
8852080040344;3;6
8852080031168;3;6
8852080021169;3;6
8852080021152;3;6
8852080031151;3;6
8852080021145;3;6
KS235;3;6
41301598991984;3;6
41300598971984;3;6
8852244516029;3;6
8850046819034;3;6
SCK41-SBH;3;6
8851844913306;3;6
8851844603993;3;6
41300599041984;3;6
8851844604525;3;6
6931412203687;3;6
6931412203670;3;6
6931412203663;3;6
8852080024009;3;6
8852080024016;3;6
8852080024085;3;6
41400699111984;3;6
6947775400137;3;6
41400699181984;3;6
41301598981984;3;6
GBA537;3;6
41301599011984;3;6
41301599021984;3;6
BBA73013;3;6
BBA75017;3;6
BBA7517;3;6
8851844916291;3;6
6922418300203;3;6
8851844603856;3;6
41400699211984;3;6
8851844602477;3;6
41400699191984;3;6
8851844926573;3;6
8851844009047;3;6
8851844009108;3;6
8851844009139;3;6
8851844009078;3;6
8852080011702;3;6
8852080011719;3;6
8851844976066;3;6
GBA480;3;6
6930662070087;3;6
6940191904036;3;6
6926292562009;3;6
6926292562245;3;6
6941796973373;3;6
8852122309453;3;6
6927651728623;3;6
6930662098104;3;6
6930662098203;3;6
6930662098210;3;6
6930662099798;3;6
8852122310718;3;6
8852122416298;3;6
8852122416823;3;6
8852122417899;3;6
8852122284163;3;6
8852122572703;3;6
6940191908010;3;6
6940191902018;3;6
6941796972697;3;6
8852122059051;3;6
8852122416571;3;6
41300598991984;3;6
41300599031984;3;6
8851844604570;3;6
8852080042126;3;6
8851251851512;3;6
41400699171984;3;3
8851844603245;3;6
6933365139273;3;6
41300598961984;3;6
8851844902362;3;6
8851844929611;3;6
8851844257479;3;6
8851844917489;3;6
41300599071984;3;6
8851844901495;3;6
8851844902096;3;6
8851844602309;3;6
8852080021107;3;6
6935457666827;3;6
41400699471984;3;6
8853705014962;3;6
K411;3;6
8852080031106;3;6
8852080021121;3;6
8852080031120;3;6
8852080021114;3;6
8852080011580;3;6
8852080011351;3;6
8852080031113;3;6
8852080011573;3;6
8852080011542;3;6
8852080021596;3;6
8852080011597;3;6
40100199961984;3;6
8851844906469;3;6
8851844151708;3;6
8851844354604;3;6
41300599051984;3;6
41300598851984;3;6
41300598871984;3;6
8850421032706;3;6
6981155299881;3;6
8851844604075;3;6
8851844602217;3;6
6926292575788;3;6
6926292575795;3;6
6926292575801;3;6
6926292575818;3;6
6926292575825;3;6
6926292575832;3;6
6937920425580;3;6
41400699201984;3;6
8852080011603;3;6
8852080011641;3;6
8852080011658;3;6
8851844602224;3;6
8851844602231;3;6
6926292562238;3;6
6922438884783;3;6
41400699151984;3;6
41400699221984;3;6
6924384090782;3;6
K650;3;6
8851844916468;3;6
8851844930686;3;6
9980001230066;3;6
6936725300269;3;6
41300599081984;3;6
41300599001984;3;12
41300599021984;3;12
8851109002646;3;12
51131651425;3;36
51131866935;3;36
8850304009085;3;24
8850304020332;3;24
8851844603740;2;4
8852080051159;1;2
8852080051128;1;2
8852080051135;1;2
8852080051142;1;2
8851844601883;1;2
8851844601890;1;2
8851844602279;1;2
6922438884790;1;2
9555112912877;1;8
SWIMCAP;3;6
6971383440216;3;6
6971383441046;3;6
4979962206224;3;6
HP-4000;3;6
41800399001984;3;6
41800399011984;3;6
1707;3;6
42100199021984;12;24
4718521004174;6;12
6935403102249;6;12
231209130100;6;12
231209150108;6;12
6953684265736;6;12
6953684265743;6;12
6953684265712;6;12
6953684265729;6;12
6953684265750;6;12
8858726300124;6;12
233420130105;6;12
6933528717133;6;6
6933528720485;6;6
6933528725947;6;6
6933528720492;6;6
6933528732105;6;6
6933528720232;6;6
6933528720218;6;6
6933528735335;6;6
6933528730132;6;6
6933528730149;6;6
6933528730156;6;6
6933528755135;6;6
6933528725091;6;6
6933528725107;6;6
6933528725589;6;6
6933528715610;6;6
6933528731030;6;6
6933528730224;6;6
6933528731139;6;6
6933528731146;6;6
6933528731184;6;6
6933528731191;6;6
6933528725664;6;6
6933528725671;6;6
6933528755104;6;6
6933528725527;6;6
6933528725404;6;6
6933528725411;6;6
6933528725428;6;6
6933528725435;6;6
6933528725008;6;6
6933528725015;6;6
6933528725022;6;6
6933528725039;6;6
6933528736059;6;6
6933528736066;6;6
6933528736080;6;6
6933528730217;6;6
6933528730330;6;6
6933528740599;6;6
6933528740605;6;6
6933528740612;6;6
6933528740629;6;6
6933528740636;6;6
6933528740643;6;6
6933528745228;6;6
6933528745235;6;6
6933528720119;6;6
6933528720126;6;6
6933528720133;6;6
6933528720140;6;6
6933528720157;6;6
6933528720041;6;6
6933528720164;6;6
6933528720171;6;6
6933528720409;6;6
6933528720188;6;6
6933528720195;6;6
6933528720201;6;6
6933528720416;6;6
6933528720027;6;6
6933528720034;6;6
6933528720393;6;6
6933528725046;6;6
6933528725060;6;6
6933528725459;6;6
6953684269994;6;12
236323800106;6;12
6987330010012;6;12
6953684269956;6;12
231011040000;6;12
236193000002;6;12
6936380699357;6;12
4MCD;6;12
6933528733089;6;12
6933528738206;6;12
6933528717164;6;12
6933528715597;6;12
6933528717614;6;12
6933528717621;6;12
6933528715016;6;12
6933528715023;6;12
6933528715030;6;12
6933528710066;6;12
6933528710370;6;12
6933528710226;6;12
6933528710783;6;12
6933528711001;6;12
6933528711018;6;12
6933528710042;6;12
6933528715634;6;12
6933528715658;6;12
6933528715689;6;12
6933528711230;6;12
6933528711223;6;12
6933528717171;6;12
6933528710172;6;12
6926292541585;3;6
6926292541622;3;6
6926292541950;3;6
6926292541646;3;6
42100199011984;3;6
42100199101984;3;6
42100199091984;3;6
42100199081984;3;6
42100199001984;3;6
6933528755050;3;6
6933528755067;3;6
6953684269925;3;6
42100199071984;3;6
42100199051984;3;6
42100199031984;3;6
42100199041984;3;6
42100199061984;3;6
6933528730019;3;6
6933528735526;3;6
6933528710387;3;6
6933528735533;3;6
6933528720294;3;6
6933528720256;3;6
6933528735540;3;6
6933528743194;3;6
6933528742036;3;6
6933528710004;3;6
6933528710035;3;6
6933528710844;3;6
6933528730064;3;6
6933528778813;3;6
6933528710059;3;6
6933528735007;3;6
6933528730200;3;6
6933528745129;3;6
6933528730002;3;6
6933528765219;3;6
6933528710080;3;6
6933528710073;3;6
8858767530016;3;6
8858767530030;3;6
6936380699364;3;6
6921734920416;3;6
6965212986525;2;3
6965256325649;2;3
8851612564280;2;3
6933528780076;2;3
8992759114348;12;24
8992759170580;12;40
8992759174113;10;30
40232485633;6;6
40232485626;6;6
8992759124231;6;6
8992759214208;6;6
88500463369061;3;6
8886389738015;3;6
8886389738176;3;6
8992931002111;3;6
8992931005082;3;6
6922266444456;10;20
6922266449239;6;6
69222664348771;6;6
6922266445972;6;6
6922266443787;6;6
6922266448850;6;6
6922266446511;6;6
6901236379127;6;6
6922266444333;6;12
6922266454318;6;12
6922266449789;6;12
6922266445248;6;12
6901236382974;6;12
8850046010028;3;6
4710689109210;12;24
4710731921708;12;24
4710731090107;12;24
4710731921692;12;24
4710731050101;6;12
4710689105014;6;12
4710731990148;6;12
8851938900632;6;6
8851938900571;6;6
41100399001984;6;6
41100399991984;6;6
6971889109013;6;6
4710731051993;6;12
8858773903408;20;40
3250390385592;6;12
8859482990055;6;12
8859482940050;6;12
41200399041984;6;12
41200398911984;6;12
41200399071984;6;12
41200399061984;6;12
41200399051984;6;12
41200399011984;6;12
41200398991984;6;12
41301099081984;6;12
41200399031984;6;12
41200398901984;6;12
8851079000772;6;12
8858773977805;6;6
8858773977782;6;6
8858773977812;6;6
6942619600155;6;12
6947130260109;6;12
8858773970226;6;12
8858773970202;6;12
8858773971803;6;12
8858773990828;6;12
8858773990835;6;12
8858773979038;6;12
8858773979052;6;12
8858773903392;6;12
8858773903385;6;12
8858773990286;6;12
8858773990279;6;12
41200399081984;6;12
41200399021984;6;12
88000159;6;12
3250390140535;6;12
8858773977768;6;12
41301199991984;6;6
41301198861984;6;6
6926916001051;6;6
9555112901130;6;24
JYBY0041;3;6
41301199071984;3;6
41301199011984;3;6
41301199021984;3;6
8851349019084;3;6
9555112901499;2;3
9555112901505;2;3
41301199031984;2;2
41301199091984;2;2
41301199101984;2;3
41301199081984;2;3
41301199041984;2;3
8853198326993;2;4
9555112901147;2;3
41301199051984;2;2
6941887681101;1;2
6941887681118;1;2
6941887681125;1;2
41301198921984;1;2
41301198901984;1;2
41301198931984;1;2
41301198911984;1;2
6925486984443;1;2
8851844603689;1;2
6943538469601;1;2
8851844604617;1;2
8851844923138;1;2
6970845790197;1;2
6925904508817;1;2
8851251056511;1;2
8851844002789;1;2
41301199001984;1;2
30LEA;1;2
JF-SK-12L;1;2
JF-SK-5L;1;2
JF-SK-8L;1;2
8850421902009;1;2
8850421908506;1;2
8850421908209;1;2
8850421908407;1;2
6930662032023;1;2
8852080021435;1;2
8852080021459;1;2
8852080021428;1;2
8851844603054;1;2
8851844908012;1;2
6930662032306;1;2
8851844602996;1;2
6941334103415;1;2
6941334103460;1;2
6941334103439;1;2
12LK;1;2
6292458858249;1;2
6931230980517;1;2
6931230980937;1;2
8851844917373;1;2
8851844004844;1;2
8851021360015;1;2
6931230988209;1;2
6970845790234;1;2
6970845790241;1;2
6970845790203;1;2
6970845790210;1;2
6970796228756;1;2
505;6;12
20;6;12
41700699031984;6;12
41700699121984;6;12
41700699001984;6;12
41700699071984;3;6
41700699041984;3;6
41700699131984;3;6
1682-B;3;6
41700699021984;1;2
41700699011984;1;2
41700699111984;1;2
41700699051984;1;2
41700699061984;1;2
41700699101984;1;2
41700699091984;1;2
1388;1;2
12900;1;2
6;1;2
41700699081984;1;2
40400299021984;3;6
41500199051984;12;24
8851552209807;12;24
4902505355783;12;24
4902505355776;12;24
8851907222833;12;24
8851907253981;12;24
8851907253998;12;24
8512126884546;12;24
4902505366284;12;24
6954941755090;12;24
8851907248260;12;24
8851907248277;12;24
6935023100090;10;20
6941512380157;6;12
8851907101589;6;12
8851907101596;6;12
6941512380171;6;12
8851907084400;6;12
8851907155230;6;12
6754566570128;6;12
8851552205014;6;12
6908208288005;6;12
6931190754289;6;12
8851907084035;6;12
8888645303760;6;12
8851907125042;6;12
8904228101704;6;12
8906084440119;6;12
8904075213100;6;12
8851907248253;6;12
8841707202715;6;12
8841707202722;6;12
6926853482029;6;12
6956953554791;6;12
6956953544457;6;12
6926853400054;6;12
6930019101198;6;12
3154148320630;6;12
3154148320647;6;12
3154148325000;6;12
3154146832128;6;12
3154148320234;6;12
3154148457220;6;12
3154148457206;6;12
3154148457213;6;12
3154148320173;6;12
3154148320487;6;12
8851907031541;6;12
8851907125059;6;12
8851907209209;6;12
8851907209216;6;12
8851907192129;6;12
8851907157623;6;12
6950126105841;6;12
6970154532303;6;12
8851907150594;6;12
6934658726538;6;12
41500199021984;6;12
41500199081984;6;12
8851907256050;6;12
8851907206895;6;12
8851907210205;6;12
8851907200268;6;12
8851907221935;6;12
8851552509037;6;12
41500199041984;6;12
6970781066226;6;12
6956953514429;6;12
6934153109339;6;12
6971010808990;6;12
6912309139418;6;12
6912309129419;6;12
6912309369419;6;12
6912309488738;6;12
9789995572013;6;12
8842612220146;6;12
4713878167169;6;12
4713878167237;6;12
4713878167084;6;12
8900810020354;6;12
8841707201732;6;12
8842707202712;6;12
8840903241313;6;12
8840908161319;6;12
8900810020330;6;12
8900810020347;6;12
4901991059076;6;12
8841551130868;6;12
8841051037679;6;12
8809125577723;6;12
8840809210390;6;12
8840809210383;6;12
8840903119131;6;12
8843707203716;6;12
8900810020361;6;12
8903015024370;6;12
814550016875;6;12
8906084440041;6;12
8903015024318;6;12
7065025851115;6;12
7065025851498;6;12
7065025851146;6;12
7065025851474;6;12
6756254182392;6;12
6521657982395;6;12
6921690210255;6;12
3154147429471;6;12
6956446912060;6;12
41501299001984;6;12
6922931390118;6;12
3154145596106;6;12
8851907108533;6;12
8851907197179;6;12
4902778105191;6;12
4902778105238;6;12
4901991059830;6;12
6947503712365;6;12
4902778913956;6;12
4902778913963;6;12
6956446902085;6;12
8935001871699;6;12
6955114670073;6;12
2015-5;6;12
6970781066219;6;12
6930358806198;6;12
6922139434126;6;12
6930358806204;6;12
6930054882229;6;12
6958043286209;6;12
8888645361388;6;12
3411038517229;6;12
6969044015613;6;12
6969044015576;6;12
8841112201525;6;12
8841112201518;6;12
6954941754932;6;12
6954941754949;6;12
6954941754925;6;12
4901991650341;6;12
8851907222840;6;12
8903015024295;6;12
8904075233108;6;12
8904228101728;6;12
8906084440089;6;12
41500199011984;6;12
8851907206864;6;12
8851907253974;6;12
8851907150587;6;12
8851907273170;6;12
8851907201005;6;12
8851907273217;6;12
8851907200992;6;12
8851907254032;6;12
4713878167121;6;12
6912309248738;6;24
8851907222857;6;50
41500199071984;6;50
41500199061984;6;50
41500199001984;6;50
4028B;3;6
41501298991984;3;6
8855305002882;3;6
4895142808326;3;6
4895142808333;3;6
6960229001032;3;6
6978125695668;3;6
6957356788899;3;6
77764851506;3;6
8851907200572;3;6
8851907200589;3;6
8851907200596;3;6
8851907200602;3;6
6970781016252;3;6
88401081415;3;6
6960229001025;3;6
8844707204703;3;6
8655531351682;3;6
6971186140306;3;6
6951956942002;3;6
6951956941005;3;6
6930358810270;3;6
6930358810362;3;6
41500199031984;3;6
8840907211657;3;8
8847105056288;6;36
8847105055038;6;36
8847105056165;5;10
8847105056172;5;10
8847105056325;5;10
8850250011217;20;80
8850542400088;12;24
8809144500009;12;24
20500299021984;12;24
20500299011984;12;24
20500299061984;12;24
8852516074028;12;24
20500298991984;12;24
20500298821984;12;24
8859348695575;12;24
20500298951984;12;24
8850069010241;12;24
8850250001508;12;40
6915993304643;12;60
20500299001984;12;100
20500299081984;12;50
8847106399940;12;20
8858740601009;12;24
8858740600774;12;24
8858740600958;12;24
8850256100410;12;24
8850542400071;12;24
6935953361493;12;25
20500298811984;10;20
6928092902276;10;20
6915993300812;10;50
6915993100016;10;50
8850724111016;10;50
6955985288810;10;50
6955985288841;10;50
6955362600051;10;50
6955362600082;10;50
6935953361486;10;20
6970706440100;10;20
6935953362285;10;40
6956064018922;10;40
8850885296928;6;12
6922130101461;6;12
8850256000680;6;12
8850250011293;6;12
524441;6;12
8847104230023;6;12
9321778671997;6;12
8850282111015;6;12
8855262000013;6;12
526481;6;12
523561;6;12
527161;6;12
522511;6;12
8850144208693;6;12
8846000189794;6;12
6922817901575;6;12
6922817901582;6;12
6922817901599;6;12
522611;6;12
6923807805118;6;12
522561;6;12
8849527701593;6;12
8850542400033;6;12
52100029924;6;12
526761;6;12
8853095000743;6;12
8847104510057;6;12
8847104510040;6;12
8846000189862;6;12
523461;6;12
8850069011019;6;12
8801007120225;6;12
52100060408;6;12
523261;6;12
523761;6;12
6971329820317;6;15
6971329820300;6;15
6971329820263;6;15
8850144214601;6;15
8801007100838;6;16
8801007101309;6;16
6934268660772;6;12
8850250007975;6;12
8850250009092;6;12
8850250007364;6;12
8850250001492;6;12
8850250002215;6;12
