Item Code;ORDER POINT;ORDER POINT
3258561370217;3;6
8004300033197;3;12
8004300362235;3;12
9300752250076;3;6
3770009956307;3;6
3770009956321;3;6
3770009956345;3;6
3770009956338;3;6
85000017746;3;12
3035131113852;3;12
8846600196765;3;6
18341751017;3;12
18341751109;3;12
85000018491;3;12
9311769773007;3;6
3760206800497;3;6
3258561345031;3;6
8011510014533;3;6
684586001271;3;6
8011510014120;3;6
7790762077251;3;6
85000001882;3;12
85000025123;3;12
3760152360076;3;6
3258561350134;3;6
9311043719790;3;6
3555100013124;3;6
3760089150146;3;6
3760089151112;3;6
3760089150153;3;6
2000018655238;3;6
3770001641188;3;6
3555100011120;3;6
3760047440081;3;6
3533111221004;3;6
3148591106675;3;6
3192371115432;3;6
3492820000051;3;6
3500610034381;3;6
3760070040005;3;6
20080967;3;6
3563680162286;3;6
3760098190041;3;6
3192371120641;3;6
3296324116108;3;6
8011510003537;3;6
8011510001977;3;6
3590410000600;3;6
9120004889478;3;6
9120004889393;3;6
9120004889430;3;6
9120004889454;3;6
9120004889416;3;6
9120004889379;3;6
3760105360382;3;6
85000005002;3;12
85000009840;3;12
7798039590625;3;6
3468000140770;3;6
9311220005463;3;6
3760081425754;3;6
3760206804785;3;6
8846600196369;3;6
3569190041608;3;6
3590410000501;3;6
3590410000389;3;6
3590410000105;3;6
3186127705756;3;6
9311220005401;3;6
9311220005302;3;6
3571710003485;3;6
84279975054;3;12
9311218110995;3;12
9311218116386;3;12
7804360111009;3;6
7804360000211;3;6
7804360121008;3;6
3051854020208;3;6
3051854190208;3;6
3051854310200;3;6
3535923060000;3;6
3535921720005;3;6
3535921800004;3;6
8008900006797;3;6
9311220005326;3;6
8410869451240;3;6
8002062012825;3;6
9311769002985;3;6
9311769187002;3;6
9311769176006;3;6
8437001019861;3;6
715126000017;3;6
715126200035;3;6
3262151001757;3;12
6001108002846;3;6
6001108002921;3;6
7804634121260;3;6
7804634121338;3;6
7804634121321;3;6
7804634122083;3;6
9310297010905;3;12
8846700044447;3;6
8846700049725;3;6
9369999601744;3;6
9348787005018;3;6
3296324114104;3;6
83085220266;3;6
86003061927;3;6
3760232104811;3;6
3192040498712;3;6
3760154150149;3;6
7790762008453;3;6
8414132520008;3;6
9300770043551;3;12
8008900007473;3;6
7809539100051;3;6
7809539100075;3;6
85000022863;3;6
7804324000196;3;6
7804324000189;3;6
3309471081011;3;6
9311769774004;3;6
9311769375003;3;6
9311769374006;3;6
8437001019830;3;6
8437001019847;3;6
3309470001324;3;6
89819003471;3;6
89819772506;3;6
3211203433220;3;6
3258561340012;3;6
3159560012934;3;6
3159567000903;3;6
3159560500028;3;6
3159560603286;3;6
8034115190389;3;6
85000021477;3;6
7804320985633;3;6
3492820000884;3;6
20121026;3;6
3419466242959;3;6
3339001100790;3;6
3339001200353;3;6
3148591306907;3;6
3339001200414;3;6
3760154153010;3;6
3284398006258;3;6
3147597072519;3;6
20121039;3;6
20141054;3;6
3258691544724;3;6
3148591401343;3;6
8008900007763;3;6
7804320402703;3;6
7804320119434;3;6
7804320753454;3;6
7804320753157;3;6
7804320233970;3;6
7804320405605;3;6
7804320233987;3;6
7804320070582;3;6
7804320060743;3;6
7804320056227;3;6
7804320381275;3;6
3258561341095;3;6
3760105360283;3;6
3351650001167;3;6
3263286328993;3;6
3339001100462;3;6
7790762050124;3;6
7792319677969;3;6
7792319677976;3;6
7792319677839;3;6
7804320244518;3;6
3339001100516;3;6
7804320560007;3;6
7790762050902;3;6
3339001100929;3;6
9312088411892;3;6
9312088451607;3;6
3514120102300;3;6
8008900006827;3;6
3284399005304;3;6
3284399003966;3;6
3760223332629;3;6
20121027;3;6
3258691486765;3;6
7804320749129;3;6
3270040123473;3;6
3258691181011;3;6
3351650000894;3;6
3378632020220;3;6
84279978222;3;6
3391180003255;3;6
3600530833832;3;6
9311769003012;3;6
7792319065292;3;6
7792319065285;3;6
6002323022732;3;3
3258561330105;3;3
856262003293;3;3
8001929254217;3;6
8437001019724;3;6
8437001019878;3;6
8008900002171;3;6
8008900002225;3;6
8004300362211;3;6
5010106110065;3;6
3770009956314;3;6
3760067000289;3;6
3760127872795;3;6
8011510014090;3;6
8011510014151;3;6
7804320559001;3;6
3258561330037;3;6
3339000800554;3;6
3760207182868;3;6
3339001100448;3;6
3436455112017;3;6
3339001300053;3;6
L10818;3;6
3339001200704;3;6
20130111;3;6
3423290177486;3;6
3339001500309;3;6
3339001100486;3;6
8008900008357;3;6
9311220005708;3;6
12354002302;3;6
9311220005388;3;6
3760081425730;3;6
3760081425747;3;6
9311218109562;3;6
7804360101000;3;6
9311220005265;3;6
7790762053521;3;6
6002323005032;3;6
6002323012115;3;6
9310297011483;3;6
9310297011643;3;6
9310297009787;3;6
9310297012176;3;6
735850489032;3;6
7790762001348;3;6
7790762051435;3;6
9311220005531;3;6
9311220005340;3;6
3339001100196;3;6
7804320333175;3;6
6001108002884;3;6
7804634121390;2;4
8936023250332;2;4
78043202500334;2;4
3500610031366;2;3
7804634121413;2;3
7804634121369;2;3
8011510003377;2;3
8011510003384;2;3
8437001019205;2;4
8936023250387;2;4
8011510022323;2;4
8936023250882;2;4
8011510022033;2;4
8011510014892;2;4
3500610036019;2;2
3500610051234;2;2
3339000900254;2;4
89819006526;6;12
3262153108751;6;12
3760152360229;6;12
7804320237008;6;12
5601012011500;6;6
3016570006844;6;6
3270040159137;3;6
3277190003587;3;6
9311218117970;3;12
7804360011996;3;6
7804360211969;3;6
9311220005449;3;6
7809539100044;3;6
3258561345697;3;6
3258561340685;3;6
3258561345239;3;6
3258561360218;3;6
3147690070207;6;12
3147690090601;6;12
3012990026509;6;12
877120;3;6
3014400186841;3;6
3014400009942;3;6
3107460004542;3;6
3107460005280;3;6
87000007130;3;6
3107460000179;3;6
4904670288422;6;12
4904670247382;6;12
4971650004471;5;10
4902650001870;3;6
8847102360111;6;12
6956367338680;24;60
4891599338393;24;60
8851994612012;24;24
9556103540253;24;24
9556103540352;24;24
9556103540451;24;24
9556103540154;24;24
9556103198850;24;24
9556103198959;24;24
8846000010036;24;24
8846000010876;24;24
5449000009500;24;24
8847100563866;24;24
8850260723322;24;24
8847100740700;24;24
8847100567468;24;24
3228886030011;24;24
8846000010050;24;24
8846000010043;24;24
8846000011422;24;24
8847100566850;24;24
8847100565945;24;24
8854698015554;24;24
8846000010012;24;24
9556404008032;24;24
8846000011453;24;24
8847100567864;24;24
8847100566867;24;24
8847100566966;24;24
8847100566560;24;24
8847100568793;24;24
8847100562364;24;24
8846000011439;24;24
8846000010340;24;24
8846000010357;24;24
7;24;24
3;24;24
5;24;24
8851123240055;15;30
8809041420912;12;60
8857101430869;12;24
8859128600720;12;24
493650;12;24
785300;12;24
496340;12;24
613008736361;12;24
613008742225;12;24
613008742256;12;24
8854761394319;12;24
8851959135181;12;24
8851959135167;12;24
8851959135174;12;24
6930791600452;12;24
4582409189556;12;24
8859128600799;12;24
8859128601680;12;24
8859128600218;12;24
8853095005137;12;24
8859128600614;12;24
9555376800019;12;24
8859128691087;12;24
8859128691094;12;24
8859128691117;12;24
8859128691056;12;24
8847100741004;12;24
8801094133207;12;24
8854698014199;12;24
8854698009751;12;24
8854698012645;12;24
8854698013642;12;24
8854698012775;12;24
8854698013970;12;24
8854698009669;12;24
8854698012713;12;24
8854698011860;12;24
8854698009737;12;24
818094007436;12;24
818094004107;12;24
818094004176;12;24
818094004770;12;24
818094003087;12;24
818094007139;12;24
818094002240;12;24
818094007115;12;24
6920459944325;12;24
8858638001003;12;24
8847100565495;12;24
8846000010258;12;24
8847100568588;12;24
9556404049035;12;24
8847100569837;12;24
8847100562388;12;24
8846000010999;12;24
8846000010982;12;24
8847100566768;12;24
880527270007;12;24
880527280006;12;24
8847100567574;12;24
8847100568175;12;24
8847100563736;12;24
8859488121026;12;24
8859488121019;12;24
8850125083813;12;30
8851123220033;10;10
8851123212038;10;10
8846000011392;6;12
648436300105;6;12
8809125063035;6;12
8801097150034;6;12
6921294355383;6;12
648436300068;6;12
648436300143;6;12
8801056022082;6;12
8854698015431;6;12
8857109050021;6;12
6921294396508;6;12
6920459996508;6;12
6920459991985;6;12
6920459992067;6;12
8850267112884;6;12
8854761350117;6;12
6920459989371;6;12
8851959905876;6;12
8851959135013;6;12
4901061207222;6;12
8858638003670;6;12
8858638003717;6;12
8858638003687;6;12
8858638003700;6;12
8888002087005;6;12
8858947450127;6;12
8858947450103;6;12
8858947450110;6;12
8858998585267;6;12
8858998585182;6;12
8846000011149;6;12
8846000011132;6;12
781140;6;12
490500;6;12
8851959122013;6;12
783150;6;12
6926892516082;6;12
8858998585076;6;12
611269546019;6;12
76183163566;6;12
8801382127789;6;12
8858947450066;6;12
8858947450042;6;12
8858947450059;6;12
845163007455;6;12
8858998587056;6;12
845163008407;6;12
8847100741103;6;12
845163004829;6;12
884394003935;6;12
884394003959;6;12
845163008384;6;12
845163008391;6;12
845163008452;6;12
8846000011231;6;12
8846000011248;6;12
845163008872;6;12
5414145067340;6;12
5414145067326;6;12
5414145067333;6;12
5410746065884;6;12
5410746066553;6;12
5410746065563;6;12
5410746065631;6;12
5410746065624;6;12
5410746066683;6;12
5410746064016;6;12
70450113285;6;12
884394001672;6;15
6938888889803;6;15
6938888889827;6;15
6925303754952;6;15
6925303755461;6;15
6921294393798;6;15
6932394905163;6;15
6921317905168;6;15
6921294305166;6;15
6921311105168;6;15
6920459905012;6;15
6921294357639;6;15
6921294305012;6;15
6921294351941;6;15
6921294398434;6;15
6920459993798;6;15
6920459944349;6;15
6925303730574;6;15
6921294358674;6;15
6921294398342;6;15
6921294389463;6;15
6911988014276;6;15
6902538007602;6;15
8801069185866;6;12
8851959156018;6;12
4582409189532;6;12
4;6;12
8801105915310;6;12
8855044010490;6;12
8855044010506;6;12
8855044010513;6;12
8855044010520;6;12
8855044010537;6;12
8855044010544;6;12
8855044010551;6;12
8854698005234;6;12
85524092018003;6;12
8851959135365;6;12
8847100741509;6;12
6943871200770;6;12
8857121697570;6;12
6920459996362;6;12
54492578;6;12
8801094933906;6;12
8801094913908;6;12
8801094293901;6;12
8801094783907;6;12
8858998585014;6;12
8801094983000;6;12
8801056101282;6;12
8697445138218;6;24
6938888880114;6;12
8801094793104;6;12
3228881010711;6;12
8850127009996;6;12
6925303754884;6;12
6943871202408;6;12
8801056072414;6;12
6920459958674;6;12
6921311158676;6;12
6942717701839;6;12
884394002372;6;20
648436300051;6;20
648436300150;6;20
8809125066258;6;20
8809125063011;6;20
884394007339;6;20
884394007285;6;20
884394007377;6;20
884394007353;6;20
884394007391;6;20
8801097250048;6;20
8809125064872;6;20
3092718603014;6;24
8806031002387;6;24
8806031000666;6;24
8851180000128;6;24
8851180000111;6;24
8851180000173;6;24
8854761294312;6;24
8996001600221;6;24
8850124033055;6;24
8858998585038;6;24
8801097150010;6;24
8855790000028;6;24
8850228000403;6;24
5999887753114;6;24
5999884034469;6;24
5999885746804;6;24
8846001078882;6;24
8850382412012;6;24
8859032706983;6;24
8859032705702;6;24
8859032705689;6;24
8859032705719;6;24
8859032705672;6;24
8859032706976;6;24
8855044012098;6;24
8855044007438;6;24
8855044005571;6;24
8855044005588;6;24
8859128600577;6;12
8853095006202;6;24
8853095005144;6;24
8881304371001;6;24
8881304370981;6;24
8881304370967;6;24
8881304371087;6;24
8881304371025;6;24
8881304370974;6;24
8881304370950;6;24
8888001789733;6;24
9556156034808;6;24
88880017897401;6;24
8888001782062;6;24
77521321013;6;24
8888001789719;6;24
8888001781263;6;24
8888001427253;6;24
8851994112017;6;24
8847100740304;6;24
8801069402475;6;24
8801069402468;6;24
8801069402451;6;24
8857099006350;6;24
9556404118434;6;24
9556404120437;6;24
9556404119578;6;24
9556404118038;6;24
9556404119806;6;24
8847100561046;6;24
8847100561411;6;24
8847100561404;6;24
8859015700588;6;24
8859015700168;6;24
8859015701707;6;24
8859015700946;6;24
8859015700595;6;24
8859015700151;6;24
8859015700434;6;24
8854698014588;6;24
8854698014359;6;24
8854698014182;6;24
8854698015707;6;24
8854698014281;6;24
8854698014458;6;24
9556156048317;6;24
9556156047648;6;24
8858846408533;6;24
8858846408502;6;24
8801105914344;6;24
8801105913811;6;24
8801056075699;6;24
8801056064464;6;24
8801056095802;6;24
8847100564184;6;24
8847100561244;6;24
8854698013628;6;24
8847100568618;6;24
8847100568595;6;24
8858891302398;6;24
8858891300073;6;24
8858891300110;6;24
8858891300677;6;24
613008724221;6;24
818094003001;6;24
818094000703;6;24
9556570001417;6;24
9556570005583;6;24
9556570311202;6;24
9556570311134;6;24
9557041336748;6;24
9557041336755;6;24
9557041336687;6;24
8888002087470;6;24
4902179008824;6;24
8854698005050;6;24
8854698006347;6;24
8854698005289;6;24
884394003911;6;24
4902179014290;6;24
4902179007292;6;24
4902179014412;6;24
6920459989463;6;24
8856582000080;6;24
8856582000110;6;24
613008718763;6;24
613008719296;6;24
613008715267;6;24
613008722883;6;24
613008735159;6;24
613008719524;6;24
613008735432;6;24
613008720209;6;24
8854698010405;6;24
8850025561268;6;30
8801382130666;6;30
884394001511;6;30
8850260020131;6;30
8854698002059;6;36
8857099003274;6;48
8801382127758;6;12
8850157551083;6;24
8851123240079;6;24
8850228000151;6;24
8855044007421;6;24
8850228002841;6;24
8847100561015;6;24
8847100561039;6;24
8847100561022;6;24
8847100566874;6;24
8847100561169;6;24
8847100566676;6;24
8854698005043;6;24
8856582001254;6;24
8847100563637;6;24
8846000010524;6;6
8847100561084;6;6
8847100564979;6;6
8846000010517;6;6
8846000010500;6;6
8846000010487;6;6
8846000010494;6;6
8847100560902;6;6
8850157101295;6;6
8850157100373;6;6
8850157100359;6;6
70030127152;6;12
70030127145;6;12
