BARCODE;ONHAND;COUNT
8809144500009;11;11
6955985288810;19;21
8809489180010;10;9
20700399981984;33;15
20700399991984;11;11
20700399951984;24;23
6971495872455;39;40
8801052202075;5;5
8801052202020;3;3
6935953362285;23;22
6935953361493;10;11
6935953361486;47;46
6915993301208;0;0
6926053807035;1;1
6933453800078;0;0
6956536588748;13;13
6956536588717;15;15
6926053807523;0;0
6926053807059;-1;0
6970115980709;5;5
6926053802450;23;23
6915993116666;0;0
6926053807622;7;7
6926053807646;5;5
8858997904199;28;28
8858997904205;24;24
8858997904175;29;29
8858997904182;29;29
CHSOUP2;30;30
CSOUP3;14;13
8809016762207;29;29
6959020401158;-16;26
8809016760432;16;16
6923647299092;145;0
8936007820643;2;2
8936007820650;9;18
8934678040032;26;10
6946431800229;0;0
8936007820667;19;19
8803084110038;0;0
8803085763011;15;15
8850539240352;9;9
8858981500901;22;22
8857200444613;11;11
8857125035149;31;31
78895939552;10;10
21744051;1;1
78895147728;8;9
78895941593;12;12
78895941623;10;10
78895740035;8;11
78895760026;5;5
78895770025;9;8
78895148855;11;11
44738102346;7;7
78895731033;8;5
78895700022;4;4
6921804701327;0;0
6915993200174;5;5
6920121844823;1;0
6915993303714;12;11
8851934803012;5;5
8851934803029;4;4
8851934803036;6;6
20300499821984;4;3
78895741018;11;11
8847105056301;3;2
8847105056370;0;0
6901306669202;12;12
6915993335555;6;6
8850539110136;7;7
8853095009180;8;6
8853095009173;10;13
8853095000057;0;0
8853237000143;30;30
20500398961984;1;0
8888380710076;29;29
8847104787770;0;0
8847104786667;10;9
6921920400425;-6;18
20500698991984;3;3
6921804700757;5;0
8847107941216;2;2
8847107941414;3;3
20500698981984;1;1
8847107940004;1;1
6933607100177;24;24
873453002569;13;14
873453002552;19;17
873453002576;17;17
8858997900757;44;44
8858997900788;40;40
8858997900573;43;43
8858997900580;20;45
8858997900764;23;47
8858997900740;14;37
8858997900566;18;43
8858997904267;28;28
8858997904168;30;30
8858997904212;28;28
8858997900771;24;45
8855237000048;14;14
8855237000284;19;19
8855237000208;20;20
8855237000024;18;18
8855237000185;20;20
8855237000260;20;20
8850511321215;7;7
8850289000572;210;205
8850289000589;42;42
8712100751370;23;23
6902265470267;3;3
8850511321703;43;43
8850511321123;1;0
8722700113348;10;10
8850511321826;23;23
8850511321802;3;0
4710373001004;11;11
4710373001011;17;17
#N/A;12;12
9556403985785;22;21
6926406586211;15;15
8851954103116;24;24
8850343000012;14;14
8850511321147;22;21
8934637012513;31;31
9300657300012;33;33
89686400267;11;26
8850289000282;20;20
8850511321284;0;0
8850511321154;18;18
8851954103512;6;6
8850289000671;0;1
6926406586174;7;7
8855784000126;0;0
#N/A;0;0
8850289000329;29;29
8859041300080;0;0
8850030003104;56;56
8850030003319;57;57
8850030003302;58;58
8850030003111;59;59
8850030030346;49;49
8850030003296;48;48
8853095000743;20;20
8850030031312;44;44
8850030031336;52;53
8850030031350;58;58
8850030031329;56;56
8850030113124;22;22
8850030163167;22;22
8850030113131;20;20
8850030113117;22;22
8853095001320;22;22
8934637011523;0;0
8847104785554;24;72
8801073411395;18;18
8801073411388;15;15
8850511521035;5;5
8850511521059;0;0
8850511521042;10;10
8859041300165;15;15
8847101600386;18;18
8847100590869;23;6
8847101600133;10;10
8858935324362;7;7
8847104540085;19;19
8847100590896;-2;9
8847104540078;9;9
8850025335814;3;4
8847106540014;27;15
8858935337003;8;8
8858889303475;0;0
721557215715;0;0
8859041300592;12;12
8858935327035;7;7
8850866114210;0;0
8850866113312;2;2
8859041300158;8;8
8859287400025;7;7
8859287400032;12;12
8859287400018;14;14
8801007176352;15;15
8801007176376;8;8
8801007176369;13;12
4901515349621;5;5
8858935413103;6;6
4901515368523;58;60
4901515368547;9;9
4901515368530;11;23
11210007253;4;4
11210006508;2;2
11210607033;3;2
8851934800295;12;12
4901515339813;1;1
40804927;8;8
14268800937;17;17
14268800975;10;10
8858935393108;0;0
6926406586112;3;3
8858935312529;3;3
8847104784441;36;37
8850539000048;7;6
8850058009652;10;9
8850539000017;0;0
8853095000309;192;196
44738072366;35;36
8850058008921;0;0
8851934800479;14;13
8850344002008;0;0
8850866117259;6;6
8853095004178;9;6
8850511321079;0;0
8850866117334;18;18
#N/A;0;0
8850344002015;0;0
4901515349560;12;12
4901515129902;6;6
4901515359330;11;11
4901515129896;18;18
4901515006760;9;9
4901515006746;6;6
8846000351122;14;22
8847101600287;5;4
8847101600713;14;14
4901515118197;0;0
4902688320042;0;0
74880020021;64;64
6970669680643;46;46
4903001011128;8;8
4903001017106;11;11
8851639000327;3;3
8851954101211;7;7
8936017366391;12;19
8936017366407;8;8
8857118730518;9;9
78895131468;12;0
5000111041263;2;2
6922848603301;3;7
8888232016080;6;12
8888232016073;16;10
8888256640421;6;6
8888232016110;14;13
8888232016127;6;7
9556403987413;9;9
8857118730501;9;8
6924696517823;0;0
6921480218270;9;10
6921480218300;12;12
6924696517793;3;3
9556403985921;54;54
8851912030003;10;10
8851912010012;13;16
8851912010098;5;5
9556403987994;69;69
6902265120193;7;7
4901515118425;13;13
8851954194046;0;0
9556403985914;67;67
4901515118586;12;12
9556403987390;0;0
4901515118883;12;12
4901515118579;5;5
6902265114321;5;5
6902265501213;9;9
78895131475;7;7
49645309;6;6
4901515006883;8;8
8850250003960;0;0
88821535;12;12
88821528;22;22
8850250004028;0;0
8850124065407;1;0
8847101602076;1;1
73899014823;10;10
4903001014761;11;11
8850124065414;45;21
8850250003977;0;0
8850250003984;0;0
721557216095;41;17
3033710084913;0;0
9556403987024;6;6
6917878029252;0;0
8887155050010;18;18
14268800920;16;16
6902265160502;6;6
78895423037;9;10
9556403987987;50;50
8853026000040;0;0
9555218703119;6;6
9555218703126;5;5
8850206066032;0;0
6902265111719;12;12
6902007010058;12;12
721557216101;3;3
8851954100702;15;15
8847101600218;-1;0
8851954100689;11;10
8851954100726;20;0
8850206070466;10;10
8850124065421;13;12
8850250003991;11;10
8801791000017;21;20
8850250004035;0;0
8851954101235;3;12
4901515118128;7;7
8850206066681;0;0
6902265210030;3;3
6902265114802;0;0
8846500015098;56;56
8847101600355;62;62
8850225503167;10;10
8846000030027;41;52
8847101600225;41;41
8850620888609;3;0
4902856180010;6;6
8850114402007;-8;0
8850225504478;17;17
8859299810126;1;0
#N/A;0;0
8850344000455;3;3
8846500011083;15;15
8936017360030;0;0
8857118730778;11;11
8850813200201;7;0
8850114402809;76;74
8847101600881;3;3
8847101600201;11;11
8936017360047;18;18
8857118730648;8;8
8857118730020;0;0
8850620888777;1;0
8850545777552;5;0
8857118730686;8;8
6941373880025;6;6
8846500010017;3;7
50561846326;38;38
8850545311114;5;0
8859299810010;125;130
8850545777774;0;0
8846500015180;4;4
8850212502135;8;8
8847101600768;6;6
8847101898998;0;0
8847101602878;10;10
8850620888104;12;12
8850344002664;1;1
8847101600324;11;11
8850213107506;8;8
8850180050027;10;12
8888007100334;4;5
8858935363002;2;2
8847101600652;21;21
9556403985600;4;4
8801007441375;9;9
78895300024;12;12
8851934800059;11;11
721557215173;2;2
14268800982;10;10
78895300017;10;10
8858826613889;0;0
6902265360100;11;11
8801045440200;0;0
9556403988151;52;51
78895100013;17;17
8801007441351;11;11
8857118730242;0;0
8850038400011;22;22
8850866112391;0;0
8857118730327;0;0
721557215210;10;10
6902265360018;7;7
78895310030;17;17
8888007100310;0;0
78895300031;14;14
4901515003448;11;11
8850038400035;264;208
8858826618389;0;0
8851985315014;0;0
8852391020035;2;0
8888232061547;10;10
9556403987857;6;6
9556403985792;5;5
14268800913;11;11
9556403988809;40;57
8888232061745;28;28
8850344002206;3;3
721557215227;1;1
8850206117055;1;0
8850206117512;0;0
9556403985594;17;18
8858871807004;47;47
8888232106408;6;6
8888232106507;12;12
9556403987000;61;61
9556403988878;51;51
8857122726422;8;6
11194588830;7;7
8801007168753;2;2
8854334002436;11;10
8858935387008;0;0
13000008525;9;9
13000008143;1;0
13000008129;0;0
11194588427;3;3
8888111960046;2;2
3147690076100;2;2
8853544000164;8;8
9555218703164;0;0
8847101600737;11;11
8858624001567;0;0
6931291826687;13;13
6914239201579;12;12
6914239207403;14;14
6930096326187;0;0
6924115086039;1;1
6906151600462;4;4
6919887221511;16;16
6934848016692;0;0
8004275059918;5;5
9555218703157;6;6
9555218703140;4;4
6902265610014;5;5
6931291826670;0;0
6902265451419;11;11
8850038500032;0;0
8004275059949;3;3
8857122726118;15;15
78895100020;13;13
78895310023;10;9
8858935367000;4;4
8846500017221;8;8
8850153349066;8;8
8846500018150;8;8
8847101898981;1;1
8853544000157;8;8
80053811;4;4
8004275001184;10;10
8004275074195;5;5
41790001655;-1;5
8004275059901;12;12
8410010271420;0;0
8410010272533;21;21
8018440002098;20;20
8018440000995;4;4
8935134590030;23;23
6191480200364;14;14
8004275001368;0;0
8858849100908;0;0
8004275001191;2;3
8004275054050;19;19
80053828;4;4
8005510006032;0;0
8410010272526;23;23
41790004205;6;6
41790001600;-1;0
6191480200371;12;12
8935134509070;0;1
8004275001115;20;20
8018440000025;10;10
6191480200036;0;0
8935134590009;93;93
8935134592935;6;6
4719864781104;21;80
6191480200531;1;2
852696000525;3;3
852696000488;2;2
8004275054166;1;0
9555259505109;24;17
8859214486108;13;0
8850180010045;74;73
8850581116100;0;0
8887155020532;52;52
9555259502955;0;0
4820225760963;0;0
8887155020549;94;94
8858849102094;7;7
8850282191017;6;6
9555259502979;0;0
8850282111015;0;0
9555259503051;43;43
9555259503082;3;3
9555259503068;0;0
8001876022013;7;7
80053835;7;7
8888192020011;5;5
8005510006049;2;2
8850210030135;8;12
8887155020556;68;71
8850210030012;63;73
8850210030173;0;0
8850180010052;30;30
9555259505116;3;3
8992826126274;0;0
8859214486207;3;0
8858849111195;0;0
9555764901182;0;0
8850282111237;2;2
8850210030043;87;87
8850282191024;5;6
8859150200028;0;9
9555259503099;46;45
9555259505123;16;18
6901754050195;0;13
6901754141008;23;22
6915993300362;49;53
6970090780523;7;8
6931557710637;6;54
6973574405059;0;0
6915993300331;46;44
6915993300256;48;47
6915993300263;62;60
6901754160320;5;5
6901754160313;4;4
6901754160306;6;6
6972075561035;1;1
6915993303332;7;7
6915993300751;26;26
6941216700022;0;0
8410159301101;6;6
40804644;8;8
3077312609099;11;11
6915993304582;11;11
6915993304575;6;6
6915993304599;5;5
8410010403876;7;7
8410010403913;4;4
8935134594014;5;5
8935134594038;0;0
8935134594021;5;5
6940739071718;12;12
8888192951506;5;4
8410159016586;7;7
8888192951407;1;0
8888192951414;6;6
8888192951421;13;13
8410159047375;11;11
8888192501794;3;3
8888192501800;6;6
8410159044084;10;10
8888192820055;11;11
8888192820352;11;11
8850025121615;21;20
8850025123619;37;36
8850025121813;40;40
8888192820758;0;0
8850025124616;17;17
8850134206012;15;15
8859505010036;48;47
8888192820017;20;16
8850025122612;22;21
8888192820680;9;9
8888192820109;3;3
8850134106206;2;1
8888192820567;7;6
8888192820451;10;10
8888192820826;11;11
8888192820482;4;4
8888192840121;6;6
8851011110361;12;14
8851011111368;6;6
8853333000481;1;0
8853333000511;1;3
8858212131836;50;49
8850035021226;17;16
8850134103021;31;31
8850134102079;32;32
6926892515030;10;10
8851011113560;22;22
8851011111467;24;24
8859505011033;7;16
9556041603164;10;10
9556041603171;0;0
8850525003541;8;8
20400199961984;18;18
6935897623466;0;0
8850344002374;21;21
8850134208061;26;26
8850525003534;0;0
8004402119645;14;14
8888140132551;1;1
6935897623459;17;17
6935897623442;8;8
6901106000205;18;18
8888192815419;11;11
8888192815488;10;10
8888192821076;7;7
8888192821342;2;2
8888192821182;5;4
6938507800134;4;4
6925760973385;11;11
9555218707605;0;0
6901106000168;37;37
8888192821311;8;8
9556041602204;1;1
6935897623428;20;20
9556041601887;7;7
9556041601870;18;17
8000320030116;0;0
8001440132544;0;0
9556041602198;18;18
8888140039232;3;3
8888140016110;1;1
4893757101283;19;19
8001440132506;9;9
8001440132520;2;2
8001440132513;9;0
8001440132537;3;3
8001440132445;6;6
8001440132551;16;16
8001440132803;1;1
8000320030109;6;6
8000320030093;8;8
8888140199936;3;3
8888140016301;3;3
8888192821212;9;9
8000320381676;11;11
8004402110161;12;12
8888192951520;0;0
8888192951537;2;0
8888192821083;0;0
9555218709166;3;3
9555218709012;0;0
8852021320016;10;8
8852021310017;13;12
7001758562034;16;46
7001758561662;18;18
8850081210025;44;44
8850081210049;46;46
8850081210100;47;47
8801047121350;24;24
8801047111849;32;32
8801045640457;30;30
8888192501862;6;6
4893757100453;8;8
4893757100118;26;26
8855301214401;174;174
8852021707909;16;17
8852021706711;17;16
8801075011654;12;12
8801075011715;7;7
8801075012330;12;12
4893757100170;23;23
8888192006220;4;5
8888192005704;4;3
8888192006237;1;1
8888192006206;7;7
4893757100132;10;10
4893757100583;39;39
3432770021881;0;0
3258561220093;4;4
8850468209147;6;6
8850468209123;6;6
8888192501633;3;1
4893757101054;15;15
4893757101061;17;15
5762385060028;12;12
5762385061223;18;18
5762385161237;13;13
5762385169431;9;9
8801007831428;0;0
8801007821979;15;14
8888192501893;0;0
8801007026381;13;13
8801007026671;5;4
95500553;2;2
6901012021967;15;15
4893757101603;4;4
9556041601214;7;13
9999234569876;9;9
9999234932151;12;12
9999234567858;22;22
9999234567865;8;8
9999123456775;7;7
9999234032004;25;25
9556041600309;2;3
9556041600293;1;0
8852021708241;7;7
9556041613835;57;57
9556041613811;63;64
9556041613958;11;11
9556041614047;13;13
9556041613941;17;18
9556041614009;13;13
9556041611466;12;12
9556041613866;7;6
9556041600880;18;18
8852021707541;13;13
8852021707510;15;15
9556041611480;28;28
9556041613927;20;20
9556041613804;9;7
8850229102014;38;38
8850229100102;27;27
8850229102038;15;15
8850229101130;10;8
8852021707480;10;8
8852021708340;6;6
8852021701013;8;9
8852021707459;23;23
8852021210010;28;29
8852021707572;9;9
8852021230018;10;7
8852021702218;23;23
8850153533083;90;100
8850153333058;639;638
8850153333003;153;153
8850153332006;485;482
8859151890150;662;711
8852671012682;31;0
95500515;0;0
8858850000761;39;39
8850153533090;666;657
8850328112525;6;6
8936066341240;0;0
8850328112556;4;4
8850328112457;3;2
8850328112464;0;0
8850328112518;6;6
8722700125174;10;10
3250546610271;9;9
8711200548033;4;4
8712423054110;6;6
8850328111436;3;3
8850328111894;6;6
8712423054127;24;24
9555218700781;1;1
8936066341110;13;13
8936066340816;10;10
8936066341295;4;4
8936066340250;14;14
8936066340724;4;4
8936066341226;3;3
8936066340229;21;21
3077312932098;0;0
3077318003327;10;10
3077314932096;6;6
8851639001836;1;1
8852022033731;33;33
8852022033052;3;3
8936066340779;2;2
8936066341233;4;4
8936066341301;6;6
8936066340823;10;10
8936066340267;0;0
8936066340236;6;6
8852022032567;0;0
8850328112471;22;22
8850328112495;13;13
8850328112501;6;6
8710448095798;0;0
8850328112549;1;1
8710448595854;0;0
8710448595809;2;2
8850328112488;7;7
8710448595830;0;0
40804866;4;4
8710448595861;0;0
8710448595779;3;2
8710448595885;1;0
40122113;9;9
40122342;6;6
8714100897935;5;5
40122380;0;0
8714100897805;5;5
8076809513753;6;6
8710448595892;0;0
8710448562030;7;7
8710448562276;0;0
8851639002055;1;1
4012200222102;2;2
4012200221808;6;6
8710448563945;0;0
40737249;0;0
8710448561903;11;11
8851639005179;42;42
8850144003045;0;0
8850328111474;10;10
8850328111450;5;5
8936066340120;0;0
8850328111870;17;17
8850328111740;5;5
39045207914;0;0
8710448562283;0;0
8710448563938;0;0
8852022032604;9;9
4901577042072;0;0
8852022033304;11;11
8936066340984;10;9
8936066340076;2;2
8936066340144;9;9
8936066340083;6;6
8936066340397;10;10
8936066340380;11;11
8936066341127;0;0
8936066340045;5;5
8076809513388;16;16
8076809513692;25;24
8076809513678;23;15
8076809513715;13;21
8076809513739;13;13
8001440124167;1;1
8001440124181;13;12
8001440133664;11;11
8001440124150;9;9
8004275060020;10;10
8004275060037;5;5
8001440133688;0;13
8004275060051;6;6
8004275060105;2;2
9310155170413;8;8
9310155003759;6;7
9310155003711;14;14
9310155003704;13;12
9310155003544;9;8
8005121210101;8;8
8850144142034;29;30
8004275060075;24;23
8000139003639;1;0
8000139000706;-1;0
8076800195019;142;142
8076809547826;12;11
8076800195033;58;44
8076808150072;109;120
8076800376999;1;0
8076800195057;9;45
8076802085738;8;8
8076802085837;12;12
8076808060654;10;10
8076809579414;11;11
9310155203838;9;9
9310155203234;0;0
9310155203333;10;9
9310155202138;3;3
9310155413329;8;8
9310155202336;0;0
8850144228493;21;21
8000139000089;2;2
8076809545143;60;59
8005121000146;30;30
850112008025;4;3
850112008032;4;4
8004275060235;2;2
850112008001;1;1
850112008018;-1;0
8004275060068;12;12
9310155413213;13;13
9310155100434;6;6
8005121000092;0;0
9310155100236;0;0
8000139001970;22;22
9310155101035;1;0
8000139000638;20;20
8850144142096;16;11
8850144228486;19;25
98367010138;10;10
8888555121683;5;5
8888555114982;7;7
8888555111882;6;6
8888555111684;1;1
8000139911095;5;6
8005121000917;13;14
8847100980311;39;38
8847100980755;6;5
8850122703103;27;27
8850122503109;25;25
6902482000094;13;13
8850372000090;1;0
8859006400022;19;19
20300499031984;22;21
8850122101053;80;48
8850122103057;20;21
8850122101046;24;24
8850122102036;0;0
8850122103040;72;72
8850122101039;12;15
8850122103033;27;27
6918962005923;5;6
6918962006227;2;2
8859006400046;3;3
8852959002558;1;0
8850412374945;13;13
20300499011984;4;0
6959507600081;7;7
6959507600074;7;7
6959507600067;4;4
8847100981455;-1;5
8850372000465;0;0
8847100981622;29;28
#N/A;0;0
98367008333;26;26
8850341800072;14;14
98367002003;77;74
837328000067;2;2
837328000050;10;10
837328000012;10;10
6918962003882;15;15
6918962007774;6;6
6918962007019;8;10
6918962004827;2;2
6918962007354;38;34
6932759726891;13;13
6932759726907;8;8
6932759726914;12;12
8801045492308;8;8
6918962006654;11;11
6918962006630;11;11
6918962006647;1;1
6918962005510;3;4
8850412374402;3;2
8850412374532;18;20
8938509627096;0;0
20300499921984;11;11
20300499811984;8;8
20300499901984;0;0
8847100241290;37;51
20300499871984;1;0
6924138003679;1;1
6924138003587;0;0
8847100241283;22;10
8847100241191;17;17
8847100241382;37;37
8847100241399;23;23
8847100241184;35;31
8850412370701;24;24
8850412371036;14;15
8850412371494;23;23
8850412371500;32;32
8850412370800;32;30
6970663727894;0;0
6970663727566;22;22
6970663728723;0;1
6970663727528;8;9
6970663728730;7;7
6900873042715;-7;15
6900873097029;5;5
6937962107000;3;3
6900873714216;7;6
8852528003535;0;0
6972704978821;7;7
6972704978807;4;4
6900873023066;-1;10
6900873056781;4;4
6937962115128;15;14
6937962107024;3;4
6937962115104;35;36
6900873022953;13;13
6900873002177;-2;10
6900873714070;9;9
8850987142772;135;120
8850987123863;0;0
8850987123825;230;210
8850987128400;0;0
8850987101472;140;105
8850987101496;1;0
8850987101489;412;391
6937962130107;14;15
6900873000777;1;0
6900873714636;0;0
645175570714;21;18
6973276130051;16;14
6957427661069;18;18
6918962005961;2;0
6900873000975;-5;5
6957427660598;10;10
6957427660581;6;6
6957427661519;5;5
6957427661526;17;17
8852528003832;20;20
6957427661502;2;2
8888107000541;0;0
645175571643;14;14
8888107000480;3;0
8851876001255;0;0
8936136166070;0;0
645175571636;14;14
8936017360689;0;0
8801043015981;0;0
8888107000497;0;0
8801073211056;16;16
8801073211506;0;0
8801073211216;27;27
8801073210363;24;24
89686060027;1;1
