BARCODE;ONHAND;COUNT
8855492001774;5;30
8855492001767;102;100
8849300780067;32;32
8849300780074;27;27
8859106700367;48;12
8849300780050;0;0
8855492001781;77;81
8901162032569;6;6
8998183209209;1;1
8855492001798;87;87
8859106700374;26;26
4892153203430;14;14
4892153203447;5;5
8934669900239;14;14
8934669900246;21;21
4513574011977;4;4
6956996701947;0;0
6921183708757;5;5
6921183708771;1;1
8003510028085;16;16
8003510028733;6;6
8850006600474;0;0
8850006604793;0;0
8859262102487;20;20
8859262102500;19;15
8859262102494;14;14
8859262102463;14;14
9555680000433;179;181
8849301280467;14;12
9556046627271;14;8
8849301280474;13;12
8858842081716;6;5
8850722360607;2;2
8850360029034;5;5
8851932418942;14;14
8850002023390;3;3
8935149850839;0;0
9556046627103;0;0
6923762812565;39;39
8936057120403;27;27
8936057124654;26;26
8851427013317;60;61
6001159116721;6;6
6001159113867;9;9
6001159113874;16;14
8853801019915;17;17
8858831008908;10;10
6001159113850;0;0
8858831003620;8;8
8809482981461;7;7
8850722290645;39;39
8851427013799;33;33
8851532690669;56;56
8699415020066;6;6
8699415020677;22;22
8699415022107;1;1
8699415020592;0;0
8699415020028;10;10
8699415020615;12;12
8699415020011;11;11
9555569800611;8;8
9555569800642;6;6
9555569800628;11;11
9555569800604;8;8
9555569800635;12;12
8888300281082;8;8
8888300281044;12;12
8888300281051;16;13
8888300281006;13;13
8849301281389;8;8
9556046627257;17;15
9556046627325;7;5
9556046627110;11;11
9556046627363;11;11
8849304251143;16;16
8849304251129;9;9
8849304251112;14;14
8859423201134;0;0
8849304251136;13;13
8859423201127;10;11
9349702000309;10;10
9349702000361;10;7
9349702000378;0;0
9349702000347;4;2
8849301281396;2;2
8849301281372;6;6
9555063050215;4;4
4897065720297;0;0
8850002038004;22;22
8850002037991;16;14
8850002038011;21;24
8003510031023;10;10
6971648334229;7;7
6948421910208;1;1
6948421910239;16;16
41000898931984;7;7
8850304192176;8;8
8806037005740;9;9
8858761807589;6;6
8806037005986;108;108
8886439200172;36;36
8886439200189;27;27
4987167093204;24;24
4987167093167;4;3
8886439200004;24;24
41000599001984;11;0
4987167093181;8;8
4987167093174;16;15
8850304176190;1;0
8886439200028;36;36
8888650000036;0;0
8888650000029;4;4
8888650000012;16;15
41000499001984;10;10
41000499051984;0;5
41000499161984;2;1
8993176130904;19;19
8993176131239;22;22
8993176130911;20;20
8993176130898;12;12
8993176130881;11;11
8852197131454;5;5
8993176812039;8;8
8993176812022;1;0
8993176812015;24;25
8858099000072;13;13
8993176720723;2;2
6945296001611;17;19
6945296003516;-2;0
8854060901010;46;46
8993176120059;8;8
8888951888784;5;5
8888951888791;21;21
88821566;13;12
88822433;13;13
88821542;5;5
88822426;9;9
88821559;15;15
88821573;3;2
88821603;37;34
88821610;0;0
8997021870908;2;1
4987167007263;0;0
4987167070359;2;2
6942535600086;89;87
6940746300184;92;93
8888650400317;62;61
8888650400324;15;15
8888650400300;0;0
8888650400294;4;4
71603529007;6;3
8850304203315;7;6
8997021870571;0;0
69452996003547;13;11
454648446;1;1
6100000420151;2;5
6100000420144;1;1
6100000571860;1;1
6100000077386;1;1
6100000571877;7;6
6100000583368;1;1
6100000420120;0;0
41000898951984;3;3
8992304037788;14;12
8992304017827;1;0
8992304017803;22;22
8992304013126;4;4
8991380700050;35;34
8992304046964;17;17
8992304005206;24;24
8992304033872;35;31
6952871303541;2;1
6936218619403;31;31
3178041302135;40;40
8857200464901;118;98
8850722200095;-20;39
6973993400024;5;5
8809494800286;3;3
8850722201429;0;0
8809426955886;3;3
8809445617116;4;4
8850722201443;0;0
8809192574892;5;5
8809317285917;14;14
8809469776578;14;14
8809317289243;6;6
8809035144510;3;2
8809386880280;0;0
8809035141960;12;12
8994993013623;0;0
8809386880266;2;2
8809035141977;11;11
8858842068328;0;0
8809460441468;7;7
6972853751993;4;4
6972853751979;6;6
4902430046046;13;13
8859570800495;9;9
8850029031828;63;63
8851932143578;68;68
8858849105606;1;1
8994993013609;4;4
6971648334342;1;1
8858860090028;7;19
8859303000604;36;24
8859280500159;4;4
8809305082719;3;3
8809624720811;5;5
8809505542204;6;6
8809711715362;1;1
8809505541924;7;7
8809004074664;0;0
8809563060801;3;3
8809563060726;2;2
8809445614320;2;2
4902430359733;24;24
4902430735148;11;11
4987176054395;5;5
4902430733830;24;24
4902430188913;6;6
4902430735025;24;5
4902430195416;16;8
4902430734950;10;12
8859191335796;36;35
4902430360906;9;9
4902430284134;23;23
4902430374231;6;6
4902430374293;6;6
4902430599221;4;4
8809624720132;4;4
8807755461351;5;5
4901417644817;1;1
4901417644800;3;3
8859578308528;5;5
8859578308535;0;0
6941349313748;18;17
8850769022841;0;0
8851932406611;19;19
8807755460088;4;4
8859113488289;14;14
8945006100663;17;17
8859578308634;0;0
8859578311269;9;9
8859578308627;8;8
8809589392634;4;3
8809589392610;5;4
8809589392627;7;7
8807755460965;9;9
4901525004909;0;0
8809589392641;1;1
6947790780719;20;20
6947790780726;6;6
4902430359863;12;12
4902430208093;24;24
8809305082740;3;3
8809305083143;8;7
8809305083150;19;19
8809305082788;3;3
8809305082771;3;3
6947878410125;10;10
6971648336377;3;3
8809317116853;6;4
6971648336384;1;1
8809469775892;5;5
8809674690744;4;4
8809389032372;4;4
8809469771375;4;4
8809674691802;6;6
8809482981553;0;0
8809674691307;5;5
8809674691338;3;3
8857365824794;69;69
8809213856204;9;8
8809469773201;-2;0
8809426955992;10;10
8809426955626;9;9
8809242270248;5;5
8809426955602;11;11
8809426958528;7;7
8809426958511;8;7
6959378401015;3;0
8851932389587;5;5
8999999059927;15;17
8999999059941;3;3
8999999056865;8;8
8851932377416;13;13
8999999057978;22;22
8999999504687;0;0
8999999503642;0;0
4902430800693;22;22
8850769022773;3;3
8809338561946;7;7
8809632883485;3;3
8809173342649;44;44
8858842089590;23;23
8858842089576;24;24
8809470221791;0;0
8809317119960;4;0
8809173347613;15;15
8809317286457;4;4
8809317289182;3;3
8809674691543;12;11
8809173344025;0;0
8809674691550;12;13
8850710001581;5;5
6932511215557;21;21
8809317114682;3;3
8807755460606;0;0
8850029020280;3;2
4005808650781;2;2
8992304056802;4;4
8992304048333;4;4
8851743000527;9;9
8852027350246;0;0
8852027350550;7;7
8851743001951;12;12
8850710008207;5;5
8850710003233;4;4
3222149;24;24
4003583150700;3;3
8809674691376;4;4
8851520080513;12;12
8935006100107;4;5
8935006100404;0;0
8935006540613;12;12
8935006100398;2;2
6971279191741;0;0
8935006100794;4;4
8935006101654;1;1
8935006101838;2;2
8935006101869;9;9
4987176054494;6;6
8852027352264;6;6
4902430893961;6;5
4902430360111;0;0
8852027352271;4;4
4961989102788;3;3
4961989102740;1;1
4961989104270;6;6
4901234322912;4;4
40600299961984;2;2
6971150982413;19;19
8850029801056;0;0
8850195710015;11;11
8850006675045;9;9
8850006938720;9;9
8850006675052;5;5
41000898921984;42;44
6947878410163;8;7
6947878410156;29;29
8859690401787;41;41
40600399991984;3;7
40600399971984;36;13
4902430753302;4;4
8852660630538;17;26
8857200098427;1;1
8850006601839;22;22
8857200098472;0;0
8850006600283;20;20
8888202018663;6;6
8850006604113;42;42
8850006593172;1;0
3499320013055;4;4
8851932301572;0;0
3600521153925;3;3
4961989104256;4;4
4961989102702;6;6
40600599951984;9;9
4901525003254;2;2
8809624720873;6;6
8859178709596;41;41
8809445612982;12;12
8809553100579;11;11
8809030734167;5;5
8807755461320;1;1
8859178710165;21;21
40600599941984;9;10
8850007652724;6;5
8859490001262;7;7
8854060616068;8;8
8888202005076;0;0
8886459200145;13;9
8888202026422;0;0
8886459200169;8;8
3520710008679;0;0
8886459200138;7;7
8809589392672;6;6
3068320012490;13;13
8854060615030;5;5
8854060615184;12;12
8854060615023;11;11
6928820029565;20;21
8994993013869;19;19
8994993013852;0;0
6928820029589;29;29
6902395501992;0;0
42398103;9;9
#N/A;7;8
8850029015200;2;2
79298300086;1;0
8850029031767;54;54
8850029017730;0;0
6928820043035;0;0
6928820043042;59;59
8858994400182;44;44
4902806109610;4;0
#N/A;0;0
8858994400298;30;31
4902806115239;1;1
4902806115192;3;3
4902806113112;8;8
4902806113167;3;3
4902806104455;3;5
4902806104691;8;9
8850029015194;8;8
8850029010656;2;2
8850029026923;0;0
8850029026947;4;4
8850029017747;0;0
8850029023564;5;5
8850002805712;7;7
8999999525910;0;0
6941349323624;11;11
8999999525941;0;0
8999999520434;4;4
8935006100718;10;10
8935006100091;3;4
8935006541825;8;7
8935006532663;10;10
8991380232261;3;3
8852522023300;1;1
8858842091357;12;11
8850722092966;10;10
8858842091371;25;18
8888300820328;13;13
8888300820304;10;10
8888300820335;26;26
8888300820311;7;7
8850029004365;11;11
8850029210179;12;12
8850029004389;0;0
8850029025377;32;32
8999999034733;0;0
8850029032832;46;46
8999999034719;0;0
8850080754117;30;30
8850029020884;0;0
8850029031736;42;42
8851932179577;20;20
8850029000794;9;9
7319470012141;0;0
4005900513250;3;3
8850029014654;11;11
8850029030463;14;14
4005808888689;7;7
8850029028071;26;26
8850029000114;28;16
8999999525934;0;0
8999999053048;38;38
8999999053031;29;29
8851932199179;48;47
8999999052935;15;15
8999999055776;13;13
4901525958103;7;7
8999999525927;0;0
6941349323532;22;22
4901525003223;0;0
4987241145607;0;0
8935006100770;11;12
9556006060513;0;0
8935006100725;11;11
8935006533837;0;0
8935006100428;12;0
8850002033481;17;17
8935006540606;0;0
4901525010245;4;4
4901525003230;5;5
4987241145614;1;1
8850002011700;0;0
8850710100123;1;1
4513574011595;4;4
8809469771801;0;0
4513574019720;5;5
8809617811212;1;1
4513574035652;4;4
8850710110030;6;4
8809772620308;6;6
8809617811236;7;7
8809617811359;0;0
8809617811335;2;2
4513574012899;10;10
4513574025332;0;0
8850722093833;3;3
8850722092027;36;36
8850722092898;13;13
8850722093840;0;0
8809469771344;-1;0
8850710015045;2;4
4710032516450;0;0
8850007542339;0;0
8851520080278;3;3
8851520080223;0;0
8851520081428;6;6
8809460442588;24;17
8858842087374;67;67
8851520080254;44;44
8992304016967;9;8
8992222054522;15;15
8992222054508;4;4
8992222054560;16;16
8992222055512;17;17
8992222054546;17;17
8992222054577;28;28
8852525975583;11;11
8992222055093;6;6
8992222054553;9;9
8992222054539;23;23
8992304096723;31;31
8992304015298;60;60
8992304039614;29;41
8809525241101;0;0
8992304009204;39;40
8809525241095;0;0
8809525241088;0;0
8992304009167;25;26
8992304073441;23;22
8851473007391;7;7
8851473003447;11;11
9300807031674;11;11
9300807053874;14;14
9300807032428;8;8
8850006931189;0;0
4901525929400;3;3
8859178713272;36;36
8850006931196;34;34
8907893003120;0;0
8850002011649;140;140
8992304032431;10;10
8992304026270;21;21
8935006540347;5;5
8935006540385;12;12
4513574027060;1;0
8850722092355;20;20
4901417607492;6;6
4901417607911;6;6
4901417607928;6;6
4901417674432;6;6
8850722092768;18;18
8850722092553;10;10
8850722092959;16;10
8850722093413;10;9
8850722091945;41;34
8850029030487;33;33
8850029000923;0;0
8850029032856;24;24
4005808888696;3;3
4005808888801;17;17
8999999045807;5;5
8999999001988;5;4
8999999034030;2;2
8850029033617;45;45
4005808888368;14;14
4005808655984;18;18
8850029014630;17;17
8992304047428;30;30
8991380232131;0;0
8999999034696;12;24
8999999041656;0;0
4897065725063;10;10
4513574011052;0;0
8859178707011;12;21
8859178707073;42;41
6941349313519;17;16
8809674690874;22;22
4513574031302;3;3
4513574009103;3;3
4513574015906;16;16
4513574015913;6;6
4513574019737;27;27
70501811030;4;4
8850722093789;35;35
8850722092751;62;57
8809480770890;0;0
8809624720149;1;1
8809317111117;0;0
8803348017684;-2;0
6932092810035;5;5
8715658997603;14;14
875990000954;4;4
6932092810059;3;3
6932092810103;4;4
6932092810073;1;0
6972011065016;4;4
737052271309;9;9
6972011064132;4;4
6947267014187;0;0
3360377029699;10;10
8715658997511;4;4
8715658997528;5;5
6932092810066;5;5
6932092810080;4;4
6932092810042;4;3
4897065725087;6;6
4897065725070;3;3
4897065726008;6;5
4897065725124;18;18
4897065725094;5;7
4897065725056;11;8
4897065726015;4;4
4897065725001;10;8
4897065726022;7;7
875990000756;3;3
875990000992;3;3
875990001043;6;5
875990001005;4;4
8715658999447;4;4
5906513006704;2;2
4897007910069;6;6
4897007910052;5;5
4897007910076;3;3
8715658380108;12;12
8715658370017;1;1
8715658999034;6;6
6295124009730;6;6
737052346816;12;12
3414200810036;12;12
8715658010579;3;3
8715658380009;6;6
737052347974;10;9
8715658010548;5;5
8715658999027;4;4
8715658998570;2;2
875990000121;0;0
6295124002748;4;4
3614226761484;7;7
4897007910038;3;3
4897007910014;5;5
4897007910021;8;8
4897007910045;2;2
5906513006278;4;4
6971181481435;0;0
3605975062496;10;10
8715658410041;10;10
4897065720624;5;5
4897065720648;8;8
8715658997542;6;6
8715658380207;3;3
875990000701;6;7
875990000718;8;8
8715658997696;6;6
8715658997931;6;6
8715658997436;8;8
875990000688;8;8
6915924304551;1;1
8715658999331;2;2
8715658998952;6;6
5000386120670;8;8
8715658998006;6;6
875990000725;4;4
5000386024596;0;0
4909978155544;55;55
4901872462087;37;37
4909978702854;17;17
4901872444915;19;19
4901872451708;19;19
8991380700029;36;36
8992304019524;0;0
8992304033858;8;8
8992304081507;34;34
8992304001192;38;14
8991380232148;2;2
8991380232162;27;27
8850007541684;5;4
8803348010517;15;15
8803348010524;14;14
8851818504134;12;12
8851818909625;10;10
8851818504127;10;10
8851818199576;12;12
8851818995918;24;24
8851818996212;11;11
4513574029590;0;0
8803348010548;25;25
8803348037873;6;6
8803348037880;14;14
8803348010562;11;11
8803348010531;5;4
8803348010555;11;11
8850007650188;0;0
8850007450177;8;8
8856153242413;37;37
8852525975552;12;12
8852525975569;12;12
8852525975576;8;8
8859178740063;8;8
8859178738152;9;9
8859178714514;12;12
8850029036410;24;24
4005808757473;7;19
8850722093017;21;21
8850722092928;22;15
4901525004558;7;7
4901525004565;7;8
4901525005692;6;6
4904651185986;4;0
4901525005685;8;8
4901525004954;5;4
4901525004947;9;9
8850029018256;36;36
8850029034522;22;22
8850029009353;12;12
4513574035997;5;5
8850722201665;0;0
6974662230263;10;10
8850722663838;8;8
8858910614907;0;0
8858910614914;26;26
8852463884381;6;6
8858910626085;25;25
8858910626207;0;0
8858910618592;13;13
8858994430080;21;8
8859097200518;15;15
8858910626726;0;0
8809632886721;9;9
8809442226861;9;8
41554084788;15;15
6291106030006;36;35
8805621541046;1;1
8858883527273;5;5
8858910611937;16;15
8858994423433;3;3
8858910615942;1;1
6932654236310;6;6
8858910615959;2;2
8858910615935;2;2
40700698921984;19;14
6956726800575;19;19
6958864456874;8;8
6971383630075;1;1
8812312345678;0;0
6942879121186;36;36
6971585870644;7;7
6971585870866;0;0
8858910624951;5;5
8859178706618;6;6
8858994497588;20;20
8858994430158;-17;7
8855629006108;39;38
8858994430288;12;0
8858994423389;0;0
6970975172252;14;14
8858910625545;42;49
8858910612323;30;22
8859569700294;9;9
6970975170050;13;13
5060236420510;2;2
8858842051825;19;19
8858842051801;23;23
8858842063217;1;1
8858842063200;2;2
8858842063224;0;0
8858842063194;17;17
8858842063170;18;14
8858842063187;2;1
8858842063163;7;7
8858842051887;20;20
8858842051863;7;7
8858842073186;7;7
8858842053102;2;2
8858842097588;34;34
40100795791984;44;42
8850080754254;21;21
8850080754261;22;22
8935006541658;6;6
8850822070147;12;12
8935006539099;10;10
8935006541665;11;10
8935006541597;6;4
8858842098288;33;33
8935006541627;13;14
8935006540200;9;9
8935006541603;10;9
#N/A;0;0
8858994473049;4;4
8850029037523;22;21
4005808519699;4;4
8850822070116;12;12
8850822070109;12;12
8850822070130;12;12
8850822070178;12;12
8850029037219;13;13
8850029037226;21;21
8935006540293;7;7
8935006540286;7;7
8935006101692;1;0
305210206779;18;18
305210232518;5;5
305210464728;9;21
6973931643131;73;71
8850722068831;32;32
8850722691091;30;30
8850722690797;33;33
8720629220062;3;3
8801619047552;2;2
8858842063149;24;24
8801619047545;0;0
8858842051894;23;23
8858883508876;5;5
8850734210013;18;49
8850734330162;27;32
8850734330254;-22;2
8850734330483;15;15
8850734330124;21;21
4713389110623;5;5
40100795671984;46;46
8800600009005;2;2
9123452253709;10;10
40500299931984;11;11
40500299881984;372;372
40500299891984;63;76
40100796381984;10;10
40100796521984;19;19
6901234007503;7;9
40500299901984;190;179
40100795611984;18;17
40100797051984;6;6
40500299911984;71;69
40100799671984;12;12
40100797061984;19;18
40100795051984;275;123
40100796261984;43;42
40100799911984;46;46
40100799881984;8;6
40100799551984;3;4
4901610788844;27;27
40100798861984;1;1
40100799921984;23;23
40100797141984;24;23
40100795401984;578;582
40100795061984;0;1
40100795211984;102;166
40100795231984;44;45
40100796591984;17;15
40100797231984;103;103
40100796161984;51;48
40100795521984;44;44
40100796191984;5;5
40100795321984;1;1
6973281250058;18;18
40100795271984;2;2
40100795341984;9;9
40100795331984;5;5
40100795261984;7;7
40100795381984;2;2
40100795311984;4;4
40100796181984;38;38
40100796661984;226;222
40100796711984;36;36
40100796751984;9;10
40100796731984;10;11
8850092382452;18;18
40100796771984;109;108
40100796651984;12;12
40100796671984;23;17
40100796151984;18;28
40100796581984;35;34
40100796241984;44;46
40100796761984;19;15
40100796251984;58;45
40100796211984;39;39
40100796701984;42;41
40100796681984;12;12
40100796231984;37;26
40100795411984;239;167
40100795501984;23;7
40100796571984;12;12
40100796741984;10;9
40100795451984;355;720
40100796091984;5;6
8850734340222;1;1
40100796691984;1;1
40100796101984;7;4
40100796791984;35;35
40100796931984;7;80
40500299991984;26;13
40100795601984;41;65
40100796971984;-15;78
40100795581984;223;233
40100795591984;158;154
40100795131984;173;173
40100797831984;0;2
40100796961984;29;27
40100795571984;7;7
40100795551984;7;7
40100795641984;5;6
40100795871984;8;7
40100795101984;50;122
40100795121984;456;36
40100795071984;83;60
40100795511984;33;247
40100795531984;6;5
40100795541984;0;4
40100795141984;327;55
40100797171984;6;6
40100795371984;195;86
40100797001984;35;29
40500299981984;17;18
40100796781984;3;3
40100799971984;0;8
40100799991984;49;34
40100795421984;-42;541
8850501232835;15;14
8850501150856;30;30
8850501217757;5;5
40100899981984;14;13
40100796121984;54;53
8850501212820;28;22
8850734130588;5;5
40100899941984;10;10
8850734130649;11;10
8850734020230;25;24
40100899931984;16;16
8850501978108;12;7
40500299961984;7;12
40100796131984;196;188
8850501914106;4;3
8850501913505;37;37
8852122763361;50;49
8852122765853;8;8
8852122763392;29;31
8850501179635;22;21
40100796111984;30;89
6920911601728;9;9
40100899961984;8;7
40100899921984;48;21
6934489600038;25;25
40100796951984;50;50
8858942000259;23;23
8850501202968;14;14
8852122125084;1;2
40100796941984;55;55
6948832900157;2;2
6936207800393;5;5
8850734130229;14;13
40100796801984;306;316
40100795151984;19;19
40100797251984;7;7
40100796911984;2;2
40100796811984;73;76
40100796901984;7;5
40100795851984;0;1
40100796821984;29;27
40100796831984;21;20
40100796841984;105;213
40100795861984;11;5
3607343509169;3;3
3607345380292;10;10
3607345401119;5;5
3607345380094;10;10
9300830020232;51;51
9300830020218;65;65
8886459211202;6;6
8886459211219;6;6
8886459211196;6;6
8886459210212;6;6
8992222053242;6;6
8992222053983;12;12
4902806016468;26;26
8992222053990;9;9
8992222054003;10;10
6970991850295;5;5
6970256205815;0;0
6930446815644;7;7
875990001074;5;5
6928075667192;3;2
6928075667994;23;23
6928075667987;14;13
3145144145037;10;10
8886459200084;8;8
8886459200060;11;11
8886459210564;5;5
8886459210571;4;4
3607348304547;3;2
6970991850271;5;5
8888202045522;20;20
8011003803163;1;0
8888202035882;8;8
8888202019066;41;41
8888202030474;13;13
8888202030221;0;0
8888202000767;0;0
8413300653999;0;0
4897007910083;5;5
8718657761213;2;2
5905009043162;4;4
8992222053136;5;5
8719979780357;13;14
6924574570803;22;22
6924574570827;9;8
8719979780364;8;8
6936711880805;5;0
6936711882007;3;3
6924574570841;36;30
8888202000880;0;0
8411061725931;8;7
6928075611881;4;4
3562700373084;8;8
4712865210994;6;6
737052006703;6;6
6922243371355;1;0
6928075611904;0;0
3346470111424;11;11
8886459200022;6;6
8715658010562;6;6
6936711886654;3;2
4897010881523;7;7
4897010880793;3;3
4897010882476;9;9
6928075610839;13;13
6970256201480;6;6
8715658969891;6;6
8715658010395;1;0
3607345397542;6;5
3607346551035;0;0
3607345397498;6;6
3607345397597;6;5
3607345397344;6;6
3607345397641;9;9
875990002248;4;4
875990002200;0;0
875990002224;2;2
875990002071;5;5
6936711316694;0;0
4897010882506;12;12
4712865211007;4;4
5060127738496;2;2
6982546962636;3;38
4897010882513;2;12
3607340625350;0;0
3607342020887;2;0
3661163403601;0;0
3412244310024;0;0
6930446807571;1;0
5907699482405;4;4
737052626062;11;11
3349668508587;9;9
737052132686;4;3
4897065720358;4;3
4897065720372;0;0
4897065720112;0;0
4897065720365;5;5
8718657760537;4;4
8718657760551;4;4
6937372213261;6;6
6970991851124;11;11
6970991851131;12;12
8715658400103;4;4
3386463023617;7;7
3386463039625;6;6
8718657763965;4;4
875990001050;5;5
875990001067;4;4
8715658370062;6;6
8715658370086;8;8
5060127738472;8;8
5060127738489;4;4
8992222053808;9;9
5905009042479;4;4
5907699483945;3;3
5902734841889;4;4
5902734840172;1;1
5902734841872;1;1
5906513001440;5;5
5907699480524;3;3
8715658420040;3;3
3412244510004;2;2
5907699485178;3;3
5906513008913;4;4
5906513001426;5;5
737052483214;2;2
8715658420033;6;6
5906513001020;6;6
875990002033;2;2
875990002019;3;3
875990002040;4;4
8715658997795;5;5
875990002026;7;7
8715658998839;7;7
6924574510816;1;1
5907699483952;3;3
8715658200116;6;6
8715658200147;6;6
8715658200093;5;5
8715658200185;8;8
8715658200208;6;6
8715658200161;6;6
3423474867158;12;12
8715658997733;6;6
88300196883;11;11
5906513009484;5;5
5907699488551;3;3
4710731044827;5;5
8888202027429;30;32
8852027430023;36;36
8888202027412;65;65
6944787752438;10;9
8858883506117;3;3
6938777861989;9;9
6944787780233;17;17
8859009800034;36;36
8859009800041;21;22
6971690680626;22;22
8809624722501;4;4
8809624722525;5;5
8809624722549;3;3
8809624722587;3;2
8809624722518;3;2
8809624722556;2;2
6970779609176;11;11
6970779609213;11;11
8858994403534;10;10
8858994403541;9;9
8858994403633;3;4
8858994403640;4;4
8858994456295;25;17
8850029016351;6;6
8850029032955;16;16
8850029016337;0;0
8850029015774;16;16
8850029016436;3;3
8859497302577;79;53
8851932426152;11;11
8858718624771;119;96
4902430749756;136;130
4902430408097;137;129
4902430142571;135;128
6971903870813;7;7
8858994481785;3;3
8858994481778;4;4
8858994442168;3;3
8858994481761;3;3
8858994481792;4;4
8858994442175;4;4
8858994442144;11;11
8858994442199;3;3
8858994442182;3;6
8858994441611;2;2
8858994441628;3;3
8858994441604;12;11
8858994441635;1;1
8858910625880;7;8
8858910625859;29;29
8858910625873;31;32
6933495873672;2;1
8858994442434;7;7
8858994442441;6;6
8858994442427;9;8
8858994442458;5;8
8859578300874;5;5
8858994441819;4;4
8858994441826;6;6
6972423637856;13;13
8858910610763;0;0
8858994454796;3;3
8858994454819;1;1
8858883562007;3;3
8858883562014;4;4
8858883561987;4;4
8858883561994;5;5
8858994480511;5;5
8858910618318;0;0
8859578307149;5;5
8858994480535;10;10
8858910626580;9;9
8858910626597;1;1
8858994450521;14;14
8858994441161;5;5
8858994456394;1;1
8858910613207;0;0
8858994442120;1;1
8858994455274;8;9
8858994441796;0;0
40700399931984;4;4
8858994441178;3;3
8858994456417;4;4
8858994442137;0;1
8858994455281;7;6
8858994441949;5;5
8858994439533;9;9
8858994439526;5;5
8858994439502;1;1
8858910612668;1;2
8858910626894;11;10
8858910625866;27;27
8851369184427;5;5
8859279808990;8;8
8859097200129;8;8
8859097200754;6;14
8852526890632;67;108
8852526890854;154;106
8852526890267;57;57
8857100131637;8;8
8809396179763;41;41
8851369119474;3;3
8859097200105;10;10
8859097200556;5;5
8858718625495;58;60
8857100131385;14;14
8858842070673;20;20
8858718625518;73;61
8858910624227;6;6
8858910624234;6;6
6922866080214;1;1
6924269770655;2;2
8858910618899;0;0
6972423630949;16;16
6972423634893;13;13
6972423633353;43;43
40700699971984;6;6
6933495873962;9;9
40700498931984;7;7
40700499211984;11;10
40700499991984;7;7
8858910616369;1;1
8858842078396;94;98
8858882901494;133;109
8858882901333;103;97
8852526891677;8;8
8852526891387;94;94
8809396175154;122;122
8858842074039;49;49
8858718624528;84;81
8859097200471;23;23
8858842062913;14;14
40700698881984;59;57
8850501140406;6;6
6001085120946;3;3
60014399;3;3
9555591900204;9;9
40400599971984;13;11
40400598731984;24;1
40400599901984;31;30
40100795701984;11;9
40700299941984;58;58
8809624721948;7;6
8850722132167;25;25
6935399812764;5;5
8850722132150;7;6
8800540600805;4;0
40700399021984;-1;32
8800540600812;32;20
40400599071984;10;11
8858910614716;48;57
40700399961984;0;4
8850722132174;9;9
40400599111984;4;4
6902650601207;3;2
42000499991984;2;2
40100796611984;2;1
8938501908469;1;1
40300299961984;81;75
40100795681984;-4;211
8850722132952;101;100
40700399921984;35;35
40700399911984;31;31
40300299981984;29;33
40300299971984;27;25
40300299991984;13;13
8938501407122;3;3
8857121642914;135;135
6938777863488;19;17
20500899001984;14;14
40600599981984;13;13
8809056009577;12;12
40100999001984;122;157
8809056002127;11;11
6971091792423;20;20
8809056009515;6;15
8858910619001;64;63
6971341126145;4;5
6965404000008;18;18
40700699981984;10;10
40400599161984;43;42
40400599891984;36;36
40400599961984;6;5
71603012103;12;12
8858910624210;3;3
40400599941984;25;25
20500899991984;2;0
6958417465773;29;31
8858910613047;10;7
40300299951984;13;13
8858910625422;33;33
8858910613030;20;23
71603004481;23;23
6971091792416;6;3
71603018822;5;3
6926292507253;18;22
8938501908490;12;10
8936048140632;11;10
8936048140175;8;6
8936048140120;4;5
8936048140106;7;7
8936048140052;4;4
8936048140076;1;2
8809056004701;15;15
9000645011264;20;20
71603003682;9;9
40400599141984;57;56
8809056009959;3;3
6971341121188;5;5
8936048140274;1;1
8850734350382;3;3
8936048140335;2;2
8850734350221;29;29
40400599001984;10;10
8851932386463;14;14
8851932386449;6;4
8851932424868;86;86
8851932386487;19;19
4800888210418;0;0
4800888210395;0;0
8857102910742;13;14
8857102910735;1;1
8857102910766;13;13
8857102910759;27;27
8850567167348;8;8
8850567163340;32;32
8850567161339;31;31
8850567163333;22;22
8850567162336;-3;0
8850567166334;2;0
8850567165337;2;1
8850567164330;3;2
78116;43;43
8886459200305;6;6
8886459200329;6;6
8886459202583;4;4
8886459202606;3;3
8886459204693;0;0
8886459200343;5;5
8886459200336;3;3
8886459204426;11;11
8886459200367;2;2
8886459200350;3;2
8886459210175;0;0
8850029816579;89;17
8850029212821;8;18
42131946;23;21
42419723;5;5
42429357;7;7
8935212800228;7;7
8935212800396;14;14
42185437;16;16
8850029025278;8;8
8850029816173;3;2
42418085;15;16
8850029004440;7;6
4005808305674;8;8
42217459;13;13
8850029004464;13;13
8850029004402;18;18
8851989023854;15;15
8851989020358;0;11
8851989024011;9;9
8851989020631;7;7
8851989024004;20;20
8851989020334;21;9
8851989024301;9;9
8851989020983;11;11
4005900493248;6;6
8850029029696;49;49
8850029029672;10;10
8850029816104;36;36
8850029037653;5;5
42419730;1;1
4005900649454;3;3
8850029816449;0;0
8850029037684;10;10
4005808837472;0;0
4005900649485;10;10
4005900339126;18;18
8850029029917;14;14
8850029212845;0;0
8886459204808;11;11
8886459204822;12;12
8888202018182;8;8
8888202026859;10;10
8888202018175;0;0
8935212800402;0;0
4897065720013;5;5
4897065720006;2;2
4897065720020;1;1
8935212813013;2;2
8935212811842;8;8
8935212810845;1;1
8886459211226;9;9
8886459210991;13;13
8886459211004;4;4
8886459211233;9;9
4005900036377;1;1
4005808828869;24;24
4005808010196;0;0
4897065720815;4;3
