8801119853301,R1C2L2
8848017114011,R1C1L1
75032715,R1C1L1
8886451002457,R1C1L1
8848017112000,R1C1L3
8848017117012,R1C2L1
8848017112017,R1C1L1
8809018215497,R1C1L1
8809018215480,R1C1L1
6901035609715,R1C1L2
8802340112168,R1C1L2
8802340112151,R1C1L2
8802340112175,R1C1L2
5391516872720,R1C1L2
5391516874342,R1C1L2
8809018215350,R1C1L2
8809018215404,R1C1L2
8809056362702,R1C1L1
8809056361682,R1C1L1
8850999171401,R1C1L2
8850382412050,R2C1L1
8850382312077,R2C1L1
8850260320125,R2C1L1
8846000011231,R2C1L1
8846000010340,R2C1L1
8850999133003,R2C1L2
8888001427253,R2C1L2
9556103198959,R2C1L2
8847100566560,R2C1L2
8847100568960,R2C1L2
8846000010050,R2C1L2
3258561500775,R2C2L1
3258561500744,R2C2L1
3258561500768,R2C2L1
8888202005069,R2C2L1
8888202005076,R2C2L1
3450601007392,R2C2L2
3450601007415,R2C2L2
3450601007514,R2C2L2
41348004220,R2C2L2
41348004282,R2C2L2
41348004237,R2C2L2
3258561500164,R2C2L2
613008720209,R2C2L2
613008735159,R2C2L2
613008715625,R2C2L2
8850304192176,R2C2L3
678112254156,R2C2L3
3600521153925,R2C2L3
966192087338,R2C2L3
3600521155158,R2C2L3
8809056362900,R2C2L2
8802521894746,R2C2L2
8802521201551,R2C2L2
8848858120073,R2C2L2
8801119164018,R1C2L3
8850007813149,R2C2L2
8850007812920,R2C2L2
41331024723,R2C2L1
9414453904401,R2C1L2
9329982016603,R2C1L2
9329982016542,R2C1L2
9329982017587,R2C1L2
50561826298,R4C1L2
8888107000268,R4C1L2
8888232106507,R4C3L2
8850213107506,R4C1L2
30K-96,R4C2L1
8857122797194,R4C3L2
8850256510080,R4C3L2
8851368000254,R4C3L
6922130101461,R4C3L2
3254474018697,R4C3L1
9556041602204,R4C3L1
3076820002149,R4C3L1
8888192821182,R4C3L1
3250390000846,R4C3L1
3023082560016,R4C3L1
3023082500012,R4C3L1
76397001289,R4C3L1
8850035000214,R4C4L2
9556041613866,R4C4L2
9556041613811,R4C1L2
9556041613804,R4C4L1
9556041613835,R4C4L1
9556041614009,R4C4L1
9556041600880,R4C4L1
9556041613927,R4C4L1
9556041613958,R4C4L1
9556041611480,R4C4L1
9556041660235,R4C4L1
9556041611466,R4C4L1
8850081210100,R4C4L1
78895770025,R4C1L1
78895740035,R4C1L1
78895760026,R4C1L1
6941216700022,R4C1L1
78895100013,R4C1L1
78895310023,R4C1L1
78895100020,R4C1L1
78895310030,R4C1L1
4901515339813,R4C1L1
3258563230045,R4C1L2
3258563230083,R4C1L2
3258563230113,R4C1L2
8076809513715,R4C1L2
24463061088,R4C1L2
8850344002015,R4C1L2
