5000;8851427017346;Homm Shower Cream Goat Milk 1000g;SOPHIE SOK;400-463;5;2025-02-28;NORETURN;N10B-C06-L1;180
5001;8851427017346;Homm Shower Cream Goat Milk 1000g;SOPHIE SOK;400-463;14;2025-06-30;NORETURN;N10B-C06-L1;180
5002;8851427017346;Homm Shower Cream Goat Milk 1000g;SOPHIE SOK;400-463;8;2026-06-30;NORETURN;N10A-C07-L2;180
5003;8851427017353;Homm Shower Cream Goat Milk Strawberry 1000g;SOPHIE SOK;400-463;3;2025-02-28;NORETURN;N10A-C07-L2;180
5004;8851427017353;Homm Shower Cream Goat Milk Strawberry 1000g;SOPHIE SOK;400-463;6;2025-02-28;NORETURN;N10B-C06-L1;180
5005;8851427017353;Homm Shower Cream Goat Milk Strawberry 1000g;SOPHIE SOK;400-463;3;2025-06-30;NORETURN;N10A-C07-L2;180
5006;8851427017353;Homm Shower Cream Goat Milk Strawberry 1000g;SOPHIE SOK;400-463;3;2025-06-30;NORETURN;N10B-C06-L1;180
5007;8851427017353;Homm Shower Cream Goat Milk Strawberry 1000g;SOPHIE SOK;400-463;4;2025-08-30;NORETURN;N10B-C06-L1;180
5008;8851427017353;Homm Shower Cream Goat Milk Strawberry 1000g;SOPHIE SOK;400-463;8;2025-08-30;NORETURN;N10A-C07-L2;180
5009;6971242824478;HONEY moisten moisturizing mask 130g;SOPHIE SOK;400-463;5;2024-08-10;NORETURN;N10A-C03-L5;90
5010;6928001834650;Honey Sherbet Body Scrub 350Ml;SOPHIE SOK;400-463;12;2028-04-06;NORETURN;N08A-C04-L4;90
5011;6928001834650;Honey Sherbet Body Scrub 350Ml;SOPHIE SOK;400-463;1;2028-06-08;NORETURN;N08A-C04-L4;90
5012;8859505401322;Honey Syrub Body Scrub 550g;SOPHIE SOK;400-463;1;2025-07-27;NORETURN;N08A-C05-L5;180
5013;8859505401322;Honey Syrub Body Scrub 550g;SOPHIE SOK;400-463;2;2025-08-08;NORETURN;N08A-C05-L6;180
5014;8859505401322;Honey Syrub Body Scrub 550g;SOPHIE SOK;400-463;17;2025-08-08;NORETURN;N08A-C05-L5;180
5015;8859505401322;Honey Syrub Body Scrub 550g;SOPHIE SOK;400-463;9;2026-01-06;NORETURN;N08A-C05-L6;180
5016;6974674952306;HUNMUI for Whole Body Skin Whitening 300ml;SOPHIE SOK;400-463;20;2026-06-25;NORETURN;N08A-C05-L6;90
5017;9556085787196;HUP SENG Assorted Biscuits 600gm;SOPHIE SOK;400-463;4;2024-12-07;NORETURN;G06B-C01-L3;90
5018;9556085766160;HUP SENG Season Assorted Biscuit 600g;SOPHIE SOK;400-463;1;2024-12-07;NORETURN;G06B-C01-L3;90
5019;9556085772154;HUP SENG Twinkle Assorted Biscuits 600g;SOPHIE SOK;400-463;4;2024-12-07;NORETURN;G06B-C01-L3;90
5020;9556167120323;HWA TAI assorted biscuit 650g;SOPHIE SOK;400-463;7;2024-10-25;NORETURN;G06B-C01-L1;90
5021;9556167780114;HWA TAI Luxury Cheese Calcium Cream Sandwich 120g;SOPHIE SOK;400-463;7;2024-05-27;NORETURN;G06B-C08-L6;90
5022;9556167780121;HWA TAI Luxury Chocolate Calcium Cream Sandwich 120g;SOPHIE SOK;400-463;4;2024-06-16;NORETURN;G06A-C04-L6;90
5023;8850434031567;Hyper Glossy Liquis Liner;SOPHIE SOK;400-463;3;2025-03-30;NORETURN;N09A-C01-L4;90
5024;8859245000014;I Doll White Armpit Cream 5g;SOPHIE SOK;400-463;46;2025-06-29;NORETURN;N09B-C06-L1;180
5025;3346470111424;IDYLIE eau de parfum 100ml;SOPHIE SOK;400-463;10;2028-04-05;NORETURN;N09B-C04-L5;90
5026;6941349323624;IMAGES cleanser blood orange 60g;SOPHIE SOK;400-463;1;2024-07-08;NORETURN;N08B-C05-L2;90
5027;6941349323624;IMAGES cleanser blood orange 60g;SOPHIE SOK;400-463;7;2025-02-14;NORETURN;N08B-C05-L2;90
5028;6941349323532;IMAGES milk foam smooth & supple skin 80g;SOPHIE SOK;400-463;1;2024-08-12;NORETURN;N08B-C06-L5;90
5029;8850332251722;IMPERIAL Butter Cookies Blueberry 100g;SOPHIE SOK;400-463;1;2024-09-27;NORETURN;G06B-C04-L5;90
5030;8850332251715;IMPERIAL Butter Cookies Pineapple 100g;SOPHIE SOK;400-463;5;2024-07-03;NORETURN;G06B-C04-L5;90
5031;8850332251654;IMPERIAL Butter Cookies Strawberry 100g;SOPHIE SOK;400-463;1;2024-09-13;NORETURN;G06B-C04-L5;90
5032;8850332251395;IMPERIAL Butter Cookies Vanilla 450g;SOPHIE SOK;400-463;13;2024-11-02;NORETURN;G06A-C02-L4;90
5033;8858587007699;INGON shower cream (orange papaya herbal) 500ml;SOPHIE SOK;400-463;7;2024-06-14;NORETURN;N10B-C07-L4;180
5034;8858587007699;INGON shower cream (orange papaya herbal) 500ml;SOPHIE SOK;400-463;6;2026-06-14;NORETURN;N10B-C07-L4;180
5035;8809843667621;Innisfree Cleansing Foam;SOPHIE SOK;400-463;4;2026-01-13;NORETURN;N08B-C07-L2;180
5036;8809843667621;Innisfree Cleansing Foam;SOPHIE SOK;400-463;6;2026-04-09;NORETURN;N08B-C07-L2;180
5037;8809843667621;Innisfree Cleansing Foam;SOPHIE SOK;400-463;2;2026-04-18;NORETURN;N08B-C07-L2;180
5038;8809707248522;Innisfree Cleansing Foam 150g;SOPHIE SOK;400-463;2;2025-12-13;NORETURN;N08B-C07-L2;180
5039;8809707248522;Innisfree Cleansing Foam 150g;SOPHIE SOK;400-463;1;2025-12-15;NORETURN;N08B-C07-L2;180
5040;8809707248522;Innisfree Cleansing Foam 150g;SOPHIE SOK;400-463;12;2026-04-03;NORETURN;N08B-C07-L2;180
5041;8809612846172;Innisfree My Real Squeeze Mask Ex;SOPHIE SOK;400-463;26;2024-12-26;NORETURN;N10B-C03-L5;180
5042;8809612846196;Innisfree My Real Squeeze Mask Ex;SOPHIE SOK;400-463;27;2024-12-26;NORETURN;N10B-C03-L5;180
5043;8809612846219;Innisfree My Real Squeeze Mask Ex;SOPHIE SOK;400-463;28;2025-01-02;NORETURN;N10B-C03-L5;180
5044;8809707269664;Innisfree Tone Up No Sebum Sunscreen EX SPF50+ 50ml;SOPHIE SOK;400-463;5;2026-04-19;NORETURN;N08B-C01-L4;180
5045;8850722400228;Intensive Keratin Hair Treatment 400Ml;SOPHIE SOK;400-463;31;2024-06-01;NORETURN;N11B-C08-L3;180
5046;8850722400228;Intensive Keratin Hair Treatment 400Ml;SOPHIE SOK;400-463;32;2024-06-01;NORETURN;N11B-C08-L3;180
5047;8850485060189;ISHIKA herbal soap collagen CO Q10 vitamin E whitening and moisturizing 70g;SOPHIE SOK;400-463;1;2027-05-05;NORETURN;N11A-C06-L1;90
5048;8850485060189;ISHIKA herbal soap collagen CO Q10 vitamin E whitening and moisturizing 70g;SOPHIE SOK;400-463;5;2027-08-07;NORETURN;N11A-C06-L1;90
5049;3423474867158;Issey Miyake Leau Dissey Pour Homme Sport 100ml;SOPHIE SOK;400-463;12;2028-04-12;NORETURN;N09B-C04-L1;90
5050;3562700373084;JAGUAR FRAGRANCES 100ml;SOPHIE SOK;400-463;5;2028-03-10;NORETURN;N09B-C04-L5;90
5051;6901118910332;Jasmine tea 454g;SOPHIE SOK;400-463;17;2025-06-30;NORETURN;G05B-C01-L1;90
5052;8850157107198;JEJE Berry Vitamin A 140g;SOPHIE SOK;400-463;18;2024-11-24;NORETURN;G07B-C05-L4;90
5053;8850157104456;JeJe Double Jelly Lychee 125g;SOPHIE SOK;400-463;7;2024-05-18;NORETURN;G07B-C05-L6;90
5054;8850157103657;JeJe Double Jelly Strawberry 125g;SOPHIE SOK;400-463;4;2024-06-23;NORETURN;G07B-C05-L6;90
5055;40700498861984;JIUHE q-pearl moisturize 5ml;SOPHIE SOK;400-463;18;2025-01-31;NORETURN;N08B-C04-L5;90
5056;40100299981984;JL Hiso Keratin Shampoo 300g;SOPHIE SOK;400-463;1;2025-01-30;NORETURN;N11B-C08-L6;90
5057;40100299991984;JL Hiso Keratin Treatment 300g;SOPHIE SOK;400-463;3;2025-03-30;NORETURN;N11B-C08-L5;90
5058;8809505543171;JM solution Derma Care Ceramide Aqua Capsule Mask 30ml;SOPHIE SOK;400-463;5;2025-05-25;NORETURN;N10B-C03-L1;180
5059;8809505541030;JM solution honey luminous royal propolis mask 30ml;SOPHIE SOK;400-463;6;2025-02-14;NORETURN;N10B-C04-L2;180
5060;8809505541030;JM solution honey luminous royal propolis mask 30ml;SOPHIE SOK;400-463;1;2025-12-26;NORETURN;N10B-C04-L2;180
5061;8809505541030;JM solution honey luminous royal propolis mask 30ml;SOPHIE SOK;400-463;30;2026-01-06;NORETURN;N10B-C04-L2;180
5062;8809711714402;JM Solution Mask Plus 30ml;SOPHIE SOK;400-463;32;2025-11-18;NORETURN;N10B-C04-L2;180
5063;8809505549838;JM solution Placen Horse Mask 30ml;SOPHIE SOK;400-463;16;2025-12-19;NORETURN;N10B-C04-L1;180
5064;8809505542136;JM solution water luminous s.o.s ringer black mask;SOPHIE SOK;400-463;12;2025-05-09;NORETURN;N10B-C04-L1;180
5065;8809505542136;JM solution water luminous s.o.s ringer black mask;SOPHIE SOK;400-463;63;2026-01-29;NORETURN;N10B-C04-L1;180
5066;8809505547650;Jmsolution Active Birds Nest Moisture Mask;SOPHIE SOK;400-463;10;2025-01-12;NORETURN;N10B-C03-L2;180
5067;8809505547681;Jmsolution Active Golden Caviar Nourishing Mask;SOPHIE SOK;400-463;3;2025-02-23;NORETURN;N10B-C04-L1;180
5068;8809505547612;Jmsolution Active Jellyfish Vital Mask;SOPHIE SOK;400-463;7;2024-11-08;NORETURN;N10B-C04-L1;180
5069;8809505547612;Jmsolution Active Jellyfish Vital Mask;SOPHIE SOK;400-463;9;2024-12-07;NORETURN;N10B-C04-L1;180
5070;8809505547629;Jmsolution Active Pink Snail Brightening Mask;SOPHIE SOK;400-463;4;2025-03-14;NORETURN;N10B-C03-L2;180
5071;8809505542631;Jmsolution Glow Luminous Flower Firming Mask;SOPHIE SOK;400-463;9;2024-11-16;NORETURN;N10B-C03-L1;180
5072;8809505542204;Jmsolution Glow Luminous Flower Sun Spray 180Ml;SOPHIE SOK;400-463;1;2025-05-01;NORETURN;N08B-C01-L1;180
5073;8809852542568;JMsolution Lacto Saccharomyces Golden Rice Mask Plus;SOPHIE SOK;400-463;25;2025-05-23;NORETURN;N10B-C03-L1;180
5074;8809505543904;Jmsolution Marine luminous Black Pearl Balancing Mask;SOPHIE SOK;400-463;21;2026-01-02;NORETURN;N10B-C04-L1;180
5075;8809505541924;Jmsolution Marine Luminous Pearl Sun Spray 180Ml;SOPHIE SOK;400-463;11;2026-02-14;NORETURN;N08B-C01-L1;180
5076;8809505549814;Jmsolution Placen Collagen Mask;SOPHIE SOK;400-463;1;2024-10-25;NORETURN;N10B-C04-L1;180
5077;8809505549814;Jmsolution Placen Collagen Mask;SOPHIE SOK;400-463;10;2026-01-16;NORETURN;N10B-C04-L1;180
5078;8809505549791;Jmsolution Placen Lanolin Mask;SOPHIE SOK;400-463;29;2025-11-08;NORETURN;N10B-C04-L1;180
5079;8809505543485;Jmsolution Water Luminous Avocado Oil Ampoule Mask;SOPHIE SOK;400-463;1;2025-11-10;NORETURN;N10B-C03-L1;180
5080;8809505544079;JMsolution Water Luminous S O S Ringer Amino Mask;SOPHIE SOK;400-463;48;2025-05-14;NORETURN;N10B-C03-L1;180
5081;8809505543096;JMsolution Water Luminous Silky Cocoon Mask;SOPHIE SOK;400-463;13;2025-01-05;NORETURN;N10B-C04-L2;180
5082;8809505543096;JMsolution Water Luminous Silky Cocoon Mask;SOPHIE SOK;400-463;50;2026-05-02;NORETURN;N10B-C04-L2;180
5083;9556006000502;Johnson Baby Shampoo 800Ml;SOPHIE SOK;400-463;2;2025-03-22;NORETURN;N13B-C09-L2;90
5084;9556006000502;Johnson Baby Shampoo 800Ml;SOPHIE SOK;400-463;5;2025-04-03;NORETURN;N13B-C09-L2;90
5085;9556006000502;Johnson Baby Shampoo 800Ml;SOPHIE SOK;400-463;2;2025-05-18;NORETURN;N13B-C09-L2;90
5086;4891080112716;Johnson Peach Bath750 Ml;SOPHIE SOK;400-463;14;2025-03-17;NORETURN;N13B-C09-L2;90
5087;4891080112716;Johnson Peach Bath750 Ml;SOPHIE SOK;400-463;17;2025-03-17;NORETURN;N13A-C03-L2;90
5088;4891080112716;Johnson Peach Bath750 Ml;SOPHIE SOK;400-463;7;2026-07-03;NORETURN;N13A-C03-L2;90
5089;88530215;JOHNSON'S baby milk cream 100g;SOPHIE SOK;400-463;28;2025-10-18;NORETURN;N13A-C04-L4;90
5090;4801010504306;Johnson's Baby Oil 125ml;SOPHIE SOK;400-463;3;2025-10-07;NORETURN;N13A-C04-L5;90
5091;4801010504306;Johnson's Baby Oil 125ml;SOPHIE SOK;400-463;5;2025-10-20;NORETURN;N13A-C04-L5;90
5092;4801010504306;Johnson's Baby Oil 125ml;SOPHIE SOK;400-463;10;2025-11-15;NORETURN;N13A-C04-L5;90
5093;4801010504306;Johnson's Baby Oil 125ml;SOPHIE SOK;400-463;5;2025-11-25;NORETURN;N13A-C04-L5;90
5094;4801010504306;Johnson's Baby Oil 125ml;SOPHIE SOK;400-463;36;2026-05-19;NORETURN;N13A-C04-L5;90
5095;9556006060643;Johnson's Baby Oil 125ml;SOPHIE SOK;400-463;20;2026-09-02;NORETURN;N13A-C04-L5;90
5096;8801008040508;Johnsons Bedtime Baby Bath 500Ml;SOPHIE SOK;400-463;20;2024-05-24;NORETURN;N13A-C01-L7;180
5097;9556006060278;Johnsons Bedtime Baby Lotion 500Ml;SOPHIE SOK;400-463;10;2025-07-06;NORETURN;N13A-C04-L6;180
5098;9556006060278;Johnsons Bedtime Baby Lotion 500Ml;SOPHIE SOK;400-463;9;2025-07-13;NORETURN;N13A-C04-L6;180
5099;4710032520044;Johnsons Bedtime Baby Time Baby bath 750Ml;SOPHIE SOK;400-463;16;2025-07-03;NORETURN;N13A-C03-L2;90
5100;4801010519300;Johnson's Face & Body Lotion 500ML;SOPHIE SOK;400-463;9;2025-08-01;NORETURN;N13A-C04-L6;90
5101;4801010524205;JOHNSON'S kid shampoo (active kids Clean&Fresh) 500ml;SOPHIE SOK;400-463;9;2025-11-06;NORETURN;N13A-C02-L6;90
5102;8850007040378;JOHNSON'S kid shampoo (active kids shiny drops) 500ml;SOPHIE SOK;400-463;6;2025-11-23;NORETURN;N13A-C02-L7;180
5103;4801010525202;JOHNSON'S kid shampoo (active kids Strong&Healthy) 500ml;SOPHIE SOK;400-463;1;2026-01-10;NORETURN;N13A-C02-L6;90
5104;4801010525202;JOHNSON'S kid shampoo (active kids Strong&Healthy) 500ml;SOPHIE SOK;400-463;1;2026-03-16;NORETURN;N13A-C02-L6;90
5105;8859690404993;JOJI Winky Eye Bright and Firm roller serum 15ml;SOPHIE SOK;400-463;26;2026-08-28;NORETURN;N10B-C02-L5;90
5106;8850822070116;Ka Lip Care Menthol 3.5g;SOPHIE SOK;400-463;2;2025-09-19;NORETURN;N09A-C02-L5;180
5107;8850822070178;Ka Lip Care Mixed Fruit 3.5g;SOPHIE SOK;400-463;5;2025-09-15;NORETURN;N09A-C02-L5;180
5108;8850822070130;Ka Lip Care Orange 3.5g;SOPHIE SOK;400-463;9;2025-09-16;NORETURN;N09A-C02-L5;180
5109;8858910625286;KABUKI  Mascara 4g;SOPHIE SOK;400-463;9;2025-01-30;NORETURN;N09B-C01-L2;180
5110;8858804811573;KARAKET coconut oil serum vitamin E&B 5g;SOPHIE SOK;400-463;22;2026-06-05;NORETURN;N11A-C02-L3;90
5111;8859364201866;KARISMA COTTON PADS;SOPHIE SOK;400-463;2;2028-04-27;NORETURN;N12A-C02-L3;90
5112;8859364201866;KARISMA COTTON PADS;SOPHIE SOK;400-463;5;2028-05-02;NORETURN;N12A-C02-L3;90
5113;8850722400198;Keratin Hair Treatment  400ML;SOPHIE SOK;400-463;18;2027-05-04;NORETURN;N11B-C08-L3;180
5114;8850206253654;KETO Black Sweet Soy Sauce 330g;SOPHIE SOK;400-463;3;2025-07-12;NORETURN;G02A-C05-L6;90
5115;8850206253661;KETO Chilli Sauce 320g;SOPHIE SOK;400-463;10;2025-01-15;NORETURN;G02A-C01-L2;90
5116;8850206253562;KETO Fish Sauce 300g;SOPHIE SOK;400-463;2;2025-12-06;NORETURN;G02A-C06-L6;90
5117;8850206253586;KETO Seasoning Soy Sauce 300g;SOPHIE SOK;400-463;11;2024-12-15;NORETURN;G02A-C05-L6;90
5118;8850206253616;KETO Spicy Green Chilli Seafood Sauce 350g;SOPHIE SOK;400-463;10;2025-01-17;NORETURN;G02A-C03-L3;90
5119;8850206253623;KETO Spicy Tamarind Sauce 320g;SOPHIE SOK;400-463;11;2024-10-28;NORETURN;G02A-C03-L2;90
5120;8859643200658;KETO Sryup Sala Flavour 320g;SOPHIE SOK;400-463;11;2025-06-29;NORETURN;G05B-C05-L2;90
5121;8850206253678;KETO Suki Sauce 810g;SOPHIE SOK;400-463;6;2024-12-29;NORETURN;G02A-C02-L1;90
5122;8850206253630;KETO Sweet Chilli Sauce 310g;SOPHIE SOK;400-463;3;2025-01-12;NORETURN;G02A-C01-L2;90
5123;8850206253548;KETO Thin Soy Sauce 300g;SOPHIE SOK;400-463;5;2024-12-13;NORETURN;G02A-C05-L6;90
5124;8859465690897;KILIN durian cream cookies 400g;SOPHIE SOK;400-463;2;2024-10-14;NORETURN;G06B-C03-L3;90
5125;8859465690958;KILIN kaya pandan cream cookies 400g;SOPHIE SOK;400-463;9;2024-10-25;NORETURN;G06B-C03-L3;90
5126;8859465690736;KILIN milk cream cookies 400g;SOPHIE SOK;400-463;7;2024-10-24;NORETURN;G06B-C03-L2;90
5127;8859465691009;KILIN Yuzu Orange Cream Cookies 400g;SOPHIE SOK;400-463;11;2024-10-23;NORETURN;G06B-C03-L2;90
5128;8850002038011;Kirei Kirei Antibacterial Body Wash 500Ml;SOPHIE SOK;400-463;13;2025-05-13;NORETURN;N10A-C05-L5;180
5129;8850002037991;Kirei Kirei Antibacterial Body Wash 500Ml;SOPHIE SOK;400-463;10;2025-06-06;NORETURN;N10A-C05-L5;180
5130;8850002038004;Kirei Kirei Antibacterial Body Wash 500Ml;SOPHIE SOK;400-463;9;2029-12-31;NORETURN;N10A-C05-L5;180
5131;6903072433810;Kiss Beauty Mascara 24h 15ml;SOPHIE SOK;400-463;15;2028-07-31;NORETURN;N09A-C01-L4;90
5132;8809426955886;KISSERA BB WHITENING & ANTI-WRINKLE SPF50+;SOPHIE SOK;400-463;10;2026-01-05;NORETURN;N08B-C01-L4;180
5133;9556001310972;Kit Kat wafer milk chocolate 228g;SOPHIE SOK;400-463;2;2024-08-27;NORETURN;G07B-C02-L2;90
5134;8854060616068;KLEAN&KARE normal saline solution 200ml;SOPHIE SOK;400-463;3;2026-10-31;NORETURN;N08B-C04-L3;90
5135;8854060615023;KLEAN&KARE normal saline solution 500ml;SOPHIE SOK;400-463;2;2027-01-30;NORETURN;N08B-C05-L4;180
5136;8849301280016;KLEN-ANTI Dandruff Hair Shampoo  1x12;SOPHIE SOK;400-463;1;2026-02-13;NORETURN;N11B-C06-L5;180
5137;8849301280177;Klen-ANTI Hair Fall Shampoo  1x12;SOPHIE SOK;400-463;20;2026-07-13;NORETURN;N11B-C06-L5;180
5138;8849301280030;KLEN-Damage Hair Shampoo  1x12;SOPHIE SOK;400-463;16;2025-08-01;NORETURN;N11B-C06-L5;180
5139;8849301280030;KLEN-Damage Hair Shampoo  1x12;SOPHIE SOK;400-463;5;2026-06-02;NORETURN;N11B-C06-L5;180
5140;8850144228189;Knorr Chicken Powder 4g;SOPHIE SOK;400-463;8;2024-11-28;NORETURN;G01B-C01-L5;90
5141;8850144059097;KNORR seasoning cube (tom yum flavor) 24g;SOPHIE SOK;400-463;132;2024-05-18;NORETURN;G01B-C01-L5;90
5142;8850144228233;KNORR seasoning powder (all-in-one chicken flavor) 800g;SOPHIE SOK;400-463;2;2024-11-04;NORETURN;G01B-C01-L3;90
5143;8850002019614;Kodomo Baby Lotion Powder;SOPHIE SOK;400-463;1;2024-08-17;NORETURN;N13A-C05-L5;180
5144;8850002019614;Kodomo Baby Lotion Powder;SOPHIE SOK;400-463;2;2025-02-04;NORETURN;N13A-C05-L5;180
5145;8850002019614;Kodomo Baby Lotion Powder;SOPHIE SOK;400-463;13;2025-03-14;NORETURN;N13A-C05-L5;180
5146;8850002019614;Kodomo Baby Lotion Powder;SOPHIE SOK;400-463;24;2025-08-30;NORETURN;N13A-C05-L5;180
5147;8850002006577;KODOMO baby powder (extra mild for sensitive skin) 400g;SOPHIE SOK;400-463;24;2025-09-21;NORETURN;N13A-C05-L2;180
5148;8850002006638;KODOMO baby powder (gentle soft for sensitive skin) 400g;SOPHIE SOK;400-463;14;2026-01-17;NORETURN;N12B-C09-L6;180
5149;8850002008670;KODOMO baby toothpaste (gel strawberry sugar free) 40g;SOPHIE SOK;400-463;23;2026-10-02;NORETURN;N13A-C06-L4;180
5150;8850002035768;KODOMO HEAD TO TOE ORGANIC 400ML;SOPHIE SOK;400-463;10;2026-02-21;NORETURN;N13A-C01-L2;180
5151;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;6;2025-01-05;NORETURN;N13A-C02-L2;180
5152;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;34;2025-01-16;NORETURN;N13A-C02-L2;180
5153;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;1;2025-02-22;NORETURN;N13A-C02-L2;180
5154;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;10;2025-04-12;NORETURN;N13B-C09-L2;180
5155;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;2;2026-04-20;NORETURN;N13B-C09-L2;180
5156;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;2;2026-04-20;NORETURN;N13A-C02-L2;180
5157;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;2;2026-05-08;NORETURN;N13B-C09-L2;180
5158;8850002035751;KODOMO HEAD TO TOE ORGANIC 800ML;SOPHIE SOK;400-463;2;2026-05-08;NORETURN;N13A-C02-L2;180
5159;8850002035843;KODOMO HEAD TO TOE PINK HANABAKI 400ML;SOPHIE SOK;400-463;7;2026-03-15;NORETURN;N13A-C01-L3;180
5160;8850002035867;KODOMO HEAD TO TOE PINK HANABAKI 800ML;SOPHIE SOK;400-463;3;2026-03-28;NORETURN;N13A-C02-L2;180
5161;8850002035867;KODOMO HEAD TO TOE PINK HANABAKI 800ML;SOPHIE SOK;400-463;1;2026-05-19;NORETURN;N13A-C02-L2;180
5162;8850002028388;Kodomo Head To Toe Wash Kids;SOPHIE SOK;400-463;2;2025-02-16;NORETURN;N13A-C01-L3;180
5163;8850002028388;Kodomo Head To Toe Wash Kids;SOPHIE SOK;400-463;12;2025-06-25;NORETURN;N13A-C01-L3;180
5164;8850002031166;Kodomo Kids Conditioner Silky & Smooth 150g;SOPHIE SOK;400-463;1;2026-06-02;NORETURN;N13A-C03-L3;180
5165;8850002015203;KODOMO kids cream toothpaste (strawberry flavour) 40g;SOPHIE SOK;400-463;3;2024-05-08;NORETURN;N13A-C06-L3;180
5166;8850002015203;KODOMO kids cream toothpaste (strawberry flavour) 40g;SOPHIE SOK;400-463;18;2024-05-26;NORETURN;N13A-C06-L3;180
5167;8850002015203;KODOMO kids cream toothpaste (strawberry flavour) 40g;SOPHIE SOK;400-463;33;2024-07-02;NORETURN;N13A-C06-L3;180
5168;8850002015203;KODOMO kids cream toothpaste (strawberry flavour) 40g;SOPHIE SOK;400-463;7;2024-10-26;NORETURN;N13A-C06-L3;180
5169;8850002015203;KODOMO kids cream toothpaste (strawberry flavour) 40g;SOPHIE SOK;400-463;16;2024-11-06;NORETURN;N13A-C06-L3;180
5170;8850002034679;Kodomo Mouthwash kids cool mint 250ml;SOPHIE SOK;400-463;23;2026-06-17;NORETURN;N12B-C01-L5;180
5171;8850002029972;Kodomo Mouthwash Kids Orange Scent 250ml.;SOPHIE SOK;400-463;6;2026-04-19;NORETURN;N12B-C01-L5;180
5172;8850002012561;Kodomo Original Baby Shampoo;SOPHIE SOK;400-463;23;2026-06-12;NORETURN;N13A-C02-L5;180
5173;8850002015227;Kodomo Special Toothpaste for Children;SOPHIE SOK;400-463;1;2024-09-27;NORETURN;N13A-C06-L3;180
5174;8850002008663;Kodomo Toothpaste Gel Bubble Fruit;SOPHIE SOK;400-463;5;2024-09-18;NORETURN;N13A-C06-L4;180
5175;8850002008663;Kodomo Toothpaste Gel Bubble Fruit;SOPHIE SOK;400-463;10;2026-06-22;NORETURN;N13A-C06-L4;180
5176;8852023665887;Koh Kae Peanuts Chicken Cream Flavour Coated;SOPHIE SOK;400-463;41;2024-04-06;NORETURN;G04A-C02-L6;90
5177;8852023665870;Koh Kae Peanuts Shrimp Cream Flavour Coated;SOPHIE SOK;400-463;38;2024-04-07;NORETURN;G04A-C02-L6;90
5178;8850002031203;Komdomo Kids Shampoo Silky & Smooth 200Ml;SOPHIE SOK;400-463;9;2026-05-31;NORETURN;N13A-C02-L5;180
5179;9555028703392;Konjac Jelly Mixed Fruits Flavor 1280g;SOPHIE SOK;400-463;1;2025-02-05;NORETURN;G07B-C05-L1;90
5180;8996001321751;KOPIKO Coffee Candy (12Pcsx17.5g);SOPHIE SOK;400-463;11;2025-05-18;NORETURN;G07B-C03-L1;90
5181;6949331517389;Kota Cosmetice Auburn (Reddish Brown) No268 100Ml;SOPHIE SOK;400-463;9;2026-06-04;NORETURN;N11A-C03-L1;90
5182;6949331517198;Kota Cosmetice Burgundy (Red Wine) No223 100Ml;SOPHIE SOK;400-463;13;2026-02-01;NORETURN;N11A-C03-L1;90
5183;6949331517235;Kota Cosmetice Mellow (Honey Blonde) No.396 100Ml;SOPHIE SOK;400-463;9;2026-02-01;NORETURN;N11A-C03-L1;90
5184;6949331517297;Kota Cosmetice Metal (Ash Grey) No.390 100Ml;SOPHIE SOK;400-463;24;2026-06-04;NORETURN;N11A-C03-L1;90
5185;6949331517303;Kota Cosmetice Sepia (Ash Brown) 100ML;SOPHIE SOK;400-463;28;2026-06-04;NORETURN;N11A-C03-L1;90
5186;6949331517228;Kota Cosmetice Tortilla (Milk Tea Brown) No.396 100Ml;SOPHIE SOK;400-463;38;2026-02-01;NORETURN;N11A-C03-L1;90
5187;4897119511727;KOWLOON Cookies coconut flavor 208g;SOPHIE SOK;400-463;1;2024-04-01;NORETURN;G06B-C05-L1;90
5188;8859771700129;KPF Prawn Cracker Roasted Flavour 140g;SOPHIE SOK;400-463;12;2024-05-01;NORETURN;G07A-C08-L2;90
5189;21000028092;Kraft Macaroni & Cheese Dinner Original Flavor 206g;SOPHIE SOK;400-463;4;2024-06-04;NORETURN;G03A-C04-L2;90
5190;8690819259120;KRISTAL EXTRA VIRGIN OLIVE OIL 250ML;SOPHIE SOK;400-463;1;2024-08-12;NORETURN;G02B-C01-L5;90
5191;8690819259137;KRISTAL EXTRA VIRGIN OLIVE OIL 500ML;SOPHIE SOK;400-463;1;2024-06-12;NORETURN;G02B-C01-L3;90
5192;41755001201;LANGERS MANGO JUICE 946ML;SOPHIE SOK;400-463;4;2024-10-15;NORETURN;;90
5193;6970663729065;LAWEIKE noodle soup hot pot 400g;SOPHIE SOK;400-463;6;2024-04-17;NORETURN;G03B-C01-L3;90
